driver_pair,from_state,to_state,x_variable,y_variable,held_constant_variable,held_constant_value,x_value,y_value,transition_probability
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.17145656572052032,0.0,0.9754784497980878
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.15900371340985547,0.0,0.9669368499751281
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.14655086109919063,0.0,0.9555549818402668
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.1340980087885258,0.0,0.9404951553704219
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.12164515647786095,0.0,0.9207540676651808
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.10919230416719608,0.0,0.8951909890586867
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.09673945185653124,0.0,0.8626079411156079
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.08428659954586637,0.0,0.821903729345686
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.07183374723520153,0.0,0.7723124637046095
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.05938089492453669,0.0,0.7137058150980179
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.046928042613871845,0.0,0.6468868074487465
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.034475190303207004,0.0,0.5737526336726454
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.022022337992542163,0.0,0.49719935744311333
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.009569485681877321,0.0,0.4207209726680513
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.002883366628787576,0.0,0.34779939902276336
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.015336218939452417,0.0,0.2812987168373757
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.02778907125011726,0.0,0.22307451381252666
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.0402419235607821,0.0,0.17388961855782376
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.05269477587144694,0.0,0.13358435484953562
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.06514762818211178,0.0,0.10137291269424485
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.07760048049277662,0.0,0.07614453333926886
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.09005333280344147,0.0,0.05669927844072528
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.10250618511410631,0.0,0.041899152195337394
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.1149590374247712,0.0,0.030745957322415793
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.12741188973543605,0.0,0.02240791405153551
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.1398647420461009,0.0,0.01621594957353924
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.15231759435676573,0.0,0.011645069174498429
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.16477044666743063,0.0,0.008290510265690415
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.17722329897809547,0.0,0.005844016548509976
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.1896761512887603,0.0,0.004072733949554123
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.20212900359942515,0.0,0.002801596142081632
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.21458185591009,0.0,0.0018992294989101813
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.22703470822075483,0.0,0.0012670333649113983
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.23948756053141967,0.0,0.0008309528755935135
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.2519404128420845,0.0,0.0005354231773830408
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.26439326515274936,0.0,0.0003389675624444671
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.2768461174634142,0.0,0.00021097111530130427
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.28929896977407904,0.0,0.0001292347602509153
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.3017518220847439,0.0,7.803345825626406e-05
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.3142046743954087,0.0,4.6524099402243425e-05
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.32665752670607356,0.0,2.7437924649493e-05
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.3391103790167384,0.0,1.603457228870264e-05
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.35156323132740336,0.0,9.300194617269126e-06
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.3640160836380682,0.0,5.361290451144824e-06
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.37646893594873304,0.0,3.0754911056413605e-06
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.3889217882593979,0.0,1.7573799980485631e-06
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.4013746405700627,0.0,1.001109652753229e-06
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.3457964980698282,1.0,0.9935696294136221
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.33334364575916337,1.0,0.9912737141619101
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.3208907934484985,1.0,0.9881678211661091
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.3084379411378337,1.0,0.9839743374840842
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.2959850888271688,1.0,0.9783272211045095
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.28353223651650394,1.0,0.9707493275789938
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.2710793842058391,1.0,0.9606284458954375
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.25862653189517426,1.0,0.9471961618923956
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.24617367958450942,1.0,0.9295174410187766
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.23372082727384458,1.0,0.906504093554269
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.22126797496317974,1.0,0.8769711331991672
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.20881512265251487,1.0,0.8397584126121956
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.19636227034185003,1.0,0.7939345982251856
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.18390941803118518,1.0,0.7390780747087905
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.17145656572052032,1.0,0.6755851071221985
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.15900371340985547,1.0,0.6049008490973875
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.14655086109919063,1.0,0.5295399411553584
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.1340980087885258,1.0,0.4528069978958072
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.12164515647786095,1.0,0.3782524217701681
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.10919230416719608,1.0,0.3090393824992857
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.09673945185653124,1.0,0.2474494042608698
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.08428659954586637,1.0,0.19467438870546017
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.07183374723520153,1.0,0.15089670917439954
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.05938089492453669,1.0,0.11554963132756652
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.046928042613871845,1.0,0.0876265390578256
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.034475190303207004,1.0,0.06594658311754503
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.022022337992542163,1.0,0.0493389994275906
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.009569485681877321,1.0,0.036747783881574445
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.002883366628787576,1.0,0.027276220908287883
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.015336218939452417,1.0,0.020193363101088806
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.02778907125011726,1.0,0.014920188333003268
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.0402419235607821,1.0,0.011007273510704827
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.05269477587144694,1.0,0.008110867836215048
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.06514762818211178,1.0,0.005970828055153328
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.07760048049277662,1.0,0.004391802264709421
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.09005333280344147,1.0,0.003227920455304802
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.10250618511410631,1.0,0.002370710963744842
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.1149590374247712,1.0,0.0017397567086432193
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.12741188973543605,1.0,0.0012755720465051597
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.1398647420461009,1.0,0.000934226751185675
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.15231759435676573,1.0,0.0006833175871152682
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.16477044666743063,1.0,0.0004989652237207665
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.17722329897809547,1.0,0.000363583859205355
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.1896761512887603,1.0,0.0002642292020671571
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.20212900359942515,1.0,0.00019137720963295437
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.21458185591009,1.0,0.00013802249115024844
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.22703470822075483,1.0,9.901329240106883e-05
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.23948756053141967,1.0,7.056121598404015e-05
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.2519404128420845,1.0,4.9879813695892676e-05
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.26439326515274936,1.0,3.491816727673385e-05
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.2768461174634142,1.0,2.4164540371176443e-05
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.28929896977407904,1.0,1.6501883012244328e-05
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.3017518220847439,1.0,1.1101926605357912e-05
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.3142046743954087,1.0,7.348173525247995e-06
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.32665752670607356,1.0,4.780518564055518e-06
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.3391103790167384,1.0,3.0558111978659848e-06
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.35156323132740336,1.0,1.9197274074569336e-06
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.3640160836380682,1.0,1.1862326439865673e-06
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.37646893594873304,1.0,7.21900694757055e-07
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.3889217882593979,1.0,4.3337230408439144e-07
peer_target,Aversion,Aversion,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.4013746405700627,1.0,2.5709179700324264e-07
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.3457964980698282,0.0,0.00033865042065115564
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.33334364575916337,0.0,0.0004605711422692875
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.3208907934484985,0.0,0.000626358186078441
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.3084379411378337,0.0,0.0008517710268750319
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.2959850888271688,0.0,0.0011582110845656582
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.28353223651650394,0.0,0.0015747247414429942
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.2710793842058391,0.0,0.0021407032107741285
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.25862653189517426,0.0,0.0029095095700996053
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.24617367958450942,0.0,0.003953329000251817
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.23372082727384458,0.0,0.005369613556992805
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.22126797496317974,0.0,0.007289569874577252
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.20881512265251487,0.0,0.009889198103442532
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.19636227034185003,0.0,0.013403393462235843
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.18390941803118518,0.0,0.018143492333086465
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.17145656572052032,0.0,0.02451824866059799
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.15900371340985547,0.0,0.03305734362014194
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.14655086109919063,0.0,0.04443483752137503
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.1340980087885258,0.0,0.05948706650158597
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.12164515647786095,0.0,0.07921505191128222
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.10919230416719608,0.0,0.10475574305792142
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.09673945185653124,0.0,0.13730098930586673
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.08428659954586637,0.0,0.1779423166596471
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.07183374723520153,0.0,0.22743086742989563
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.05938089492453669,0.0,0.28587335216273235
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.046928042613871845,0.0,0.35243644185028616
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.034475190303207004,0.0,0.4251824015395846
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.022022337992542163,0.0,0.5011632558835236
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,-0.009569485681877321,0.0,0.5768207833149515
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.002883366628787576,0.0,0.6485950653397986
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.015336218939452417,0.0,0.7135273733673891
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.02778907125011726,0.0,0.7696458245582182
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.0402419235607821,0.0,0.816042339199194
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.05269477587144694,0.0,0.8526930229167107
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.06514762818211178,0.0,0.8801508482852775
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.07760048049277662,0.0,0.8992324923146566
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.09005333280344147,0.0,0.9107703179550233
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.10250618511410631,0.0,0.9154500370422565
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.1149590374247712,0.0,0.9137249966877011
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.12741188973543605,0.0,0.905788892731963
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.1398647420461009,0.0,0.8915917079359296
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.15231759435676573,0.0,0.8708909611050394
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.16477044666743063,0.0,0.843336790053839
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.17722329897809547,0.0,0.8085917333749577
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.1896761512887603,0.0,0.7664820268226173
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.20212900359942515,0.0,0.7171657494141018
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.21458185591009,0.0,0.6612863091981498
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.22703470822075483,0.0,0.600064881267645
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.23948756053141967,0.0,0.5352844520589408
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.2519404128420845,0.0,0.4691410933830203
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.26439326515274936,0.0,0.40398247335681936
peer_target,Aversion,Neutral,team_vs_peer_average,target_attainment,team_t_minus_1_vs_team_t,-0.002674827484101872,0.2768461174634142,0.0,0.34199948892980014
