manager_id,age_basis_value,age_group,age_group_source,locality_group,locality_group_source,age_x_locality,seniority_years,region,site_id,baseline_ai_attitude,risk_aversion_index,governance_mode,high_pressure
M0011,7.55997974831776,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,7.55997974831776,DE-East,S007,0.9372020623454591,0.5662560733283917,opportunistic_teaming,0
M0012,4.504586801420541,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,4.504586801420541,DE-West,S005,0.2845053659149211,0.468566210240472,controlled_opening,0
M0013,8.443601776606652,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,8.443601776606652,DE-East,S004,-0.1600257401999626,0.726886864019098,fearful_exclusion,0
M0014,7.855155741787865,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,7.855155741787865,DE-West,S005,-0.2960808676760148,0.5511938648777371,controlled_opening,1
M0015,5.484445212350451,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,5.484445212350451,EU-Other,S002,-0.02107985791984945,0.6493150175622424,fearful_exclusion,0
M0016,7.763593626810361,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,7.763593626810361,DE-West,S012,-0.6089085058684228,0.5187217227623094,controlled_opening,1
M0017,7.893861118926661,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,7.893861118926661,DE-West,S005,-0.07499535449758814,0.4371532791331617,controlled_opening,1
M0018,6.781364101667103,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,6.781364101667103,DE-South,S010,-0.5256359660728683,0.7503297782950035,controlled_opening,0
M0019,9.012213895539903,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Senior-career proxy | Non-local,9.012213895539903,EU-Other,S001,-0.2777863396180268,0.6445123887168379,controlled_opening,1
M0020,8.279779321165568,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,8.279779321165568,DE-East,S008,-0.3618211588784016,0.8073900401591989,fearful_exclusion,1
M0021,7.524050742193165,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,7.524050742193165,DE-East,S007,-0.1492479396931691,0.6312825762405277,controlled_opening,0
M0022,4.880455116772368,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,4.880455116772368,EU-Other,S001,0.4302405439326511,0.3630110412571438,controlled_opening,0
M0023,5.829517784357299,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,5.829517784357299,DE-East,S004,1.0,0.1782234639216012,opportunistic_teaming,1
M0024,8.820212720962974,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,8.820212720962974,DE-South,S010,0.1939046169518179,0.3034303973221621,controlled_opening,0
M0025,9.544948729854955,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,9.544948729854955,DE-East,S008,-0.08651283268042365,0.4209226588949081,controlled_opening,0
M0026,2.12414299919847,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,2.12414299919847,DE-South,S010,-0.4230116250123531,0.7407902057366736,fearful_exclusion,0
M0027,8.384106351707425,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Senior-career proxy | Non-local,8.384106351707425,EU-Other,S001,-0.4103246534703169,0.5793111876624104,controlled_opening,1
M0028,5.920908559706272,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,5.920908559706272,DE-East,S004,-1.0,0.8831853566752568,fearful_exclusion,1
M0029,5.842253213703493,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,5.842253213703493,DE-East,S008,0.1601190422053839,0.5376282441974043,controlled_opening,1
M0030,3.783503348092299,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,3.783503348092299,DE-East,S003,-1.0,0.6461891174288265,fearful_exclusion,1
M0031,4.65779086914948,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,4.65779086914948,DE-East,S004,0.3667459475359532,0.557067985919589,controlled_opening,0
M0032,3.992459641559209,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Early-career proxy | Non-local,3.992459641559209,EU-Other,S001,-0.08320026545328008,0.5419807316742915,controlled_opening,1
M0033,2.079373814875531,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,2.079373814875531,DE-East,S003,-0.9650039251565037,0.826666314736459,fearful_exclusion,0
M0034,4.638296206049388,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,4.638296206049388,DE-East,S009,0.4974245997980551,0.1513031674033795,opportunistic_teaming,1
M0035,3.97407696011116,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,3.97407696011116,DE-East,S007,0.6325366243845741,0.0,opportunistic_teaming,1
M0036,3.08089524764446,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,3.08089524764446,DE-West,S011,-0.6942714661771416,0.7232611854926554,fearful_exclusion,0
M0037,9.713364687277428,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,9.713364687277428,DE-West,S012,-0.7943367754172765,0.6915854542686923,fearful_exclusion,0
M0038,5.901680788288142,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,5.901680788288142,DE-East,S003,0.7341144562564281,0.3665222881495478,opportunistic_teaming,0
M0039,3.872171427901771,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Early-career proxy | Non-local,3.872171427901771,EU-Other,S006,0.429140329047322,0.6333531852712119,controlled_opening,1
M0040,3.840515028059215,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,3.840515028059215,DE-East,S009,0.6773405564794863,0.3601325837465982,opportunistic_teaming,0
M0041,7.862744748364238,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,7.862744748364238,DE-South,S010,0.3626119636068785,0.315913612549916,opportunistic_teaming,1
M0042,6.634822994054185,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,6.634822994054185,EU-Other,S002,-0.899038431353925,0.8826877548843908,fearful_exclusion,0
M0043,4.837281455680119,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,4.837281455680119,DE-South,S010,0.3902413085514311,0.2597635621814801,opportunistic_teaming,1
M0044,7.606211799768825,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,7.606211799768825,EU-Other,S006,1.0,0.3112832007101413,opportunistic_teaming,1
M0045,6.186589232608343,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,6.186589232608343,EU-Other,S001,-0.9874258585230192,0.9419500907765684,fearful_exclusion,1
M0046,8.192120254158242,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,8.192120254158242,DE-East,S003,0.6936869909977883,0.6428376415530167,opportunistic_teaming,1
M0047,11.34425002011893,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Senior-career proxy | Non-local,11.34425002011893,EU-Other,S006,0.4177004738214073,0.6939393072101299,controlled_opening,0
M0048,7.839793539511858,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,7.839793539511858,DE-East,S007,-0.1718589994862893,0.5821680918164622,controlled_opening,1
M0049,5.780544306787843,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,5.780544306787843,DE-East,S003,-0.1293893962366116,0.6255281297491077,controlled_opening,0
M0050,9.91444325823281,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,9.91444325823281,DE-West,S012,-0.4642150198946794,0.4579982382349189,fearful_exclusion,1
M0051,5.134479652934177,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,5.134479652934177,DE-East,S004,-0.6985038871532754,0.4942977224663725,controlled_opening,1
M0052,7.715946143288986,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,7.715946143288986,DE-South,S010,-0.8727588948112408,0.574417270454517,fearful_exclusion,0
M0053,4.822661957072536,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,4.822661957072536,DE-East,S009,-0.5028197324588015,0.7168160907593951,controlled_opening,0
M0054,8.747728141518857,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,8.747728141518857,DE-East,S008,-0.6462243268267749,0.6916781907896278,fearful_exclusion,0
M0055,10.68539032390496,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,10.68539032390496,DE-West,S012,0.433067608628168,0.3824637276691434,opportunistic_teaming,1
M0056,5.4377187667119,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,5.4377187667119,DE-East,S008,0.03723317533295051,0.4934388324398356,controlled_opening,0
M0057,4.349569904422639,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,4.349569904422639,DE-West,S005,0.1819148711731179,0.6195747184684091,controlled_opening,0
M0058,6.897206640665527,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,6.897206640665527,DE-East,S009,-0.7342953083762793,0.7056440668001511,fearful_exclusion,1
M0059,5.439685456064827,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,5.439685456064827,DE-East,S007,0.2734476420144522,0.3745761788499651,opportunistic_teaming,0
M0060,4.976617092572461,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,4.976617092572461,EU-Other,S001,-0.2247203592728858,0.8005856723772694,fearful_exclusion,0
M0061,3.051744749017948,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,3.051744749017948,DE-East,S003,-0.2876503880800823,0.4259068148793196,controlled_opening,0
M0062,6.682568654627719,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,6.682568654627719,DE-East,S009,0.8090059789440989,0.1205942442323952,opportunistic_teaming,0
M0063,10.56418882550328,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,10.56418882550328,DE-East,S009,-0.2813593911817331,0.7747452524597319,controlled_opening,0
M0064,3.960437876612397,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,3.960437876612397,DE-West,S005,0.1056862649022135,0.5267526140387789,controlled_opening,0
M0065,7.834456485746879,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,7.834456485746879,DE-West,S005,-0.08181569066935082,0.6937694430821796,controlled_opening,0
M0066,11.00983497046127,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,11.00983497046127,DE-West,S005,-0.4785190411242261,0.2790460718374592,controlled_opening,1
M0067,1.76581847271413,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,1.76581847271413,DE-East,S008,-0.4808124548859495,0.4385087663420079,controlled_opening,0
M0068,6.885580431694837,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,6.885580431694837,DE-West,S012,-0.3958431104611911,0.6366728053546974,fearful_exclusion,1
M0069,3.375290702798362,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,3.375290702798362,DE-West,S011,-0.7424072512168228,0.8291804180367593,controlled_opening,0
M0070,7.654483165792396,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,7.654483165792396,EU-Other,S001,-0.5826097322189696,1.0,fearful_exclusion,0
M0071,8.65645884238653,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Senior-career proxy | Non-local,8.65645884238653,EU-Other,S006,-0.3385632816313201,0.8730567314306635,fearful_exclusion,0
M0072,6.330184919002408,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,6.330184919002408,DE-East,S004,-1.0,0.6289940153523812,controlled_opening,1
M0073,5.13798140381472,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,5.13798140381472,EU-Other,S006,-0.6271976852238471,0.4034113224252854,controlled_opening,0
M0074,4.464825648956193,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,4.464825648956193,DE-East,S008,-0.7628324977791349,0.4909514932148524,controlled_opening,1
M0075,5.577213114610001,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,5.577213114610001,DE-West,S012,-0.1231958598779663,0.5441989930697342,controlled_opening,1
M0076,6.325869810735791,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,6.325869810735791,DE-South,S010,-0.6227437454166873,0.6588568087118345,fearful_exclusion,1
M0077,11.7864850255579,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Senior-career proxy | Non-local,11.7864850255579,EU-Other,S006,-0.6363704422144271,0.7875012460289929,fearful_exclusion,0
M0078,8.90782593322219,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,8.90782593322219,DE-West,S005,-0.2920661180997342,0.5850851999814364,controlled_opening,0
M0079,7.301389996760939,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,7.301389996760939,DE-East,S008,-0.3157671689317482,0.505846958617323,controlled_opening,1
M0080,8.856659945118423,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Senior-career proxy | Non-local,8.856659945118423,EU-Other,S001,-0.748511045365058,0.693959450983779,fearful_exclusion,0
M0081,8.90192035997253,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Senior-career proxy | Non-local,8.90192035997253,EU-Other,S002,-1.0,0.7853384863516716,fearful_exclusion,1
M0082,11.48673087206635,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Senior-career proxy | Non-local,11.48673087206635,EU-Other,S006,0.09331896236453935,0.3003097439809204,controlled_opening,1
M0083,6.249744473797745,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,6.249744473797745,EU-Other,S001,-0.8287755423074976,0.7110809912547846,fearful_exclusion,0
M0084,4.547579773895202,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,4.547579773895202,DE-West,S011,0.0882604902091228,0.725420648798966,controlled_opening,0
M0085,7.373376333388375,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,7.373376333388375,DE-West,S012,-0.6515391228519185,0.3701220527899552,fearful_exclusion,0
M0086,2.272667301906406,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,2.272667301906406,DE-East,S008,0.3454069122590093,0.4943731968732411,controlled_opening,0
M0087,5.81365892017904,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,5.81365892017904,EU-Other,S006,-0.184532357721179,0.3608694048865675,controlled_opening,0
M0088,2.096813479024303,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,2.096813479024303,DE-East,S003,0.2481805801473738,0.4341447980450229,controlled_opening,1
M0089,0.2265655732018068,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,0.2265655732018068,DE-East,S009,0.0389571423677712,0.5035896166604753,controlled_opening,0
M0090,8.494978510291018,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Senior-career proxy | Non-local,8.494978510291018,EU-Other,S002,-0.1192991164873529,0.5962614439625513,controlled_opening,1
M0091,5.994960369133854,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,5.994960369133854,DE-East,S004,-0.889255252261861,0.4997689776794423,controlled_opening,0
M0092,7.60480181312945,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,7.60480181312945,EU-Other,S001,-0.3351199719166969,0.335937320601871,fearful_exclusion,0
M0093,6.192372071740442,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,6.192372071740442,DE-East,S008,0.8972659876837681,0.3968844252119371,opportunistic_teaming,0
M0094,7.599771062965933,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,7.599771062965933,DE-South,S010,0.2171836510774879,0.8436167822342636,controlled_opening,1
M0095,9.24331214389332,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,9.24331214389332,DE-West,S005,-0.1106096562562026,0.7704038554706718,controlled_opening,0
M0096,8.195266923353032,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,8.195266923353032,DE-East,S004,0.8658411319423973,0.1235833462822651,opportunistic_teaming,0
M0097,5.63476369487477,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,5.63476369487477,EU-Other,S001,0.8634679902082176,0.4240955126230472,opportunistic_teaming,1
M0098,7.795224795561355,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,7.795224795561355,DE-East,S003,-0.2162476527619667,0.6132502273586067,fearful_exclusion,1
M0099,4.181196338091394,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,4.181196338091394,EU-Other,S001,0.5910307104451687,0.2115543173205352,opportunistic_teaming,0
M0100,4.696039791855238,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,4.696039791855238,DE-West,S011,-0.253710583415508,0.7316855358064502,controlled_opening,0
M0101,7.875829287189095,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,7.875829287189095,DE-East,S004,0.4367105317989312,0.5313347790633054,controlled_opening,1
M0102,7.9344708312411,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,7.9344708312411,EU-Other,S001,-0.6761808995247031,0.3344905728168849,controlled_opening,1
M0103,0.8461189287147768,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,0.8461189287147768,DE-East,S007,-0.3833006923168515,0.6997645801929789,fearful_exclusion,0
M0104,2.831308957725248,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,2.831308957725248,DE-South,S010,-0.2038814742733291,0.7459375157899513,fearful_exclusion,0
M0105,8.182280492534323,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,8.182280492534323,DE-East,S008,-1.0,0.5944191237561871,fearful_exclusion,1
M0106,4.710231060256898,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,4.710231060256898,DE-East,S004,-0.3508001461562061,1.0,fearful_exclusion,1
M0107,4.887377382032398,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,4.887377382032398,DE-South,S010,0.1349666043628948,0.473766640107913,controlled_opening,1
M0108,7.292867262830329,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,7.292867262830329,EU-Other,S001,-1.0,0.8456564690245812,fearful_exclusion,0
M0109,7.191630109071321,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,7.191630109071321,DE-East,S003,-1.0,0.8051811847611352,fearful_exclusion,1
M0110,5.376435701662157,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,5.376435701662157,DE-West,S005,-0.9083323350430795,0.7325420690847276,controlled_opening,1
M0111,3.148363320199345,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,3.148363320199345,DE-South,S010,-0.7308526895442014,0.4159169724430624,controlled_opening,1
M0112,9.489033845040119,Senior-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Senior-career proxy | Local,9.489033845040119,DE-East,S007,0.6198664226695433,0.1234465020071183,opportunistic_teaming,0
M0113,7.088925164811323,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Non-local,region proxy because no manager local/non-local column exists,Mid-career proxy | Non-local,7.088925164811323,EU-Other,S002,-0.7889223055060923,0.6581292834893739,fearful_exclusion,1
M0114,6.233854318624779,Mid-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Mid-career proxy | Local,6.233854318624779,DE-East,S004,-0.13736384120927,0.8558702401277337,fearful_exclusion,1
M0115,0.8563791927530886,Early-career proxy,seniority_years proxy because no manager age column exists in the workbook,Local,region proxy because no manager local/non-local column exists,Early-career proxy | Local,0.8563791927530886,DE-West,S011,-0.7019294961437427,0.7637942848527444,fearful_exclusion,1
