manager_id,three_period_path,previous_state,current_state,next_state,path_count,path_share
M0006,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,1,0.041666666666666664
M0006,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,1,0.041666666666666664
M0006,Neutral -> Neutral -> Appreciation,Neutral,Neutral,Appreciation,1,0.041666666666666664
M0006,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,1,0.041666666666666664
M0007,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,10,0.4166666666666667
M0007,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,2,0.08333333333333333
M0007,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,2,0.08333333333333333
M0007,Neutral -> Neutral -> Appreciation,Neutral,Neutral,Appreciation,2,0.08333333333333333
M0007,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,1,0.041666666666666664
M0007,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,1,0.041666666666666664
M0007,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,1,0.041666666666666664
M0007,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,1,0.041666666666666664
M0007,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,1,0.041666666666666664
M0007,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,1,0.041666666666666664
M0007,Appreciation -> Appreciation -> Neutral,Appreciation,Appreciation,Neutral,1,0.041666666666666664
M0007,Appreciation -> Neutral -> Neutral,Appreciation,Neutral,Neutral,1,0.041666666666666664
M0008,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,9,0.375
M0008,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,4,0.16666666666666666
M0008,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,2,0.08333333333333333
M0008,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,2,0.08333333333333333
M0008,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,1,0.041666666666666664
M0008,Neutral -> Neutral -> Appreciation,Neutral,Neutral,Appreciation,1,0.041666666666666664
M0008,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,1,0.041666666666666664
M0008,Appreciation -> Appreciation -> Neutral,Appreciation,Appreciation,Neutral,1,0.041666666666666664
M0008,Appreciation -> Neutral -> Appreciation,Appreciation,Neutral,Appreciation,1,0.041666666666666664
M0008,Neutral -> Appreciation -> Neutral,Neutral,Appreciation,Neutral,1,0.041666666666666664
M0008,Appreciation -> Neutral -> Neutral,Appreciation,Neutral,Neutral,1,0.041666666666666664
M0009,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,6,0.25
M0009,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,2,0.08333333333333333
M0009,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,2,0.08333333333333333
M0009,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,2,0.08333333333333333
M0009,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,2,0.08333333333333333
M0009,Appreciation -> Appreciation -> Neutral,Appreciation,Appreciation,Neutral,2,0.08333333333333333
M0009,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,2,0.08333333333333333
M0009,Neutral -> Neutral -> Appreciation,Neutral,Neutral,Appreciation,2,0.08333333333333333
M0009,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,1,0.041666666666666664
M0009,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,1,0.041666666666666664
M0009,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,1,0.041666666666666664
M0009,Appreciation -> Neutral -> Neutral,Appreciation,Neutral,Neutral,1,0.041666666666666664
M0010,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,7,0.2916666666666667
M0010,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,4,0.16666666666666666
M0010,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,3,0.125
M0010,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,3,0.125
M0010,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,3,0.125
M0010,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,2,0.08333333333333333
M0010,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,1,0.041666666666666664
M0010,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,1,0.041666666666666664
M0011,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,12,0.5
M0011,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,3,0.125
M0011,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,2,0.08333333333333333
M0011,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,2,0.08333333333333333
M0011,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,1,0.041666666666666664
M0011,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,1,0.041666666666666664
M0011,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,1,0.041666666666666664
M0011,Neutral -> Neutral -> Appreciation,Neutral,Neutral,Appreciation,1,0.041666666666666664
M0011,Neutral -> Appreciation -> Neutral,Neutral,Appreciation,Neutral,1,0.041666666666666664
M0012,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,7,0.2916666666666667
M0012,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,6,0.25
M0012,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,3,0.125
M0012,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,3,0.125
M0012,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,3,0.125
M0012,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,2,0.08333333333333333
M0013,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,6,0.25
M0013,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,3,0.125
M0013,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,2,0.08333333333333333
M0013,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,2,0.08333333333333333
M0013,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,2,0.08333333333333333
M0013,Neutral -> Neutral -> Appreciation,Neutral,Neutral,Appreciation,2,0.08333333333333333
M0013,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,2,0.08333333333333333
M0013,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,1,0.041666666666666664
M0013,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,1,0.041666666666666664
M0013,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,1,0.041666666666666664
M0013,Appreciation -> Appreciation -> Neutral,Appreciation,Appreciation,Neutral,1,0.041666666666666664
M0013,Appreciation -> Neutral -> Neutral,Appreciation,Neutral,Neutral,1,0.041666666666666664
M0014,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,6,0.25
M0014,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,6,0.25
M0014,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,2,0.08333333333333333
M0014,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,2,0.08333333333333333
M0014,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,2,0.08333333333333333
M0014,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,2,0.08333333333333333
M0014,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,2,0.08333333333333333
M0014,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,2,0.08333333333333333
M0015,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,10,0.4166666666666667
M0015,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,9,0.375
M0015,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,2,0.08333333333333333
M0015,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,1,0.041666666666666664
M0015,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,1,0.041666666666666664
M0015,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,1,0.041666666666666664
M0016,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,11,0.4583333333333333
M0016,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,5,0.20833333333333334
M0016,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,2,0.08333333333333333
M0016,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,2,0.08333333333333333
M0016,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,1,0.041666666666666664
M0016,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,1,0.041666666666666664
M0016,Aversion -> Neutral -> Appreciation,Aversion,Neutral,Appreciation,1,0.041666666666666664
M0016,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,1,0.041666666666666664
M0017,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,10,0.4166666666666667
M0017,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,4,0.16666666666666666
M0017,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,2,0.08333333333333333
M0017,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,2,0.08333333333333333
M0017,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,1,0.041666666666666664
M0017,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,1,0.041666666666666664
M0017,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,1,0.041666666666666664
M0017,Neutral -> Neutral -> Appreciation,Neutral,Neutral,Appreciation,1,0.041666666666666664
M0017,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,1,0.041666666666666664
M0017,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,1,0.041666666666666664
M0018,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,8,0.3333333333333333
M0018,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,8,0.3333333333333333
M0018,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,3,0.125
M0018,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,2,0.08333333333333333
M0018,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,1,0.041666666666666664
M0018,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,1,0.041666666666666664
M0018,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,1,0.041666666666666664
M0019,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,13,0.5416666666666666
M0019,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,2,0.08333333333333333
M0019,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,2,0.08333333333333333
M0019,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,2,0.08333333333333333
M0019,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,1,0.041666666666666664
M0019,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,1,0.041666666666666664
M0019,Neutral -> Neutral -> Appreciation,Neutral,Neutral,Appreciation,1,0.041666666666666664
M0019,Neutral -> Appreciation -> Neutral,Neutral,Appreciation,Neutral,1,0.041666666666666664
M0019,Appreciation -> Neutral -> Neutral,Appreciation,Neutral,Neutral,1,0.041666666666666664
M0020,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,9,0.375
M0020,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,5,0.20833333333333334
M0020,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,4,0.16666666666666666
M0020,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,3,0.125
M0020,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,2,0.08333333333333333
M0020,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,1,0.041666666666666664
M0021,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,10,0.4166666666666667
M0021,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,7,0.2916666666666667
M0021,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,1,0.041666666666666664
M0021,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,1,0.041666666666666664
M0021,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,1,0.041666666666666664
M0021,Neutral -> Neutral -> Appreciation,Neutral,Neutral,Appreciation,1,0.041666666666666664
M0021,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,1,0.041666666666666664
M0021,Appreciation -> Appreciation -> Neutral,Appreciation,Appreciation,Neutral,1,0.041666666666666664
M0021,Appreciation -> Neutral -> Aversion,Appreciation,Neutral,Aversion,1,0.041666666666666664
M0022,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,13,0.5416666666666666
M0022,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,9,0.375
M0022,Neutral -> Neutral -> Appreciation,Neutral,Neutral,Appreciation,1,0.041666666666666664
M0022,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,1,0.041666666666666664
M0023,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,12,0.5
M0023,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,5,0.20833333333333334
M0023,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,1,0.041666666666666664
M0023,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,1,0.041666666666666664
M0023,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,1,0.041666666666666664
M0023,Neutral -> Neutral -> Appreciation,Neutral,Neutral,Appreciation,1,0.041666666666666664
M0023,Neutral -> Appreciation -> Aversion,Neutral,Appreciation,Aversion,1,0.041666666666666664
M0023,Appreciation -> Aversion -> Appreciation,Appreciation,Aversion,Appreciation,1,0.041666666666666664
M0023,Aversion -> Appreciation -> Appreciation,Aversion,Appreciation,Appreciation,1,0.041666666666666664
M0024,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,4,0.16666666666666666
M0024,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,4,0.16666666666666666
M0024,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,4,0.16666666666666666
M0024,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,3,0.125
M0024,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,2,0.08333333333333333
M0024,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,2,0.08333333333333333
M0024,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,1,0.041666666666666664
M0024,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,1,0.041666666666666664
M0024,Neutral -> Neutral -> Appreciation,Neutral,Neutral,Appreciation,1,0.041666666666666664
M0024,Neutral -> Appreciation -> Neutral,Neutral,Appreciation,Neutral,1,0.041666666666666664
M0024,Appreciation -> Neutral -> Neutral,Appreciation,Neutral,Neutral,1,0.041666666666666664
M0025,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,6,0.25
M0025,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,6,0.25
M0025,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,2,0.08333333333333333
M0025,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,2,0.08333333333333333
M0025,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,2,0.08333333333333333
M0025,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,1,0.041666666666666664
M0025,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,1,0.041666666666666664
M0025,Neutral -> Neutral -> Appreciation,Neutral,Neutral,Appreciation,1,0.041666666666666664
M0025,Appreciation -> Appreciation -> Neutral,Appreciation,Appreciation,Neutral,1,0.041666666666666664
M0025,Appreciation -> Neutral -> Aversion,Appreciation,Neutral,Aversion,1,0.041666666666666664
M0025,Aversion -> Neutral -> Appreciation,Aversion,Neutral,Appreciation,1,0.041666666666666664
M0026,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,6,0.25
M0026,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,3,0.125
M0026,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,3,0.125
M0026,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,2,0.08333333333333333
M0026,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,2,0.08333333333333333
M0026,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,2,0.08333333333333333
M0026,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,1,0.041666666666666664
M0026,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,1,0.041666666666666664
M0026,Aversion -> Aversion -> Appreciation,Aversion,Aversion,Appreciation,1,0.041666666666666664
M0026,Aversion -> Appreciation -> Neutral,Aversion,Appreciation,Neutral,1,0.041666666666666664
M0026,Appreciation -> Neutral -> Neutral,Appreciation,Neutral,Neutral,1,0.041666666666666664
M0026,Aversion -> Neutral -> Appreciation,Aversion,Neutral,Appreciation,1,0.041666666666666664
M0027,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,4,0.16666666666666666
M0027,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,3,0.125
M0027,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,3,0.125
M0027,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,3,0.125
M0027,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,3,0.125
M0027,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,2,0.08333333333333333
M0027,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,2,0.08333333333333333
M0027,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,1,0.041666666666666664
M0027,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,1,0.041666666666666664
M0027,Neutral -> Aversion -> Appreciation,Neutral,Aversion,Appreciation,1,0.041666666666666664
M0027,Aversion -> Appreciation -> Appreciation,Aversion,Appreciation,Appreciation,1,0.041666666666666664
M0028,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,10,0.4166666666666667
M0028,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,3,0.125
M0028,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,3,0.125
M0028,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,2,0.08333333333333333
M0028,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,2,0.08333333333333333
M0028,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,2,0.08333333333333333
M0028,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,1,0.041666666666666664
M0028,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,1,0.041666666666666664
M0029,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,13,0.5416666666666666
M0029,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,1,0.041666666666666664
M0029,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,1,0.041666666666666664
M0029,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,1,0.041666666666666664
M0029,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,1,0.041666666666666664
M0029,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,1,0.041666666666666664
M0029,Aversion -> Neutral -> Appreciation,Aversion,Neutral,Appreciation,1,0.041666666666666664
M0029,Neutral -> Appreciation -> Neutral,Neutral,Appreciation,Neutral,1,0.041666666666666664
M0029,Appreciation -> Neutral -> Neutral,Appreciation,Neutral,Neutral,1,0.041666666666666664
M0029,Neutral -> Neutral -> Appreciation,Neutral,Neutral,Appreciation,1,0.041666666666666664
M0029,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,1,0.041666666666666664
M0029,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,1,0.041666666666666664
M0030,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,13,0.5416666666666666
M0030,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,3,0.125
M0030,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,2,0.08333333333333333
M0030,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,1,0.041666666666666664
M0030,Neutral -> Neutral -> Appreciation,Neutral,Neutral,Appreciation,1,0.041666666666666664
M0030,Appreciation -> Appreciation -> Aversion,Appreciation,Appreciation,Aversion,1,0.041666666666666664
M0030,Appreciation -> Aversion -> Neutral,Appreciation,Aversion,Neutral,1,0.041666666666666664
M0030,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,1,0.041666666666666664
M0030,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,1,0.041666666666666664
M0031,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,7,0.2916666666666667
M0031,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,6,0.25
M0031,Aversion -> Neutral -> Aversion,Aversion,Neutral,Aversion,3,0.125
M0031,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,2,0.08333333333333333
M0031,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,2,0.08333333333333333
M0031,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,1,0.041666666666666664
M0031,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,1,0.041666666666666664
M0031,Neutral -> Aversion -> Appreciation,Neutral,Aversion,Appreciation,1,0.041666666666666664
M0031,Aversion -> Appreciation -> Appreciation,Aversion,Appreciation,Appreciation,1,0.041666666666666664
M0032,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,6,0.25
M0032,Neutral -> Neutral -> Neutral,Neutral,Neutral,Neutral,5,0.20833333333333334
M0032,Neutral -> Neutral -> Aversion,Neutral,Neutral,Aversion,3,0.125
M0032,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,2,0.08333333333333333
M0032,Aversion -> Neutral -> Neutral,Aversion,Neutral,Neutral,2,0.08333333333333333
M0032,Aversion -> Aversion -> Neutral,Aversion,Aversion,Neutral,2,0.08333333333333333
M0032,Neutral -> Aversion -> Neutral,Neutral,Aversion,Neutral,1,0.041666666666666664
M0032,Aversion -> Neutral -> Appreciation,Aversion,Neutral,Appreciation,1,0.041666666666666664
M0032,Neutral -> Appreciation -> Appreciation,Neutral,Appreciation,Appreciation,1,0.041666666666666664
M0032,Appreciation -> Appreciation -> Neutral,Appreciation,Appreciation,Neutral,1,0.041666666666666664
M0033,Appreciation -> Appreciation -> Appreciation,Appreciation,Appreciation,Appreciation,7,0.2916666666666667
M0033,Neutral -> Aversion -> Aversion,Neutral,Aversion,Aversion,3,0.125
M0033,Aversion -> Aversion -> Aversion,Aversion,Aversion,Aversion,3,0.125
