metric,region_1,region_2,region_1_mean,region_2_mean,difference_region_1_minus_region_2,welch_t,p_value,p_value_holm,significance_holm
share_appreciation,DE-East,DE-West,0.18175629680054461,0.17205651491365778,0.009699781886886832,0.6866019381057141,0.4926389794542695,1.0,
share_appreciation,DE-East,EU-Other,0.18175629680054461,0.1682051282051282,0.013551168595416413,0.9536662129729933,0.3407269784035619,1.0,
share_appreciation,DE-South,DE-West,0.12645687645687648,0.17205651491365778,-0.045599638456781305,-2.2307670119807947,0.02754320628143682,0.13771603140718408,
share_appreciation,DE-South,EU-Other,0.12645687645687648,0.1682051282051282,-0.041748251748251725,-2.0366770596155255,0.04385602215502505,0.1754240886201002,
share_appreciation,DE-West,EU-Other,0.17205651491365778,0.1682051282051282,0.0038513867085295805,0.25018813644786025,0.8025519511786676,1.0,
upward_transition_rate,DE-East,DE-South,0.13852507374631268,0.14484848484848484,-0.006323411102172161,-0.8478901700414319,0.3987209710199613,1.0,
upward_transition_rate,DE-East,DE-West,0.13852507374631268,0.14285714285714288,-0.0043320691108302,-0.9416079944184296,0.34682767695434247,1.0,
upward_transition_rate,DE-East,EU-Other,0.13852507374631268,0.13422222222222224,0.004302851524090434,0.908374884160291,0.364140581372716,1.0,
upward_transition_rate,DE-South,DE-West,0.14484848484848484,0.14285714285714288,0.0019913419913419605,0.25884915206438447,0.7962734100807453,1.0,
upward_transition_rate,DE-South,EU-Other,0.14484848484848484,0.13422222222222224,0.010626262626262595,1.3666779323033458,0.17462422288925208,0.8731211144462604,
upward_transition_rate,DE-West,EU-Other,0.14285714285714288,0.13422222222222224,0.008634920634920634,1.693381355664377,0.0910539285032653,0.5463235710195917,
downward_transition_rate,DE-East,DE-South,0.14041297935103245,0.14727272727272728,-0.006859747921694831,-0.8846219958451045,0.37864350511821865,1.0,
downward_transition_rate,DE-East,DE-West,0.14041297935103245,0.144,-0.0035870206489675427,-0.6629625654557733,0.5076780093755702,1.0,
downward_transition_rate,DE-East,EU-Other,0.14041297935103245,0.1392,0.001212979351032456,0.23156777718734775,0.8169775451834633,1.0,
downward_transition_rate,DE-South,DE-West,0.14727272727272728,0.144,0.0032727272727272883,0.39304022446654463,0.6949882733108478,1.0,
downward_transition_rate,DE-South,EU-Other,0.14727272727272728,0.1392,0.008072727272727287,0.9826009874834654,0.32788445269480915,1.0,
downward_transition_rate,DE-West,EU-Other,0.144,0.1392,0.004799999999999999,0.7929774934393904,0.42819277373622744,1.0,
