covariate,covariate_label,covariate_value_original,covariate_value_standardized,from_state_order,from_state,to_state_order,to_state,transition_probability
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.003783987558121815,0.057484531174043965,1,Aversion,3,Appreciation,0.003284469239064685
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.008374029841921204,0.0983366730961021,1,Aversion,1,Aversion,0.3263383410574505
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.008374029841921204,0.0983366730961021,1,Aversion,2,Neutral,0.6703082080594843
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.008374029841921204,0.0983366730961021,1,Aversion,3,Appreciation,0.0033534508830651076
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.012964072125720594,0.13918881501816022,1,Aversion,1,Aversion,0.3245273657304844
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.012964072125720594,0.13918881501816022,1,Aversion,2,Neutral,0.6720488079528438
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.012964072125720594,0.13918881501816022,1,Aversion,3,Appreciation,0.003423826316671934
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.017554114409519983,0.18004095694021835,1,Aversion,1,Aversion,0.32272126163670484
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.017554114409519983,0.18004095694021835,1,Aversion,2,Neutral,0.6737831158085958
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.017554114409519983,0.18004095694021835,1,Aversion,3,Appreciation,0.0034956225546992855
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.022144156693319372,0.22089309886227645,1,Aversion,1,Aversion,0.32092006389948363
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.022144156693319372,0.22089309886227645,1,Aversion,2,Neutral,0.6755110689886739
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.022144156693319372,0.22089309886227645,1,Aversion,3,Appreciation,0.0035688671118424956
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.02673419897711876,0.2617452407843346,1,Aversion,1,Aversion,0.3191238070662253
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.02673419897711876,0.2617452407843346,1,Aversion,2,Neutral,0.6772326049223883
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.02673419897711876,0.2617452407843346,1,Aversion,3,Appreciation,0.003643588011386296
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.03132424126091815,0.30259738270639275,1,Aversion,1,Aversion,0.3173325251069068
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.03132424126091815,0.30259738270639275,1,Aversion,2,Neutral,0.678947661099044
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.03132424126091815,0.30259738270639275,1,Aversion,3,Appreciation,0.003719813794049252
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.03591428354471754,0.3434495246284509,1,Aversion,1,Aversion,0.3155462514127345
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.03591428354471754,0.3434495246284509,1,Aversion,2,Neutral,0.6806561750602993
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.03591428354471754,0.3434495246284509,1,Aversion,3,Appreciation,0.0037975735269660093
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.0405043258285169,0.3843016665505088,1,Aversion,1,Aversion,0.3137650187949201
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.0405043258285169,0.3843016665505088,1,Aversion,2,Neutral,0.682358084392271
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.0405043258285169,0.3843016665505088,1,Aversion,3,Appreciation,0.0038768968128089372
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.04509436811231629,0.4251538084725669,1,Aversion,1,Aversion,0.31198885948357213
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.04509436811231629,0.4251538084725669,1,Aversion,2,Neutral,0.6840533267173772
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.04509436811231629,0.4251538084725669,1,Aversion,3,Appreciation,0.003957813799050725
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.04968441039611568,0.466005950394625,1,Aversion,1,Aversion,0.31021780512670694
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.04968441039611568,0.466005950394625,1,Aversion,2,Neutral,0.6857418396859236
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.04968441039611568,0.466005950394625,1,Aversion,3,Appreciation,0.004040355187369498
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.05427445267991507,0.5068580923166831,1,Aversion,1,Aversion,0.3084518867893735
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.05427445267991507,0.5068580923166831,1,Aversion,2,Neutral,0.6874235609674284
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.05427445267991507,0.5068580923166831,1,Aversion,3,Appreciation,0.004124552243198022
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.05886449496371446,0.5477102342387413,1,Aversion,1,Aversion,0.30669113495289574
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.05886449496371446,0.5477102342387413,1,Aversion,2,Neutral,0.6890984282416858
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.05886449496371446,0.5477102342387413,1,Aversion,3,Appreciation,0.0042104368054184955
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.06345453724751385,0.5885623761607994,1,Aversion,1,Aversion,0.304935579514228
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.06345453724751385,0.5885623761607994,1,Aversion,2,Neutral,0.6907663791895674
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.06345453724751385,0.5885623761607994,1,Aversion,3,Appreciation,0.004298041296204513
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.06804457953131321,0.6294145180828573,1,Aversion,1,Aversion,0.30318524978542705
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.06804457953131321,0.6294145180828573,1,Aversion,2,Neutral,0.6924273514835614
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.06804457953131321,0.6294145180828573,1,Aversion,3,Appreciation,0.004387398731011655
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.0726346218151126,0.6702666600049154,1,Aversion,1,Aversion,0.30144017449323585
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.0726346218151126,0.6702666600049154,1,Aversion,2,Neutral,0.6940812827780458
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.0726346218151126,0.6702666600049154,1,Aversion,3,Appreciation,0.004478542728718301
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.07722466409891199,0.7111188019269735,1,Aversion,1,Aversion,0.29970038177878133
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.07722466409891199,0.7111188019269735,1,Aversion,2,Neutral,0.6957281106993005
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.07722466409891199,0.7111188019269735,1,Aversion,3,Appreciation,0.004571507521918001
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.08181470638271138,0.7519709438490317,1,Aversion,1,Aversion,0.2979658991973842
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.08181470638271138,0.7519709438490317,1,Aversion,2,Neutral,0.6973677728352508
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.08181470638271138,0.7519709438490317,1,Aversion,3,Appreciation,0.004666327967365053
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.08640474866651077,0.7928230857710898,1,Aversion,1,Aversion,0.2962367537184793
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.08640474866651077,0.7928230857710898,1,Aversion,2,Neutral,0.6990002067249462
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.08640474866651077,0.7928230857710898,1,Aversion,3,Appreciation,0.00476303955657458
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.09099479095031016,0.833675227693148,1,Aversion,1,Aversion,0.29451297172564805
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.09099479095031016,0.833675227693148,1,Aversion,2,Neutral,0.7006253498477732
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.09099479095031016,0.833675227693148,1,Aversion,3,Appreciation,0.00486167842657861
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.09558483323410955,0.874527369615206,1,Aversion,1,Aversion,0.2927945790167599
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.09558483323410955,0.874527369615206,1,Aversion,2,Neutral,0.7022431396124005
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.09558483323410955,0.874527369615206,1,Aversion,3,Appreciation,0.004962281370839543
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.10017487551790893,0.9153795115372642,1,Aversion,1,Aversion,0.2910816008042224
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),0.10017487551790893,0.9153795115372642,1,Aversion,2,Neutral,0.7038535133454552
