manager_id,baseline_ai_attitude,posterior_appreciation_share,posterior_aversion_share,scenario_region_score,macro_region,scenario_plant_id,country_scenario
M0354,1.0,0.0,0.46153846153846156,2.2646605670729136,Asia-Pacific,P023,India
M0339,0.2648727239009947,0.0,0.3076923076923077,0.8854731732228435,Asia-Pacific,P023,India
M0312,0.007080122244171067,0.23076923076923078,0.11538461538461539,0.5395712908855552,Asia-Pacific,P023,India
M0180,0.1267159300929857,0.0,0.7307692307692307,0.4042048318482021,Asia-Pacific,P023,India
M0351,0.7134903512605046,0.34615384615384615,0.07692307692307693,1.9912985152737979,Asia-Pacific,P023,India
M0244,0.1678243525009081,0.038461538461538464,0.5384615384615384,0.591668192420002,Asia-Pacific,P023,India
M0418,-0.05940349640013903,0.23076923076923078,0.3076923076923077,0.3135204018315464,Asia-Pacific,P023,India
M0086,0.3454069122590093,0.38461538461538464,0.0,1.31230467813456,Asia-Pacific,P023,India
M0151,0.7325095187780196,0.46153846153846156,0.0,2.1016153567336104,Asia-Pacific,P023,India
M0741,0.2048557838551572,0.0,0.23076923076923078,0.8044965862717904,Asia-Pacific,P023,India
M0454,0.5405196829273988,0.2692307692307692,0.0,1.6635360079313843,Asia-Pacific,P023,India
M0117,0.4274944260188642,0.46153846153846156,0.0,1.4980081469715634,Asia-Pacific,P023,India
M0801,-0.08607000401682341,0.11538461538461539,0.2692307692307692,0.24476011114753676,Asia-Pacific,P023,India
M0356,0.5559587647717271,0.23076923076923078,0.19230769230769232,1.5879768844645334,Asia-Pacific,P023,India
M0814,0.1953831387541519,0.23076923076923078,0.3076923076923077,0.8177284019634548,Asia-Pacific,P023,India
M0805,0.3731610670616982,0.11538461538461539,0.46153846153846156,1.05906815687281,Asia-Pacific,P023,India
M0466,-0.1232246174988199,0.5384615384615384,0.038461538461538464,0.41252734384454126,Asia-Pacific,P023,India
M0088,0.2481805801473738,0.038461538461538464,0.46153846153846156,0.7884819774461003,Asia-Pacific,P023,India
M0144,0.262703519274158,0.15384615384615385,0.23076923076923078,0.9654879686829616,Asia-Pacific,P023,India
M0810,-0.1586875358578929,0.4230769230769231,0.23076923076923078,0.2129790773877391,Asia-Pacific,P023,India
M0445,0.3257400745324103,0.11538461538461539,0.2692307692307692,1.0597084149066174,Asia-Pacific,P023,India
M0647,0.0986545133266048,0.38461538461538464,0.23076923076923078,0.7106155781640866,Asia-Pacific,P023,India
M0064,0.1056862649022135,0.15384615384615385,0.07692307692307693,0.7303468382277488,Asia-Pacific,P023,India
M0645,-0.02696640943841311,0.38461538461538464,0.07692307692307693,0.5376059702725293,Asia-Pacific,P023,India
M0318,0.1085056434766438,0.4230769230769231,0.0,0.8551192983577629,Asia-Pacific,P023,India
M0147,0.04221226568404624,0.2692307692307692,0.3076923076923077,0.5262406277410707,Asia-Pacific,P023,India
M0474,0.4664072394814678,0.34615384615384615,0.11538461538461539,1.4834386105436141,Asia-Pacific,P023,India
M0695,1.0,0.4230769230769231,0.11538461538461539,2.562644822879691,Asia-Pacific,P023,India
M0295,0.1847172462542193,0.0,0.6538461538461539,0.5567795412796601,Asia-Pacific,P023,India
M0084,0.0882604902091228,0.07692307692307693,0.4230769230769231,0.5025346251501115,Asia-Pacific,P023,India
M0859,0.2789384991115482,0.34615384615384615,0.11538461538461539,1.1124488268293908,Asia-Pacific,P024,India
M0112,0.6198664226695433,0.0,0.4230769230769231,1.5312949566823977,Asia-Pacific,P024,India
M0806,1.0,0.23076923076923078,0.4230769230769231,2.3533283930922555,Asia-Pacific,P024,India
M0340,0.09998633465465367,0.5,0.07692307692307693,0.8237236482483861,Asia-Pacific,P024,India
M0744,0.0822414947705063,0.0,0.4230769230769231,0.46736635009406424,Asia-Pacific,P024,India
M0569,-0.09794205270050549,0.15384615384615385,0.038461538461538464,0.34627491808983485,Asia-Pacific,P024,India
M0243,0.151006282784916,0.5384615384615384,0.038461538461538464,0.9552144189444716,Asia-Pacific,P024,India
M0007,0.1458620342921905,0.15384615384615385,0.15384615384615385,0.7720588971527962,Asia-Pacific,P024,India
M0831,0.6546069985863859,0.15384615384615385,0.2692307692307692,1.7221455336784897,Asia-Pacific,P024,India
M0672,0.02921219230024175,0.15384615384615385,0.23076923076923078,0.5034221505509735,Asia-Pacific,P024,India
M0488,0.2380713912296812,0.15384615384615385,0.11538461538461539,0.9734326074470459,Asia-Pacific,P024,India
M0343,-0.07285594530312238,0.11538461538461539,0.5769230769230769,0.11973611740825787,Asia-Pacific,P024,India
M0021,-0.1492479396931691,0.34615384615384615,0.07692307692307693,0.28398938559535153,Asia-Pacific,P024,India
M0395,0.4095741925528125,0.34615384615384615,0.07692307692307693,1.3898660323769554,Asia-Pacific,P024,India
M0403,0.04641192179135326,0.07692307692307693,0.34615384615384615,0.4575121937955403,Asia-Pacific,P024,India
M0767,-0.1019523978109207,0.19230769230769232,0.15384615384615385,0.29327699898038573,Asia-Pacific,P024,India
M0057,0.1819148711731179,0.0,0.5384615384615384,0.6079239973276127,Asia-Pacific,P024,India
M0197,0.3148913468794425,0.07692307692307693,0.15384615384615385,1.0833010892813777,Asia-Pacific,P024,India
M0435,0.07875403535974554,0.15384615384615385,0.34615384615384615,0.5447723956569825,Asia-Pacific,P024,India
M0022,0.4302405439326511,0.5769230769230769,0.0,1.5383281026647664,Asia-Pacific,P024,India
M0176,0.4367374409448171,0.15384615384615385,0.15384615384615385,1.3476844867252737,Asia-Pacific,P024,India
M0362,0.207161739043566,0.0,0.2692307692307692,0.7901632067232423,Asia-Pacific,P024,India
M0817,0.3644256680524814,0.0,0.4230769230769231,1.025792492003825,Asia-Pacific,P024,India
M0480,-0.07313932111900671,0.38461538461538464,0.0,0.4840259139581088,Asia-Pacific,P024,India
M0352,0.0972412767245786,0.0,0.5384615384615384,0.4403598560804684,Asia-Pacific,P024,India
M0214,0.3678354208569521,0.0,0.38461538461538464,1.051436926760126,Asia-Pacific,P024,India
M0869,-0.06380169921633566,0.34615384615384615,0.23076923076923078,0.37749562314649204,Asia-Pacific,P024,India
M0252,-0.04534417884295172,0.11538461538461539,0.2692307692307692,0.3253541613503845,Asia-Pacific,P024,India
M0393,0.4161731094414897,0.34615384615384615,0.11538461538461539,1.3840281754927903,Asia-Pacific,P024,India
M0119,0.7322388681100565,0.038461538461538464,0.34615384615384615,1.8030954989242185,Asia-Pacific,P024,India
M0868,0.0171008059329117,0.11538461538461539,0.6153846153846154,0.2788585887067535,Asia-Pacific,P024,India
M0705,0.1109736968059337,0.15384615384615385,0.3076923076923077,0.6274299716694045,Asia-Pacific,P025,Thailand
M0131,0.1794531741771617,0.4230769230769231,0.038461538461538464,0.9766236227527726,Asia-Pacific,P025,Thailand
M0032,-0.08320026545328008,0.3076923076923077,0.19230769230769232,0.3463751992284533,Asia-Pacific,P025,Thailand
M0811,0.3262705351113881,0.38461538461538464,0.11538461538461539,1.2177447015671143,Asia-Pacific,P025,Thailand
M0275,0.09748231219638134,0.46153846153846156,0.15384615384615385,0.7693463542706501,Asia-Pacific,P025,Thailand
M0620,0.7023517617198283,0.2692307692307692,0.23076923076923078,1.8704119344342367,Asia-Pacific,P025,Thailand
M0195,-0.1431552467800862,0.19230769230769232,0.0,0.28732587175763963,Asia-Pacific,P025,Thailand
M0853,0.1705272186821552,0.0,0.6153846153846154,0.5475950296077483,Asia-Pacific,P025,Thailand
M0537,-0.07056518960578606,0.0,0.38461538461538464,0.18386749979953668,Asia-Pacific,P025,Thailand
M0171,-0.00499300096380717,0.3076923076923077,0.19230769230769232,0.5011428478539203,Asia-Pacific,P025,Thailand
M0094,0.2171836510774879,0.0,0.5769230769230769,0.6588221395135889,Asia-Pacific,P025,Thailand
M0330,-0.09959823375284196,0.15384615384615385,0.11538461538461539,0.30520396894476387,Asia-Pacific,P025,Thailand
M0845,0.5075045950531295,0.46153846153846156,0.11538461538461539,1.599653445221936,Asia-Pacific,P025,Thailand
M0297,0.6988307532115852,0.11538461538461539,0.15384615384615385,1.8547234620676887,Asia-Pacific,P025,Thailand
M0478,-0.1958558767457846,0.5,0.2692307692307692,0.14378538281529268,Asia-Pacific,P025,Thailand
M0360,0.2330410381572057,0.46153846153846156,0.19230769230769232,1.0187124934292302,Asia-Pacific,P025,Thailand
M0438,0.1185494821973564,0.19230769230769232,0.3076923076923077,0.6540505281359238,Asia-Pacific,P025,Thailand
M0367,-0.2273156888806785,0.46153846153846156,0.038461538461538464,0.18328010836664116,Asia-Pacific,P025,Thailand
M0062,0.8090059789440989,0.4230769230769231,0.038461538461538464,2.2224721755104473,Asia-Pacific,P025,Thailand
M0095,-0.1106096562562026,0.34615384615384615,0.11538461538461539,0.3415555801953761,Asia-Pacific,P025,Thailand
M0145,0.316184015993036,0.07692307692307693,0.5,0.9157886243473153,Asia-Pacific,P025,Thailand
M0107,0.1349666043628948,0.0,0.6153846153846154,0.4772226326469792,Asia-Pacific,P025,Thailand
M0677,-0.2382094655775682,0.38461538461538464,0.07692307692307693,0.11956819206184574,Asia-Pacific,P025,Thailand
M0525,0.4830099985734505,0.4230769230769231,0.19230769230769232,1.501758078397201,Asia-Pacific,P025,Thailand
M0501,0.4495204327580716,0.11538461538461539,0.38461538461538464,1.2479723834974679,Asia-Pacific,P025,Thailand
M0298,0.07019215075330354,0.038461538461538464,0.5,0.41735644892829726,Asia-Pacific,P025,Thailand
M0202,0.1766587511058932,0.5,0.19230769230769232,0.9187637273756937,Asia-Pacific,P025,Thailand
M0025,-0.08651283268042365,0.38461538461538464,0.15384615384615385,0.3819735833819832,Asia-Pacific,P025,Thailand
M0153,0.41996045128808,0.4230769230769231,0.23076923076923078,1.358089943201187,Asia-Pacific,P025,Thailand
M0526,0.2229340859198372,0.2692307692307692,0.4230769230769231,0.8271884530315802,Asia-Pacific,P025,Thailand
M0866,0.7550224380934947,0.46153846153846156,0.07692307692307693,2.10837365794958,Asia-Pacific,P025,Thailand
M0468,0.1668845602108614,0.0,0.19230769230769232,0.7482504643821231,Asia-Pacific,P026,Indonesia
M0459,-0.02361587801801966,0.5,0.15384615384615385,0.5413285625759876,Asia-Pacific,P026,Indonesia
M0603,0.08076228305796482,0.11538461538461539,0.07692307692307693,0.6693952053526185,Asia-Pacific,P026,Indonesia
M0391,0.3626583940338648,0.0,0.38461538461538464,1.0411918904005173,Asia-Pacific,P026,Indonesia
M0798,0.9038134236880997,0.19230769230769232,0.5384615384615384,2.0946620174137744,Asia-Pacific,P026,Indonesia
M0304,0.3889702162721299,0.0,0.6153846153846154,0.9798810751099487,Asia-Pacific,P026,Indonesia
M0841,0.1779432240864796,0.15384615384615385,0.38461538461538464,0.7221653262388301,Asia-Pacific,P026,Indonesia
M0675,-0.002887518611005391,0.38461538461538464,0.038461538461538464,0.6041534325392195,Asia-Pacific,P026,Indonesia
M0856,0.2498973549261654,0.23076923076923078,0.038461538461538464,1.0578859992186358,Asia-Pacific,P026,Indonesia
M0727,-0.2329570777981899,0.5,0.038461538461538464,0.18374464208233254,Asia-Pacific,P026,Indonesia
M0266,0.6617120081250029,0.0,0.38461538461538464,1.6330016790175745,Asia-Pacific,P026,Indonesia
M0500,0.5171507544489823,0.07692307692307693,0.38461538461538464,1.3701803588992962,Asia-Pacific,P026,Indonesia
M0827,-0.1017470879339231,0.46153846153846156,0.3076923076923077,0.2994959803187027,Asia-Pacific,P026,Indonesia
M0301,0.3184761085619227,0.038461538461538464,0.3076923076923077,1.0031796838819618,Asia-Pacific,P026,Indonesia
M0735,1.0,0.46153846153846156,0.0,2.630963532745994,Asia-Pacific,P026,Indonesia
M0399,0.3143180502770525,0.0,0.23076923076923078,1.021116074217332,Asia-Pacific,P026,Indonesia
M0590,0.2983214087732289,0.0,0.4230769230769231,0.8949759899875036,Asia-Pacific,P026,Indonesia
M0129,0.3304750340424197,0.0,0.4230769230769231,0.958606152865364,Asia-Pacific,P026,Indonesia
M0696,1.0,0.038461538461538464,0.46153846153846156,2.2762890828488973,Asia-Pacific,P026,Indonesia
M0630,0.4360994300890866,0.3076923076923077,0.23076923076923078,1.355142500556392,Asia-Pacific,P026,Indonesia
M0282,1.0,0.2692307692307692,0.3076923076923077,2.4216471029585582,Asia-Pacific,P026,Indonesia
M0046,0.6936869909977883,0.5,0.038461538461538464,2.017519606294171,Asia-Pacific,P026,Indonesia
M0484,0.4188842885080842,0.0,0.5384615384615384,1.076872754920539,Asia-Pacific,P026,Indonesia
M0101,0.4367105317989312,0.5,0.0,1.5278748025210784,Asia-Pacific,P026,Indonesia
M0349,-0.04992781586173778,0.34615384615384615,0.23076923076923078,0.40495123507860536,Asia-Pacific,P026,Indonesia
M0394,0.7036460278004154,0.0,0.2692307692307692,1.7726768702810303,Asia-Pacific,P026,Indonesia
M0272,0.1740762064120801,0.0,0.4230769230769231,0.6491019276742942,Asia-Pacific,P026,Indonesia
M0082,0.09331896236453935,0.0,0.6538461538461539,0.37590762895350116,Asia-Pacific,P026,Indonesia
M0732,0.05833549744089295,0.0,0.6538461538461539,0.3066773772326644,Asia-Pacific,P026,Indonesia
M0566,0.1494486585860491,0.23076923076923078,0.5,0.632343068264215,Asia-Pacific,P026,Indonesia
M0748,0.5149781886497211,0.38461538461538464,0.038461538461538464,1.6289796854417935,Asia-Pacific,P026,Indonesia
M0287,0.2557567689770156,0.15384615384615385,0.46153846153846156,0.8383603638454653,Asia-Pacific,P027,Malaysia
M0184,-0.1575060113545865,0.23076923076923078,0.15384615384615385,0.19496812982253922,Asia-Pacific,P027,Malaysia
M0592,-0.04604953860295001,0.34615384615384615,0.19230769230769232,0.4315228526048388,Asia-Pacific,P027,Malaysia
M0265,0.2980536493688001,0.2692307692307692,0.2692307692307692,1.0514326455136784,Asia-Pacific,P027,Malaysia
M0031,0.3667459475359532,0.3076923076923077,0.5,1.0856188542503329,Asia-Pacific,P027,Malaysia
M0305,0.7350174219387621,0.23076923076923078,0.19230769230769232,1.942323600420899,Asia-Pacific,P027,Malaysia
M0699,-0.2044409523649007,0.46153846153846156,0.11538461538461539,0.1907544248746508,Asia-Pacific,P027,Malaysia
M0012,0.2845053659149211,0.0,0.46153846153846156,0.848738109685441,Asia-Pacific,P027,Malaysia
M0516,0.03042235860420711,0.15384615384615385,0.2692307692307692,0.48692026824066376,Asia-Pacific,P027,Malaysia
M0041,0.3626119636068785,0.07692307692307693,0.3076923076923077,1.1021505015524415,Asia-Pacific,P027,Malaysia
M0199,-0.02326117552986667,0.11538461538461539,0.4230769230769231,0.2934682209606745,Asia-Pacific,P027,Malaysia
M0215,0.0353920752916943,0.19230769230769232,0.11538461538461539,0.5839704910738551,Asia-Pacific,P027,Malaysia
M0009,-0.1415134383571929,0.23076923076923078,0.15384615384615385,0.22661650589648957,Asia-Pacific,P027,Malaysia
M0430,0.575476887292922,0.0,0.5769230769230769,1.3678637106445657,Asia-Pacific,P027,Malaysia
M0467,-0.1016224905265467,0.3076923076923077,0.3076923076923077,0.25322848827041566,Asia-Pacific,P027,Malaysia
M0382,1.0,0.07692307692307693,0.5384615384615384,2.2501241358980018,Asia-Pacific,P027,Malaysia
M0551,0.5112983969670888,0.3076923076923077,0.0,1.6173372905543875,Asia-Pacific,P027,Malaysia
M0416,-0.0748387546298535,0.4230769230769231,0.2692307692307692,0.3600142296605265,Asia-Pacific,P027,Malaysia
M0711,0.2815906418834778,0.07692307692307693,0.4230769230769231,0.8851238024901826,Asia-Pacific,P027,Malaysia
M0311,0.05748325707255439,0.0,0.6538461538461539,0.3049908428840655,Asia-Pacific,P027,Malaysia
M0254,0.05739655501422047,0.34615384615384615,0.5,0.4850628319678384,Asia-Pacific,P027,Malaysia
M0039,0.429140329047322,0.038461538461538464,0.2692307692307692,1.241074500695646,Asia-Pacific,P027,Malaysia
M0547,-0.08549651696211268,0.0,0.23076923076923078,0.22990619286234104,Asia-Pacific,P027,Malaysia
M0650,0.421737583920724,0.11538461538461539,0.11538461538461539,1.3252688536767814,Asia-Pacific,P027,Malaysia
M0720,-0.09574517924567683,0.11538461538461539,0.23076923076923078,0.24451023087606155,Asia-Pacific,P027,Malaysia
M0206,0.4308698621743849,0.0,0.5769230769230769,1.0816947799395114,Asia-Pacific,P027,Malaysia
M0237,-0.1350159136740207,0.2692307692307692,0.2692307692307692,0.1944130527568227,Asia-Pacific,P027,Malaysia
M0704,0.06077546633914399,0.07692307692307693,0.34615384615384615,0.4859368168801125,Asia-Pacific,P027,Malaysia
M0097,0.8634679902082176,0.038461538461538464,0.19230769230769232,2.138377259517628,Asia-Pacific,P027,Malaysia
M0118,-0.0710389367123284,0.0,0.5,0.12623978761289628,Asia-Pacific,P027,Malaysia
M0323,0.06779383829905783,0.0,0.5769230769230769,0.3631883489284633,Asia-Pacific,P027,Malaysia
M0626,-0.7052516281137773,0.0,0.5769230769230769,-1.1666238737378385,"Europe, Middle East, Africa",P001,Germany
M0517,-1.0,0.038461538461538464,0.6923076923076923,-1.7949755155971299,"Europe, Middle East, Africa",P001,Germany
M0014,-0.2960808676760148,0.0,0.5384615384615384,-0.3380018963549476,"Europe, Middle East, Africa",P001,Germany
M0424,-0.6161006471654669,0.0,0.3076923076923077,-0.8579221242812665,"Europe, Middle East, Africa",P001,Germany
M0538,-1.0,0.23076923076923078,0.4230769230769231,-1.6045558171731336,"Europe, Middle East, Africa",P001,Germany
M0607,-0.2331625513674682,0.38461538461538464,0.19230769230769232,0.07286554900288611,"Europe, Middle East, Africa",P001,Germany
M0307,-1.0,0.0,0.38461538461538464,-1.655430180465596,"Europe, Middle East, Africa",P001,Germany
M0770,-0.785430214779412,0.0,0.7692307692307693,-1.4197763116376922,"Europe, Middle East, Africa",P001,Germany
M0693,-0.177147925689941,0.038461538461538464,0.38461538461538464,-0.015425048541659651,"Europe, Middle East, Africa",P001,Germany
M0503,-1.0,0.0,0.6923076923076923,-1.8066040313731135,"Europe, Middle East, Africa",P001,Germany
M0045,-0.9874258585230192,0.34615384615384615,0.07692307692307693,-1.3747161895695328,"Europe, Middle East, Africa",P001,Germany
M0016,-0.6089085058684228,0.2692307692307692,0.5769230769230769,-0.8945668021546745,"Europe, Middle East, Africa",P001,Germany
M0557,-0.4598745208353793,0.19230769230769232,0.23076923076923078,-0.4528236233580791,"Europe, Middle East, Africa",P001,Germany
M0157,-0.4744186165168872,0.5,0.15384615384615385,-0.3507839577485451,"Europe, Middle East, Africa",P001,Germany
M0126,-0.5634639675452154,0.15384615384615385,0.2692307692307692,-0.6883463882389966,"Europe, Middle East, Africa",P001,Germany
M0797,-0.5520255251593544,0.0,0.46153846153846156,-0.806708092905615,"Europe, Middle East, Africa",P001,Germany
M0804,-0.3805912600925334,0.3076923076923077,0.46153846153846156,-0.3744214812945344,"Europe, Middle East, Africa",P001,Germany
M0787,-1.0,0.19230769230769232,0.46153846153846156,-1.635081064312557,"Europe, Middle East, Africa",P001,Germany
M0722,-0.1206344320223205,0.0,0.38461538461538464,0.08478336780936081,"Europe, Middle East, Africa",P001,Germany
M0115,-0.7019294961437427,0.0,0.5384615384615384,-1.1411528355400897,"Europe, Middle East, Africa",P001,Germany
M0253,-0.5996809637734676,0.34615384615384615,0.23076923076923078,-0.682978416753159,"Europe, Middle East, Africa",P001,Germany
M0504,-0.2300263069674843,0.11538461538461539,0.34615384615384615,-0.07791454078764345,"Europe, Middle East, Africa",P001,Germany
M0440,-0.4135046176350735,0.23076923076923078,0.19230769230769232,-0.33053502236464327,"Europe, Middle East, Africa",P001,Germany
M0236,-0.5720874099005172,0.23076923076923078,0.46153846153846156,-0.776638306672319,"Europe, Middle East, Africa",P001,Germany
M0613,-0.9256093163544075,0.38461538461538464,0.07692307692307693,-1.2407563157023729,"Europe, Middle East, Africa",P001,Germany
M0737,-0.3843193336643884,0.23076923076923078,0.15384615384615385,-0.25388230370136056,"Europe, Middle East, Africa",P002,Germany
M0269,-0.7355026153887635,0.0,0.4230769230769231,-1.1509019007243833,"Europe, Middle East, Africa",P002,Germany
M0540,-0.8098988465871069,0.0,0.38461538461538464,-1.279231003742532,"Europe, Middle East, Africa",P002,Germany
M0138,-0.1972725184728928,0.0,0.2692307692307692,-0.010188774234157066,"Europe, Middle East, Africa",P002,Germany
M0472,-0.8907369115967176,0.0,0.5384615384615384,-1.5147917797412633,"Europe, Middle East, Africa",P002,Germany
M0490,-0.4781537999621623,0.0,0.6153846153846154,-0.7361071509878581,"Europe, Middle East, Africa",P002,Germany
M0506,-0.4507075436629111,0.0,0.7307692307692307,-0.7384827928593257,"Europe, Middle East, Africa",P002,Germany
M0030,-1.0,0.19230769230769232,0.19230769230769232,-1.5028039447684791,"Europe, Middle East, Africa",P002,Germany
M0190,-0.2021767264088792,0.0,0.23076923076923078,-0.0009971864475668349,"Europe, Middle East, Africa",P002,Germany
M0611,-0.5114544969969441,0.5,0.07692307692307693,-0.38628235830431235,"Europe, Middle East, Africa",P002,Germany
