manager_id,from_state,to_state,transition_count,from_state_transition_count,transition_rate
M0010,Aversion,Neutral,5,11,0.45454545454545453
M0010,Aversion,Appreciation,0,11,0.0
M0010,Neutral,Aversion,6,14,0.42857142857142855
M0010,Neutral,Neutral,8,14,0.5714285714285714
M0010,Neutral,Appreciation,0,14,0.0
M0010,Appreciation,Aversion,0,0,
M0010,Appreciation,Neutral,0,0,
M0010,Appreciation,Appreciation,0,0,
M0011,Aversion,Aversion,5,7,0.7142857142857143
M0011,Aversion,Neutral,2,7,0.2857142857142857
M0011,Aversion,Appreciation,0,7,0.0
M0011,Neutral,Aversion,2,17,0.11764705882352941
M0011,Neutral,Neutral,14,17,0.8235294117647058
M0011,Neutral,Appreciation,1,17,0.058823529411764705
M0011,Appreciation,Aversion,0,1,0.0
M0011,Appreciation,Neutral,1,1,1.0
M0011,Appreciation,Appreciation,0,1,0.0
M0012,Aversion,Aversion,9,12,0.75
M0012,Aversion,Neutral,3,12,0.25
M0012,Aversion,Appreciation,0,12,0.0
M0012,Neutral,Aversion,3,13,0.23076923076923078
M0012,Neutral,Neutral,10,13,0.7692307692307693
M0012,Neutral,Appreciation,0,13,0.0
M0012,Appreciation,Aversion,0,0,
M0012,Appreciation,Neutral,0,0,
M0012,Appreciation,Appreciation,0,0,
M0013,Aversion,Aversion,1,4,0.25
M0013,Aversion,Neutral,3,4,0.75
M0013,Aversion,Appreciation,0,4,0.0
M0013,Neutral,Aversion,3,15,0.2
M0013,Neutral,Neutral,10,15,0.6666666666666666
M0013,Neutral,Appreciation,2,15,0.13333333333333333
M0013,Appreciation,Aversion,0,6,0.0
M0013,Appreciation,Neutral,1,6,0.16666666666666666
M0013,Appreciation,Appreciation,5,6,0.8333333333333334
M0014,Aversion,Aversion,9,13,0.6923076923076923
M0014,Aversion,Neutral,4,13,0.3076923076923077
M0014,Aversion,Appreciation,0,13,0.0
M0014,Neutral,Aversion,4,12,0.3333333333333333
M0014,Neutral,Neutral,8,12,0.6666666666666666
M0014,Neutral,Appreciation,0,12,0.0
M0014,Appreciation,Aversion,0,0,
M0014,Appreciation,Neutral,0,0,
M0014,Appreciation,Appreciation,0,0,
M0015,Aversion,Aversion,10,11,0.9090909090909091
M0015,Aversion,Neutral,1,11,0.09090909090909091
M0015,Aversion,Appreciation,0,11,0.0
M0015,Neutral,Aversion,2,14,0.14285714285714285
M0015,Neutral,Neutral,12,14,0.8571428571428571
M0015,Neutral,Appreciation,0,14,0.0
M0015,Appreciation,Aversion,0,0,
M0015,Appreciation,Neutral,0,0,
M0015,Appreciation,Appreciation,0,0,
M0016,Aversion,Aversion,12,15,0.8
M0016,Aversion,Neutral,3,15,0.2
M0016,Aversion,Appreciation,0,15,0.0
M0016,Neutral,Aversion,3,4,0.75
M0016,Neutral,Neutral,0,4,0.0
M0016,Neutral,Appreciation,1,4,0.25
M0016,Appreciation,Aversion,0,6,0.0
M0016,Appreciation,Neutral,0,6,0.0
M0016,Appreciation,Appreciation,6,6,1.0
M0017,Aversion,Aversion,6,8,0.75
M0017,Aversion,Neutral,2,8,0.25
M0017,Aversion,Appreciation,0,8,0.0
M0017,Neutral,Aversion,2,15,0.13333333333333333
M0017,Neutral,Neutral,12,15,0.8
M0017,Neutral,Appreciation,1,15,0.06666666666666667
M0017,Appreciation,Aversion,0,2,0.0
M0017,Appreciation,Neutral,0,2,0.0
M0017,Appreciation,Appreciation,2,2,1.0
M0018,Aversion,Aversion,9,11,0.8181818181818182
M0018,Aversion,Neutral,2,11,0.18181818181818182
M0018,Aversion,Appreciation,0,11,0.0
M0018,Neutral,Aversion,3,14,0.21428571428571427
M0018,Neutral,Neutral,11,14,0.7857142857142857
M0018,Neutral,Appreciation,0,14,0.0
M0018,Appreciation,Aversion,0,0,
M0018,Appreciation,Neutral,0,0,
M0018,Appreciation,Appreciation,0,0,
M0019,Aversion,Aversion,15,16,0.9375
M0019,Aversion,Neutral,1,16,0.0625
M0019,Aversion,Appreciation,0,16,0.0
M0019,Neutral,Aversion,2,8,0.25
M0019,Neutral,Neutral,5,8,0.625
M0019,Neutral,Appreciation,1,8,0.125
M0019,Appreciation,Aversion,0,1,0.0
M0019,Appreciation,Neutral,1,1,1.0
M0019,Appreciation,Appreciation,0,1,0.0
M0020,Aversion,Aversion,14,18,0.7777777777777778
M0020,Aversion,Neutral,4,18,0.2222222222222222
M0020,Aversion,Appreciation,0,18,0.0
M0020,Neutral,Aversion,5,7,0.7142857142857143
M0020,Neutral,Neutral,2,7,0.2857142857142857
M0020,Neutral,Appreciation,0,7,0.0
M0020,Appreciation,Aversion,0,0,
M0020,Appreciation,Neutral,0,0,
M0020,Appreciation,Appreciation,0,0,
M0021,Aversion,Aversion,0,1,0.0
M0021,Aversion,Neutral,1,1,1.0
M0021,Aversion,Appreciation,0,1,0.0
M0021,Neutral,Aversion,2,15,0.13333333333333333
M0021,Neutral,Neutral,12,15,0.8
M0021,Neutral,Appreciation,1,15,0.06666666666666667
M0021,Appreciation,Aversion,0,9,0.0
M0021,Appreciation,Neutral,1,9,0.1111111111111111
M0021,Appreciation,Appreciation,8,9,0.8888888888888888
M0022,Aversion,Aversion,0,0,
M0022,Aversion,Neutral,0,0,
M0022,Aversion,Appreciation,0,0,
M0022,Neutral,Aversion,0,11,0.0
M0022,Neutral,Neutral,10,11,0.9090909090909091
M0022,Neutral,Appreciation,1,11,0.09090909090909091
M0022,Appreciation,Aversion,0,14,0.0
M0022,Appreciation,Neutral,0,14,0.0
M0022,Appreciation,Appreciation,14,14,1.0
M0023,Aversion,Aversion,0,2,0.0
M0023,Aversion,Neutral,1,2,0.5
M0023,Aversion,Appreciation,1,2,0.5
M0023,Neutral,Aversion,1,16,0.0625
M0023,Neutral,Neutral,14,16,0.875
M0023,Neutral,Appreciation,1,16,0.0625
M0023,Appreciation,Aversion,1,7,0.14285714285714285
M0023,Appreciation,Neutral,0,7,0.0
M0023,Appreciation,Appreciation,6,7,0.8571428571428571
M0024,Aversion,Aversion,6,11,0.5454545454545454
M0024,Aversion,Neutral,5,11,0.45454545454545453
M0024,Aversion,Appreciation,0,11,0.0
M0024,Neutral,Aversion,5,13,0.38461538461538464
M0024,Neutral,Neutral,7,13,0.5384615384615384
M0024,Neutral,Appreciation,1,13,0.07692307692307693
M0024,Appreciation,Aversion,0,1,0.0
M0024,Appreciation,Neutral,1,1,1.0
M0024,Appreciation,Appreciation,0,1,0.0
M0025,Aversion,Aversion,2,4,0.5
M0025,Aversion,Neutral,2,4,0.5
M0025,Aversion,Appreciation,0,4,0.0
M0025,Neutral,Aversion,2,12,0.16666666666666666
M0025,Neutral,Neutral,8,12,0.6666666666666666
M0025,Neutral,Appreciation,2,12,0.16666666666666666
M0025,Appreciation,Aversion,0,9,0.0
M0025,Appreciation,Neutral,1,9,0.1111111111111111
M0025,Appreciation,Appreciation,8,9,0.8888888888888888
M0026,Aversion,Aversion,4,9,0.4444444444444444
M0026,Aversion,Neutral,4,9,0.4444444444444444
M0026,Aversion,Appreciation,1,9,0.1111111111111111
M0026,Neutral,Aversion,5,15,0.3333333333333333
M0026,Neutral,Neutral,9,15,0.6
M0026,Neutral,Appreciation,1,15,0.06666666666666667
M0026,Appreciation,Aversion,0,1,0.0
M0026,Appreciation,Neutral,1,1,1.0
M0026,Appreciation,Appreciation,0,1,0.0
M0027,Aversion,Aversion,4,10,0.4
M0027,Aversion,Neutral,5,10,0.5
M0027,Aversion,Appreciation,1,10,0.1
M0027,Neutral,Aversion,5,12,0.4166666666666667
M0027,Neutral,Neutral,7,12,0.5833333333333334
M0027,Neutral,Appreciation,0,12,0.0
M0027,Appreciation,Aversion,0,3,0.0
M0027,Appreciation,Neutral,0,3,0.0
M0027,Appreciation,Appreciation,3,3,1.0
M0028,Aversion,Aversion,4,8,0.5
M0028,Aversion,Neutral,4,8,0.5
M0028,Aversion,Appreciation,0,8,0.0
M0028,Neutral,Aversion,5,17,0.29411764705882354
M0028,Neutral,Neutral,12,17,0.7058823529411765
M0028,Neutral,Appreciation,0,17,0.0
M0028,Appreciation,Aversion,0,0,
M0028,Appreciation,Neutral,0,0,
M0028,Appreciation,Appreciation,0,0,
M0029,Aversion,Aversion,1,3,0.3333333333333333
M0029,Aversion,Neutral,2,3,0.6666666666666666
M0029,Aversion,Appreciation,0,3,0.0
M0029,Neutral,Aversion,2,19,0.10526315789473684
M0029,Neutral,Neutral,15,19,0.7894736842105263
M0029,Neutral,Appreciation,2,19,0.10526315789473684
M0029,Appreciation,Aversion,0,3,0.0
M0029,Appreciation,Neutral,1,3,0.3333333333333333
M0029,Appreciation,Appreciation,2,3,0.6666666666666666
M0030,Aversion,Aversion,3,4,0.75
M0030,Aversion,Neutral,1,4,0.25
M0030,Aversion,Appreciation,0,4,0.0
M0030,Neutral,Aversion,1,16,0.0625
M0030,Neutral,Neutral,14,16,0.875
M0030,Neutral,Appreciation,1,16,0.0625
M0030,Appreciation,Aversion,1,5,0.2
M0030,Appreciation,Neutral,0,5,0.0
M0030,Appreciation,Appreciation,4,5,0.8
M0031,Aversion,Aversion,9,13,0.6923076923076923
M0031,Aversion,Neutral,3,13,0.23076923076923078
M0031,Aversion,Appreciation,1,13,0.07692307692307693
M0031,Neutral,Aversion,4,5,0.8
M0031,Neutral,Neutral,1,5,0.2
M0031,Neutral,Appreciation,0,5,0.0
M0031,Appreciation,Aversion,0,7,0.0
M0031,Appreciation,Neutral,0,7,0.0
M0031,Appreciation,Appreciation,7,7,1.0
M0032,Aversion,Aversion,2,5,0.4
M0032,Aversion,Neutral,3,5,0.6
M0032,Aversion,Appreciation,0,5,0.0
M0032,Neutral,Aversion,3,12,0.25
M0032,Neutral,Neutral,8,12,0.6666666666666666
M0032,Neutral,Appreciation,1,12,0.08333333333333333
M0032,Appreciation,Aversion,0,8,0.0
M0032,Appreciation,Neutral,1,8,0.125
M0032,Appreciation,Appreciation,7,8,0.875
M0033,Aversion,Aversion,6,9,0.6666666666666666
M0033,Aversion,Neutral,3,9,0.3333333333333333
M0033,Aversion,Appreciation,0,9,0.0
M0033,Neutral,Aversion,3,8,0.375
M0033,Neutral,Neutral,4,8,0.5
M0033,Neutral,Appreciation,1,8,0.125
M0033,Appreciation,Aversion,0,8,0.0
M0033,Appreciation,Neutral,0,8,0.0
M0033,Appreciation,Appreciation,8,8,1.0
M0034,Aversion,Aversion,4,4,1.0
M0034,Aversion,Neutral,0,4,0.0
M0034,Aversion,Appreciation,0,4,0.0
M0034,Neutral,Aversion,1,21,0.047619047619047616
M0034,Neutral,Neutral,20,21,0.9523809523809523
M0034,Neutral,Appreciation,0,21,0.0
M0034,Appreciation,Aversion,0,0,
M0034,Appreciation,Neutral,0,0,
M0034,Appreciation,Appreciation,0,0,
M0035,Aversion,Aversion,8,10,0.8
M0035,Aversion,Neutral,2,10,0.2
M0035,Aversion,Appreciation,0,10,0.0
M0035,Neutral,Aversion,3,15,0.2
M0035,Neutral,Neutral,12,15,0.8
M0035,Neutral,Appreciation,0,15,0.0
M0035,Appreciation,Aversion,0,0,
M0035,Appreciation,Neutral,0,0,
M0035,Appreciation,Appreciation,0,0,
M0036,Aversion,Aversion,7,11,0.6363636363636364
M0036,Aversion,Neutral,4,11,0.36363636363636365
M0036,Aversion,Appreciation,0,11,0.0
M0036,Neutral,Aversion,5,14,0.35714285714285715
M0036,Neutral,Neutral,9,14,0.6428571428571429
M0036,Neutral,Appreciation,0,14,0.0
M0036,Appreciation,Aversion,0,0,
M0036,Appreciation,Neutral,0,0,
M0036,Appreciation,Appreciation,0,0,
M0037,Aversion,Aversion,1,5,0.2
M0037,Aversion,Neutral,4,5,0.8
M0037,Aversion,Appreciation,0,5,0.0
M0037,Neutral,Aversion,4,7,0.5714285714285714
M0037,Neutral,Neutral,2,7,0.2857142857142857
M0037,Neutral,Appreciation,1,7,0.14285714285714285
M0037,Appreciation,Aversion,0,13,0.0
M0037,Appreciation,Neutral,0,13,0.0
M0037,Appreciation,Appreciation,13,13,1.0
M0038,Aversion,Aversion,3,4,0.75
M0038,Aversion,Neutral,1,4,0.25
M0038,Aversion,Appreciation,0,4,0.0
M0038,Neutral,Aversion,2,13,0.15384615384615385
M0038,Neutral,Neutral,10,13,0.7692307692307693
M0038,Neutral,Appreciation,1,13,0.07692307692307693
M0038,Appreciation,Aversion,0,8,0.0
M0038,Appreciation,Neutral,1,8,0.125
M0038,Appreciation,Appreciation,7,8,0.875
M0039,Aversion,Aversion,3,6,0.5
M0039,Aversion,Neutral,3,6,0.5
M0039,Aversion,Appreciation,0,6,0.0
M0039,Neutral,Aversion,4,18,0.2222222222222222
M0039,Neutral,Neutral,13,18,0.7222222222222222
M0039,Neutral,Appreciation,1,18,0.05555555555555555
M0039,Appreciation,Aversion,0,1,0.0
M0039,Appreciation,Neutral,1,1,1.0
M0039,Appreciation,Appreciation,0,1,0.0
M0040,Aversion,Aversion,2,4,0.5
M0040,Aversion,Neutral,2,4,0.5
M0040,Aversion,Appreciation,0,4,0.0
M0040,Neutral,Aversion,2,21,0.09523809523809523
M0040,Neutral,Neutral,18,21,0.8571428571428571
M0040,Neutral,Appreciation,1,21,0.047619047619047616
M0040,Appreciation,Aversion,0,0,
M0040,Appreciation,Neutral,0,0,
M0040,Appreciation,Appreciation,0,0,
M0041,Aversion,Aversion,4,8,0.5
M0041,Aversion,Neutral,4,8,0.5
M0041,Aversion,Appreciation,0,8,0.0
M0041,Neutral,Aversion,4,15,0.26666666666666666
M0041,Neutral,Neutral,10,15,0.6666666666666666
M0041,Neutral,Appreciation,1,15,0.06666666666666667
M0041,Appreciation,Aversion,0,2,0.0
M0041,Appreciation,Neutral,1,2,0.5
M0041,Appreciation,Appreciation,1,2,0.5
M0042,Aversion,Aversion,13,14,0.9285714285714286
M0042,Aversion,Neutral,1,14,0.07142857142857142
M0042,Aversion,Appreciation,0,14,0.0
M0042,Neutral,Aversion,1,3,0.3333333333333333
M0042,Neutral,Neutral,1,3,0.3333333333333333
M0042,Neutral,Appreciation,1,3,0.3333333333333333
M0042,Appreciation,Aversion,0,8,0.0
M0042,Appreciation,Neutral,0,8,0.0
M0042,Appreciation,Appreciation,8,8,1.0
M0043,Aversion,Aversion,5,7,0.7142857142857143
M0043,Aversion,Neutral,2,7,0.2857142857142857
M0043,Aversion,Appreciation,0,7,0.0
M0043,Neutral,Aversion,2,9,0.2222222222222222
M0043,Neutral,Neutral,5,9,0.5555555555555556
M0043,Neutral,Appreciation,2,9,0.2222222222222222
M0043,Appreciation,Aversion,0,9,0.0
M0043,Appreciation,Neutral,1,9,0.1111111111111111
M0043,Appreciation,Appreciation,8,9,0.8888888888888888
M0044,Aversion,Aversion,4,8,0.5
M0044,Aversion,Neutral,3,8,0.375
M0044,Aversion,Appreciation,1,8,0.125
M0044,Neutral,Aversion,5,15,0.3333333333333333
M0044,Neutral,Neutral,10,15,0.6666666666666666
M0044,Neutral,Appreciation,0,15,0.0
M0044,Appreciation,Aversion,0,2,0.0
M0044,Appreciation,Neutral,1,2,0.5
M0044,Appreciation,Appreciation,1,2,0.5
M0045,Aversion,Aversion,1,2,0.5
M0045,Aversion,Neutral,1,2,0.5
M0045,Aversion,Appreciation,0,2,0.0
M0045,Neutral,Aversion,1,15,0.06666666666666667
M0045,Neutral,Neutral,11,15,0.7333333333333333
M0045,Neutral,Appreciation,3,15,0.2
M0045,Appreciation,Aversion,0,8,0.0
M0045,Appreciation,Neutral,2,8,0.25
M0045,Appreciation,Appreciation,6,8,0.75
M0046,Aversion,Aversion,0,1,0.0
M0046,Aversion,Neutral,1,1,1.0
M0046,Aversion,Appreciation,0,1,0.0
M0046,Neutral,Aversion,1,12,0.08333333333333333
M0046,Neutral,Neutral,10,12,0.8333333333333334
M0046,Neutral,Appreciation,1,12,0.08333333333333333
M0046,Appreciation,Aversion,0,12,0.0
M0046,Appreciation,Neutral,0,12,0.0
M0046,Appreciation,Appreciation,12,12,1.0
M0047,Aversion,Aversion,8,14,0.5714285714285714
M0047,Aversion,Neutral,6,14,0.42857142857142855
M0047,Aversion,Appreciation,0,14,0.0
M0047,Neutral,Aversion,7,11,0.6363636363636364
M0047,Neutral,Neutral,4,11,0.36363636363636365
M0047,Neutral,Appreciation,0,11,0.0
M0047,Appreciation,Aversion,0,0,
M0047,Appreciation,Neutral,0,0,
M0047,Appreciation,Appreciation,0,0,
M0048,Aversion,Aversion,9,13,0.6923076923076923
M0048,Aversion,Neutral,4,13,0.3076923076923077
M0048,Aversion,Appreciation,0,13,0.0
M0048,Neutral,Aversion,5,12,0.4166666666666667
M0048,Neutral,Neutral,7,12,0.5833333333333334
M0048,Neutral,Appreciation,0,12,0.0
M0048,Appreciation,Aversion,0,0,
M0048,Appreciation,Neutral,0,0,
M0048,Appreciation,Appreciation,0,0,
M0049,Aversion,Aversion,3,7,0.42857142857142855
M0049,Aversion,Neutral,4,7,0.5714285714285714
M0049,Aversion,Appreciation,0,7,0.0
M0049,Neutral,Aversion,4,11,0.36363636363636365
M0049,Neutral,Neutral,6,11,0.5454545454545454
M0049,Neutral,Appreciation,1,11,0.09090909090909091
M0049,Appreciation,Aversion,0,7,0.0
M0049,Appreciation,Neutral,1,7,0.14285714285714285
M0049,Appreciation,Appreciation,6,7,0.8571428571428571
M0050,Aversion,Aversion,5,9,0.5555555555555556
M0050,Aversion,Neutral,4,9,0.4444444444444444
M0050,Aversion,Appreciation,0,9,0.0
M0050,Neutral,Aversion,4,11,0.36363636363636365
M0050,Neutral,Neutral,6,11,0.5454545454545454
M0050,Neutral,Appreciation,1,11,0.09090909090909091
M0050,Appreciation,Aversion,0,5,0.0
M0050,Appreciation,Neutral,0,5,0.0
M0050,Appreciation,Appreciation,5,5,1.0
M0051,Aversion,Aversion,5,8,0.625
M0051,Aversion,Neutral,2,8,0.25
M0051,Aversion,Appreciation,1,8,0.125
M0051,Neutral,Aversion,3,8,0.375
M0051,Neutral,Neutral,4,8,0.5
M0051,Neutral,Appreciation,1,8,0.125
M0051,Appreciation,Aversion,0,9,0.0
M0051,Appreciation,Neutral,1,9,0.1111111111111111
M0051,Appreciation,Appreciation,8,9,0.8888888888888888
M0052,Aversion,Aversion,6,7,0.8571428571428571
M0052,Aversion,Neutral,1,7,0.14285714285714285
M0052,Aversion,Appreciation,0,7,0.0
M0052,Neutral,Aversion,1,13,0.07692307692307693
M0052,Neutral,Neutral,10,13,0.7692307692307693
M0052,Neutral,Appreciation,2,13,0.15384615384615385
M0052,Appreciation,Aversion,0,5,0.0
M0052,Appreciation,Neutral,1,5,0.2
M0052,Appreciation,Appreciation,4,5,0.8
M0053,Aversion,Aversion,6,9,0.6666666666666666
M0053,Aversion,Neutral,3,9,0.3333333333333333
M0053,Aversion,Appreciation,0,9,0.0
M0053,Neutral,Aversion,3,9,0.3333333333333333
M0053,Neutral,Neutral,5,9,0.5555555555555556
M0053,Neutral,Appreciation,1,9,0.1111111111111111
M0053,Appreciation,Aversion,0,7,0.0
M0053,Appreciation,Neutral,1,7,0.14285714285714285
M0053,Appreciation,Appreciation,6,7,0.8571428571428571
M0054,Aversion,Aversion,7,12,0.5833333333333334
M0054,Aversion,Neutral,5,12,0.4166666666666667
M0054,Aversion,Appreciation,0,12,0.0
M0054,Neutral,Aversion,5,12,0.4166666666666667
M0054,Neutral,Neutral,6,12,0.5
M0054,Neutral,Appreciation,1,12,0.08333333333333333
M0054,Appreciation,Aversion,0,1,0.0
M0054,Appreciation,Neutral,0,1,0.0
M0054,Appreciation,Appreciation,1,1,1.0
M0055,Aversion,Aversion,4,7,0.5714285714285714
M0055,Aversion,Neutral,3,7,0.42857142857142855
M0055,Aversion,Appreciation,0,7,0.0
M0055,Neutral,Aversion,4,14,0.2857142857142857
M0055,Neutral,Neutral,9,14,0.6428571428571429
M0055,Neutral,Appreciation,1,14,0.07142857142857142
M0055,Appreciation,Aversion,0,4,0.0
M0055,Appreciation,Neutral,1,4,0.25
M0055,Appreciation,Appreciation,3,4,0.75
M0056,Aversion,Aversion,1,4,0.25
M0056,Aversion,Neutral,3,4,0.75
M0056,Aversion,Appreciation,0,4,0.0
M0056,Neutral,Aversion,3,15,0.2
M0056,Neutral,Neutral,11,15,0.7333333333333333
M0056,Neutral,Appreciation,1,15,0.06666666666666667
M0056,Appreciation,Aversion,0,6,0.0
M0056,Appreciation,Neutral,0,6,0.0
M0056,Appreciation,Appreciation,6,6,1.0
M0057,Aversion,Aversion,8,14,0.5714285714285714
M0057,Aversion,Neutral,6,14,0.42857142857142855
M0057,Aversion,Appreciation,0,14,0.0
M0057,Neutral,Aversion,6,11,0.5454545454545454
M0057,Neutral,Neutral,5,11,0.45454545454545453
M0057,Neutral,Appreciation,0,11,0.0
M0057,Appreciation,Aversion,0,0,
M0057,Appreciation,Neutral,0,0,
M0057,Appreciation,Appreciation,0,0,
M0058,Aversion,Aversion,19,21,0.9047619047619048
M0058,Aversion,Neutral,2,21,0.09523809523809523
M0058,Aversion,Appreciation,0,21,0.0
M0058,Neutral,Aversion,3,4,0.75
M0058,Neutral,Neutral,1,4,0.25
M0058,Neutral,Appreciation,0,4,0.0
M0058,Appreciation,Aversion,0,0,
M0058,Appreciation,Neutral,0,0,
M0058,Appreciation,Appreciation,0,0,
M0059,Aversion,Aversion,13,15,0.8666666666666667
M0059,Aversion,Neutral,2,15,0.13333333333333333
M0059,Aversion,Appreciation,0,15,0.0
M0059,Neutral,Aversion,3,10,0.3
M0059,Neutral,Neutral,7,10,0.7
M0059,Neutral,Appreciation,0,10,0.0
M0059,Appreciation,Aversion,0,0,
M0059,Appreciation,Neutral,0,0,
M0059,Appreciation,Appreciation,0,0,
M0060,Aversion,Aversion,1,2,0.5
M0060,Aversion,Neutral,1,2,0.5
M0060,Aversion,Appreciation,0,2,0.0
M0060,Neutral,Aversion,1,17,0.058823529411764705
M0060,Neutral,Neutral,14,17,0.8235294117647058
M0060,Neutral,Appreciation,2,17,0.11764705882352941
M0060,Appreciation,Aversion,0,6,0.0
M0060,Appreciation,Neutral,1,6,0.16666666666666666
M0060,Appreciation,Appreciation,5,6,0.8333333333333334
M0061,Aversion,Aversion,11,15,0.7333333333333333
M0061,Aversion,Neutral,4,15,0.26666666666666666
M0061,Aversion,Appreciation,0,15,0.0
M0061,Neutral,Aversion,4,9,0.4444444444444444
M0061,Neutral,Neutral,4,9,0.4444444444444444
M0061,Neutral,Appreciation,1,9,0.1111111111111111
M0061,Appreciation,Aversion,0,1,0.0
M0061,Appreciation,Neutral,1,1,1.0
M0061,Appreciation,Appreciation,0,1,0.0
M0062,Aversion,Aversion,0,1,0.0
M0062,Aversion,Neutral,1,1,1.0
M0062,Aversion,Appreciation,0,1,0.0
M0062,Neutral,Aversion,1,14,0.07142857142857142
M0062,Neutral,Neutral,11,14,0.7857142857142857
M0062,Neutral,Appreciation,2,14,0.14285714285714285
M0062,Appreciation,Aversion,0,10,0.0
M0062,Appreciation,Neutral,1,10,0.1
M0062,Appreciation,Appreciation,9,10,0.9
M0063,Aversion,Aversion,1,3,0.3333333333333333
M0063,Aversion,Neutral,2,3,0.6666666666666666
M0063,Aversion,Appreciation,0,3,0.0
M0063,Neutral,Aversion,3,20,0.15
M0063,Neutral,Neutral,16,20,0.8
M0063,Neutral,Appreciation,1,20,0.05
M0063,Appreciation,Aversion,0,2,0.0
M0063,Appreciation,Neutral,1,2,0.5
M0063,Appreciation,Appreciation,1,2,0.5
M0064,Aversion,Aversion,1,2,0.5
M0064,Aversion,Neutral,1,2,0.5
M0064,Aversion,Appreciation,0,2,0.0
M0064,Neutral,Aversion,1,19,0.05263157894736842
M0064,Neutral,Neutral,16,19,0.8421052631578947
M0064,Neutral,Appreciation,2,19,0.10526315789473684
M0064,Appreciation,Aversion,0,4,0.0
M0064,Appreciation,Neutral,2,4,0.5
