manager_id,macro_region,n_periods,ai_authority_share_mean,escalation_share_mean,composite_kpi_score_mean,target_attainment_rate,share_aversion,share_neutral,share_appreciation,n_transitions,persistence_rate,upward_transition_rate,downward_transition_rate
M0040,"North, Central, South America",26,0.3376943535402192,0.560240557494545,0.47709015230452584,0.11538461538461539,0.15384615384615385,0.8076923076923077,0.038461538461538464,25,0.8,0.12,0.08
M0041,Asia-Pacific,26,0.27724833924288045,0.5949606678578692,0.46425228179189065,0.0,0.3076923076923077,0.6153846153846154,0.07692307692307693,25,0.6,0.2,0.2
M0042,"Europe, Middle East, Africa",26,0.3020373605025834,0.5227821395022123,0.4506827158718431,0.07692307692307693,0.5384615384615384,0.11538461538461539,0.34615384615384615,25,0.88,0.08,0.04
M0043,Asia-Pacific,26,0.18891467520506555,0.6074600004220071,0.44139935575890465,0.038461538461538464,0.2692307692307692,0.34615384615384615,0.38461538461538464,25,0.72,0.16,0.12
M0044,"North, Central, South America",26,0.29804014886055236,0.5999941580107013,0.4726674217561545,0.0,0.34615384615384615,0.5769230769230769,0.07692307692307693,25,0.6,0.16,0.24
M0045,"Europe, Middle East, Africa",26,0.11809884723221516,0.6217624300854996,0.39131806540728686,0.0,0.07692307692307693,0.5769230769230769,0.34615384615384615,25,0.72,0.16,0.12
M0046,Asia-Pacific,26,0.18581699202266416,0.6245041722111376,0.455593407116068,0.0,0.038461538461538464,0.46153846153846156,0.5,25,0.88,0.08,0.04
M0047,Asia-Pacific,26,0.3714979607928529,0.5070825837223013,0.48935495843424803,0.07692307692307693,0.5769230769230769,0.4230769230769231,0.0,25,0.48,0.24,0.28
M0048,"Europe, Middle East, Africa",26,0.21526105343003865,0.6402723513113187,0.4356511887232732,0.0,0.5384615384615384,0.46153846153846156,0.0,25,0.64,0.16,0.2
M0049,"North, Central, South America",26,0.4446657779002296,0.5556174206667814,0.5115799443470996,0.15384615384615385,0.2692307692307692,0.46153846153846156,0.2692307692307692,25,0.6,0.2,0.2
M0050,"Europe, Middle East, Africa",26,0.3759721226861196,0.5494433304921466,0.4896626859428609,0.0,0.34615384615384615,0.4230769230769231,0.23076923076923078,25,0.64,0.2,0.16
M0051,"Europe, Middle East, Africa",26,0.3776079254167327,0.5790748318761813,0.5145597693078724,0.038461538461538464,0.3076923076923077,0.3076923076923077,0.38461538461538464,25,0.68,0.16,0.16
M0052,"Europe, Middle East, Africa",26,0.5606034727169623,0.43976707215759003,0.5409152103088716,0.15384615384615385,0.2692307692307692,0.5,0.23076923076923078,25,0.8,0.12,0.08
M0053,"Europe, Middle East, Africa",26,0.4590705032708875,0.5140491441210154,0.5287735253275616,0.23076923076923078,0.34615384615384615,0.38461538461538464,0.2692307692307692,25,0.68,0.16,0.16
M0054,"Europe, Middle East, Africa",26,0.374951239532901,0.5396512047948863,0.5203331546721224,0.11538461538461539,0.46153846153846156,0.46153846153846156,0.07692307692307693,25,0.56,0.24,0.2
M0055,Asia-Pacific,26,0.3598031833960117,0.5540667383984099,0.511091453808582,0.0,0.3076923076923077,0.5384615384615384,0.15384615384615385,25,0.64,0.16,0.2
M0056,"North, Central, South America",26,0.4612243116963409,0.46051715947858995,0.5350071612086063,0.2692307692307692,0.15384615384615385,0.5769230769230769,0.2692307692307692,25,0.72,0.16,0.12
M0057,Asia-Pacific,26,0.3911256320445131,0.5227393031896319,0.496671108599818,0.038461538461538464,0.5384615384615384,0.46153846153846156,0.0,25,0.52,0.24,0.24
M0058,"Europe, Middle East, Africa",26,0.3417558974024076,0.5331046588766386,0.4671986031833399,0.038461538461538464,0.8461538461538461,0.15384615384615385,0.0,25,0.8,0.08,0.12
M0059,"North, Central, South America",26,0.41216515467594605,0.49387776256173055,0.5400229657531294,0.2692307692307692,0.6153846153846154,0.38461538461538464,0.0,25,0.8,0.08,0.12
M0060,"Europe, Middle East, Africa",26,0.4519337951557768,0.5054671734011223,0.5056733444425879,0.15384615384615385,0.07692307692307693,0.6538461538461539,0.2692307692307692,25,0.8,0.12,0.08
M0061,"Europe, Middle East, Africa",26,0.37561336138145496,0.5197224370151234,0.48815350475164904,0.07692307692307693,0.5769230769230769,0.38461538461538464,0.038461538461538464,25,0.6,0.2,0.2
M0062,Asia-Pacific,26,0.28241817501266947,0.4809044043275382,0.43263040878096937,0.038461538461538464,0.038461538461538464,0.5384615384615384,0.4230769230769231,25,0.8,0.12,0.08
M0063,"Europe, Middle East, Africa",26,0.3203181093504747,0.5023859761163662,0.45317365468739734,0.038461538461538464,0.15384615384615385,0.7692307692307693,0.07692307692307693,25,0.72,0.12,0.16
M0064,Asia-Pacific,26,0.4529496470050733,0.5921001301704502,0.5204913386280325,0.15384615384615385,0.07692307692307693,0.7692307692307693,0.15384615384615385,25,0.76,0.12,0.12
M0065,"North, Central, South America",26,0.4480560213405653,0.4869417552927396,0.5184083691765953,0.15384615384615385,0.07692307692307693,0.7692307692307693,0.15384615384615385,25,0.76,0.12,0.12
M0066,"Europe, Middle East, Africa",26,0.18220640584291178,0.6359901856461582,0.4046119214473273,0.0,0.11538461538461539,0.38461538461538464,0.5,25,0.72,0.16,0.12
M0067,"Europe, Middle East, Africa",26,0.4341401296661877,0.5147370565264298,0.4963660914792499,0.23076923076923078,0.4230769230769231,0.38461538461538464,0.19230769230769232,25,0.6,0.2,0.2
M0068,"Europe, Middle East, Africa",26,0.28667052425075634,0.6005667945360611,0.4521841970506549,0.038461538461538464,0.5,0.5,0.0,25,0.36,0.32,0.32
M0069,"Europe, Middle East, Africa",26,0.45847864310755254,0.46094913531349513,0.5277040836571903,0.19230769230769232,0.5384615384615384,0.46153846153846156,0.0,25,0.8,0.08,0.12
M0070,"Europe, Middle East, Africa",26,0.4336074385764816,0.574972199860552,0.4916925925064459,0.11538461538461539,0.7307692307692307,0.19230769230769232,0.07692307692307693,25,0.76,0.12,0.12
M0071,"Europe, Middle East, Africa",26,0.27639377578568564,0.5497730182356,0.4654634184113995,0.11538461538461539,0.15384615384615385,0.38461538461538464,0.46153846153846156,25,0.8,0.12,0.08
M0072,"Europe, Middle East, Africa",26,0.3581190057715494,0.6063300381689015,0.5165366663810342,0.11538461538461539,0.34615384615384615,0.5,0.15384615384615385,25,0.84,0.08,0.08
M0073,"Europe, Middle East, Africa",26,0.3570416990814546,0.5371023431288366,0.46242148411244466,0.038461538461538464,0.38461538461538464,0.5384615384615384,0.07692307692307693,25,0.6,0.2,0.2
M0074,"Europe, Middle East, Africa",26,0.32957355080876405,0.5249348751973409,0.47467183438388044,0.038461538461538464,0.7307692307692307,0.2692307692307692,0.0,25,0.68,0.16,0.16
M0075,"Europe, Middle East, Africa",26,0.3308420295499482,0.5641977126955029,0.48396869435496076,0.0,0.6538461538461539,0.2692307692307692,0.07692307692307693,25,0.72,0.12,0.16
M0076,"Europe, Middle East, Africa",26,0.21118737967154336,0.5981388012203198,0.4487204542685522,0.038461538461538464,0.6923076923076923,0.3076923076923077,0.0,25,0.56,0.2,0.24
M0077,"Europe, Middle East, Africa",26,0.41506180607295284,0.5374475093025892,0.502120773630063,0.07692307692307693,0.6538461538461539,0.34615384615384615,0.0,25,0.72,0.12,0.16
M0078,"Europe, Middle East, Africa",26,0.22553144606802594,0.5567404931982334,0.4271221508238035,0.07692307692307693,0.7692307692307693,0.19230769230769232,0.038461538461538464,25,0.84,0.08,0.08
M0079,"Europe, Middle East, Africa",26,0.174267206602281,0.6023037677161267,0.43174406365286444,0.0,0.038461538461538464,0.6153846153846154,0.34615384615384615,25,0.8,0.08,0.12
M0080,"Europe, Middle East, Africa",26,0.3285962558910586,0.49974944012802397,0.4478935211610447,0.038461538461538464,0.6538461538461539,0.34615384615384615,0.0,25,0.48,0.24,0.28
M0081,"Europe, Middle East, Africa",26,0.2681058569023984,0.5202520239304791,0.46670380076322837,0.0,0.23076923076923078,0.46153846153846156,0.3076923076923077,25,0.64,0.2,0.16
M0082,Asia-Pacific,26,0.34615007063009073,0.5744966236962384,0.5059569963240194,0.038461538461538464,0.6538461538461539,0.34615384615384615,0.0,25,0.72,0.12,0.16
M0083,"Europe, Middle East, Africa",26,0.28113174886342696,0.5422351029355859,0.4409518434420381,0.07692307692307693,0.5769230769230769,0.4230769230769231,0.0,25,0.68,0.16,0.16
M0084,Asia-Pacific,26,0.3255433926965393,0.4913843281666991,0.48887359112311307,0.15384615384615385,0.4230769230769231,0.5,0.07692307692307693,25,0.68,0.12,0.2
M0085,"Europe, Middle East, Africa",26,0.21647834273964064,0.5168688535911924,0.4514057029048069,0.0,0.038461538461538464,0.5,0.46153846153846156,25,0.88,0.08,0.04
M0086,Asia-Pacific,26,0.29873430388424577,0.5702097822569309,0.4398176102498895,0.038461538461538464,0.0,0.6153846153846154,0.38461538461538464,25,0.84,0.08,0.08
M0087,"Europe, Middle East, Africa",26,0.3667140612902294,0.5440113468100244,0.4906172657737742,0.11538461538461539,0.38461538461538464,0.34615384615384615,0.2692307692307692,25,0.76,0.12,0.12
M0088,Asia-Pacific,26,0.14581384734476224,0.5915750574053183,0.4160119524229271,0.0,0.46153846153846156,0.5,0.038461538461538464,25,0.6,0.2,0.2
M0089,"North, Central, South America",26,0.2427333985808329,0.5762578732199439,0.45140343597240723,0.11538461538461539,0.4230769230769231,0.5384615384615384,0.038461538461538464,25,0.52,0.24,0.24
M0090,"North, Central, South America",26,0.19052473118791546,0.5308148158793916,0.44573401349765934,0.0,0.34615384615384615,0.46153846153846156,0.19230769230769232,25,0.64,0.16,0.2
M0091,"Europe, Middle East, Africa",26,0.429619289872988,0.4234527405352017,0.503892856298823,0.19230769230769232,0.07692307692307693,0.6923076923076923,0.23076923076923078,25,0.76,0.12,0.12
M0092,"Europe, Middle East, Africa",26,0.2935041123704784,0.6157755238059395,0.49736541433975096,0.11538461538461539,0.0,0.46153846153846156,0.5384615384615384,25,0.88,0.08,0.04
M0093,"North, Central, South America",26,0.23634099954607543,0.5648486396680786,0.45427514514502343,0.07692307692307693,0.038461538461538464,0.6538461538461539,0.3076923076923077,25,0.84,0.08,0.08
M0094,Asia-Pacific,26,0.22685883602835527,0.5836943002359166,0.4310201292507538,0.0,0.5769230769230769,0.4230769230769231,0.0,25,0.6,0.2,0.2
M0095,Asia-Pacific,26,0.358365343666845,0.5572176605268799,0.48509831789763697,0.15384615384615385,0.11538461538461539,0.5384615384615384,0.34615384615384615,25,0.8,0.12,0.08
M0096,"North, Central, South America",26,0.5420942010981815,0.39625395072560815,0.5654096504181977,0.15384615384615385,0.0,0.5,0.5,25,0.88,0.08,0.04
M0097,Asia-Pacific,26,0.3924517627483895,0.5391707844741755,0.5004994620676135,0.038461538461538464,0.19230769230769232,0.7692307692307693,0.038461538461538464,25,0.8,0.12,0.08
M0098,"Europe, Middle East, Africa",26,0.15177392378496052,0.5977336567835325,0.39957177074478334,0.0,0.46153846153846156,0.46153846153846156,0.07692307692307693,25,0.64,0.2,0.16
M0099,"North, Central, South America",26,0.5882790866939757,0.5001156464262052,0.5541808254834606,0.2692307692307692,0.0,0.6153846153846154,0.38461538461538464,25,0.96,0.04,0.0
M0100,"Europe, Middle East, Africa",26,0.3159439680675776,0.5217528516204931,0.4774892857982836,0.11538461538461539,0.46153846153846156,0.5384615384615384,0.0,25,0.64,0.16,0.2
M0101,Asia-Pacific,26,0.35830216338334486,0.579797943631561,0.5278796803721962,0.0,0.0,0.5,0.5,25,0.88,0.08,0.04
M0102,"Europe, Middle East, Africa",26,0.13780563760749334,0.5873780239519854,0.39713936572662384,0.0,0.6153846153846154,0.38461538461538464,0.0,25,0.68,0.16,0.16
M0103,"Europe, Middle East, Africa",26,0.2838884725571535,0.5314751224871659,0.44084792461351213,0.038461538461538464,0.46153846153846156,0.5,0.038461538461538464,25,0.56,0.24,0.2
M0104,"Europe, Middle East, Africa",26,0.289301043598693,0.5256099467759427,0.44026734584580607,0.0,0.5769230769230769,0.4230769230769231,0.0,25,0.72,0.16,0.12
M0105,"Europe, Middle East, Africa",26,0.28381714581555795,0.5732115869556835,0.45402449654910504,0.0,0.038461538461538464,0.46153846153846156,0.5,25,0.88,0.08,0.04
M0106,"Europe, Middle East, Africa",26,0.2708901270262899,0.5343796020419007,0.44271862275552915,0.038461538461538464,0.5384615384615384,0.19230769230769232,0.2692307692307692,25,0.8,0.12,0.08
M0107,Asia-Pacific,26,0.4008623035985641,0.5362650502805545,0.4867590987826772,0.038461538461538464,0.6153846153846154,0.38461538461538464,0.0,25,0.64,0.16,0.2
M0108,"Europe, Middle East, Africa",26,0.4337272014525819,0.5878596007995085,0.5061513900041567,0.19230769230769232,0.3076923076923077,0.3076923076923077,0.38461538461538464,25,0.8,0.12,0.08
M0109,"Europe, Middle East, Africa",26,0.3131687521023022,0.6516150291749494,0.4475328849695717,0.0,0.4230769230769231,0.38461538461538464,0.19230769230769232,25,0.68,0.16,0.16
M0110,"Europe, Middle East, Africa",26,0.4054808018203665,0.5038609497120434,0.5009562494416314,0.0,0.6538461538461539,0.19230769230769232,0.15384615384615385,25,0.8,0.12,0.08
M0111,"Europe, Middle East, Africa",26,0.1533156050783552,0.6160079629293318,0.4124870974018948,0.0,0.19230769230769232,0.5384615384615384,0.2692307692307692,25,0.72,0.12,0.16
M0112,Asia-Pacific,26,0.4913497631506376,0.466011876027244,0.5640364105821282,0.3076923076923077,0.4230769230769231,0.5769230769230769,0.0,25,0.68,0.16,0.16
M0113,"Europe, Middle East, Africa",26,0.4115028089488002,0.5700075494749731,0.5169699837979366,0.07692307692307693,0.11538461538461539,0.38461538461538464,0.5,25,0.88,0.08,0.04
M0114,"Europe, Middle East, Africa",26,0.296910996421434,0.5895675180538429,0.49286032713403344,0.0,0.5384615384615384,0.2692307692307692,0.19230769230769232,25,0.72,0.12,0.16
M0115,"Europe, Middle East, Africa",26,0.3337070465058715,0.5456772311973052,0.48606416269851876,0.0,0.5384615384615384,0.46153846153846156,0.0,25,0.48,0.24,0.28
M0116,"North, Central, South America",26,0.0938490228608,0.619999240543247,0.373178695934044,0.0,0.5,0.4230769230769231,0.07692307692307693,25,0.76,0.12,0.12
M0117,Asia-Pacific,26,0.4178967383571546,0.5196007706207826,0.5156793642068993,0.038461538461538464,0.0,0.5384615384615384,0.46153846153846156,25,0.92,0.04,0.04
M0118,Asia-Pacific,26,0.15142201118919404,0.6256795188794051,0.4117373820357857,0.038461538461538464,0.5,0.5,0.0,25,0.56,0.2,0.24
M0119,Asia-Pacific,26,0.3926538512591986,0.5143429226904116,0.5249597939113209,0.19230769230769232,0.34615384615384615,0.6153846153846154,0.038461538461538464,25,0.72,0.12,0.16
M0120,"Europe, Middle East, Africa",26,0.5161862951370195,0.4829661760598665,0.5311927770791358,0.3076923076923077,0.19230769230769232,0.7692307692307693,0.038461538461538464,25,0.76,0.12,0.12
M0121,"Europe, Middle East, Africa",26,0.21174489853087336,0.560133193880758,0.4131209353820158,0.07692307692307693,0.46153846153846156,0.46153846153846156,0.07692307692307693,25,0.56,0.2,0.24
M0122,"Europe, Middle East, Africa",26,0.11037133724830064,0.6373736243281793,0.40644240020754024,0.038461538461538464,0.15384615384615385,0.46153846153846156,0.38461538461538464,25,0.8,0.12,0.08
M0123,"Europe, Middle East, Africa",26,0.26270984962348953,0.6239668175343572,0.47050980362519523,0.07692307692307693,0.038461538461538464,0.5769230769230769,0.38461538461538464,25,0.88,0.08,0.04
M0124,"Europe, Middle East, Africa",26,0.5187874124810826,0.5109035508903574,0.5321326144371148,0.23076923076923078,0.23076923076923078,0.3076923076923077,0.46153846153846156,25,0.64,0.2,0.16
M0125,"Europe, Middle East, Africa",26,0.124540426956211,0.6503920949116269,0.38523988997200437,0.0,0.2692307692307692,0.6153846153846154,0.11538461538461539,25,0.72,0.12,0.16
M0126,"Europe, Middle East, Africa",26,0.18923848237656893,0.5355117984967666,0.40518542476222225,0.0,0.2692307692307692,0.5769230769230769,0.15384615384615385,25,0.72,0.16,0.12
M0127,"Europe, Middle East, Africa",26,0.3381842382480454,0.5384090024605441,0.48046736238344373,0.038461538461538464,0.5384615384615384,0.46153846153846156,0.0,25,0.76,0.12,0.12
M0128,"North, Central, South America",26,0.3150642762365728,0.5479954880622577,0.4891994491771411,0.07692307692307693,0.2692307692307692,0.6538461538461539,0.07692307692307693,25,0.72,0.12,0.16
M0129,Asia-Pacific,26,0.15779610350780926,0.6106150235671388,0.3832397890937276,0.0,0.4230769230769231,0.5769230769230769,0.0,25,0.56,0.2,0.24
M0130,"Europe, Middle East, Africa",26,0.235663327391013,0.6173105862519991,0.4558184917853557,0.0,0.46153846153846156,0.46153846153846156,0.07692307692307693,25,0.52,0.24,0.24
M0131,Asia-Pacific,26,0.4879221297979565,0.5307948064034096,0.5560319519883191,0.07692307692307693,0.038461538461538464,0.5384615384615384,0.4230769230769231,25,0.8,0.12,0.08
M0132,"Europe, Middle East, Africa",26,0.4155064420642717,0.5690753551534626,0.5287376161947009,0.11538461538461539,0.46153846153846156,0.5384615384615384,0.0,25,0.4,0.28,0.32
M0133,"North, Central, South America",26,0.37055530313984725,0.5991944089751376,0.5305109605026559,0.038461538461538464,0.038461538461538464,0.6923076923076923,0.2692307692307692,25,0.76,0.12,0.12
M0134,Asia-Pacific,26,0.3938386559849716,0.613905604944332,0.5225405870475026,0.038461538461538464,0.2692307692307692,0.7307692307692307,0.0,25,0.8,0.08,0.12
M0135,"Europe, Middle East, Africa",26,0.3560878482849547,0.5473541323565717,0.48470473787235835,0.0,0.2692307692307692,0.5,0.23076923076923078,25,0.68,0.16,0.16
M0136,"Europe, Middle East, Africa",26,0.5067936119704067,0.4724467776755341,0.5521888545694279,0.38461538461538464,0.15384615384615385,0.7307692307692307,0.11538461538461539,25,0.72,0.12,0.16
M0137,"Europe, Middle East, Africa",26,0.3675927925191674,0.5593742627795861,0.5042136680842335,0.15384615384615385,0.34615384615384615,0.6153846153846154,0.038461538461538464,25,0.68,0.16,0.16
M0138,"Europe, Middle East, Africa",26,0.30823295626572533,0.5267164530011119,0.4658676533633584,0.11538461538461539,0.2692307692307692,0.7307692307692307,0.0,25,0.88,0.04,0.08
M0139,"Europe, Middle East, Africa",26,0.18757244897092712,0.5625866682941145,0.42704628827871666,0.0,0.6538461538461539,0.3076923076923077,0.038461538461538464,25,0.52,0.24,0.24
M0140,"North, Central, South America",26,0.4223878963783992,0.5774742679935914,0.49801511638273954,0.11538461538461539,0.6153846153846154,0.38461538461538464,0.0,25,0.8,0.08,0.12
M0141,"North, Central, South America",26,0.311250725843462,0.5649777448228543,0.49715594002720587,0.07692307692307693,0.19230769230769232,0.5384615384615384,0.2692307692307692,25,0.68,0.16,0.16
M0142,"North, Central, South America",26,0.41823402339350824,0.546859462188175,0.5093469236730512,0.038461538461538464,0.0,0.46153846153846156,0.5384615384615384,25,0.96,0.04,0.0
M0143,"Europe, Middle East, Africa",26,0.1791284040412463,0.611599804388658,0.41556068638527566,0.0,0.2692307692307692,0.3076923076923077,0.4230769230769231,25,0.8,0.12,0.08
M0144,Asia-Pacific,26,0.5655072521598088,0.43374209271254077,0.5883077314669231,0.34615384615384615,0.23076923076923078,0.6153846153846154,0.15384615384615385,25,0.8,0.08,0.12
M0145,Asia-Pacific,26,0.39879574957164327,0.5087145876324803,0.5259296822487127,0.19230769230769232,0.5,0.4230769230769231,0.07692307692307693,25,0.56,0.2,0.24
M0146,"North, Central, South America",26,0.44721904891675696,0.5726273682631106,0.533782090655009,0.0,0.23076923076923078,0.34615384615384615,0.4230769230769231,25,0.76,0.12,0.12
M0147,Asia-Pacific,26,0.5595899066040524,0.49743434000942444,0.5495764041725508,0.19230769230769232,0.3076923076923077,0.4230769230769231,0.2692307692307692,25,0.72,0.12,0.16
M0148,"Europe, Middle East, Africa",26,0.3869055650235361,0.5222076519889832,0.5073421220364459,0.15384615384615385,0.4230769230769231,0.4230769230769231,0.15384615384615385,25,0.8,0.08,0.12
M0149,"Europe, Middle East, Africa",26,0.36905945236201126,0.5335576621667028,0.48905180121221103,0.038461538461538464,0.3076923076923077,0.5384615384615384,0.15384615384615385,25,0.8,0.12,0.08
M0150,"Europe, Middle East, Africa",26,0.4087395445744174,0.5481505348998637,0.4871816899335645,0.07692307692307693,0.8846153846153846,0.11538461538461539,0.0,25,0.88,0.04,0.08
M0151,Asia-Pacific,26,0.46934349568321204,0.4850735195733762,0.5144653141929794,0.11538461538461539,0.0,0.5384615384615384,0.46153846153846156,25,0.96,0.04,0.0
M0152,"Europe, Middle East, Africa",26,0.1617217949482352,0.6099930708429808,0.3920548373634112,0.0,0.11538461538461539,0.5769230769230769,0.3076923076923077,25,0.64,0.2,0.16
