driver,driver_label,driver_level,driver_min,driver_mean,driver_max,n_transitions_in_level,from_state,to_state,n_managers_with_origin_state,origin_count,transition_count,pooled_transition_rate,pooled_transition_rate_pct,mean_manager_transition_rate,mean_manager_transition_rate_pct,median_manager_transition_rate
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),Medium,-0.04965557316804187,0.00184756945102973,0.05383479448520129,7291,Aversion,Neutral,730,2450,737,0.30081632653061224,30.081632653061224,0.3432724505327245,34.32724505327245,0.3333333333333333
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),Medium,-0.04965557316804187,0.00184756945102973,0.05383479448520129,7291,Aversion,Appreciation,730,2450,37,0.015102040816326531,1.510204081632653,0.020797999565122852,2.0797999565122853,0.0
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),Medium,-0.04965557316804187,0.00184756945102973,0.05383479448520129,7291,Neutral,Aversion,862,3704,879,0.2373110151187905,23.73110151187905,0.27971486492368164,27.971486492368165,0.2
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),Medium,-0.04965557316804187,0.00184756945102973,0.05383479448520129,7291,Neutral,Neutral,862,3704,2578,0.6960043196544277,69.60043196544277,0.6528661239508108,65.28661239508108,0.6666666666666666
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),Medium,-0.04965557316804187,0.00184756945102973,0.05383479448520129,7291,Neutral,Appreciation,862,3704,247,0.06668466522678186,6.668466522678186,0.06741901112550765,6.741901112550765,0.0
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),Medium,-0.04965557316804187,0.00184756945102973,0.05383479448520129,7291,Appreciation,Aversion,468,1137,0,0.0,0.0,0.0,0.0,0.0
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),Medium,-0.04965557316804187,0.00184756945102973,0.05383479448520129,7291,Appreciation,Neutral,468,1137,123,0.10817941952506596,10.817941952506596,0.14442918192918192,14.442918192918192,0.0
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),Medium,-0.04965557316804187,0.00184756945102973,0.05383479448520129,7291,Appreciation,Appreciation,468,1137,1014,0.8918205804749341,89.1820580474934,0.855570818070818,85.5570818070818,1.0
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),High,0.05383495265274651,0.13790346768487813,0.4991923035566448,7292,Aversion,Aversion,751,2500,1734,0.6936,69.36,0.6508137298416926,65.08137298416926,0.6666666666666666
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),High,0.05383495265274651,0.13790346768487813,0.4991923035566448,7292,Aversion,Neutral,751,2500,743,0.2972,29.72,0.33681017902056515,33.68101790205652,0.2857142857142857
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),High,0.05383495265274651,0.13790346768487813,0.4991923035566448,7292,Aversion,Appreciation,751,2500,23,0.0092,0.92,0.01237609113774227,1.2376091137742269,0.0
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),High,0.05383495265274651,0.13790346768487813,0.4991923035566448,7292,Neutral,Aversion,866,3580,944,0.2636871508379888,26.368715083798882,0.2944458191282671,29.444581912826713,0.25
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),High,0.05383495265274651,0.13790346768487813,0.4991923035566448,7292,Neutral,Neutral,866,3580,2392,0.6681564245810055,66.81564245810056,0.6387088053081125,63.87088053081125,0.6666666666666666
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),High,0.05383495265274651,0.13790346768487813,0.4991923035566448,7292,Neutral,Appreciation,866,3580,244,0.06815642458100558,6.815642458100559,0.06684537556362037,6.684537556362037,0.0
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),High,0.05383495265274651,0.13790346768487813,0.4991923035566448,7292,Appreciation,Aversion,501,1212,2,0.0016501650165016502,0.16501650165016502,0.00166333998669328,0.166333998669328,0.0
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),High,0.05383495265274651,0.13790346768487813,0.4991923035566448,7292,Appreciation,Neutral,501,1212,153,0.12623762376237624,12.623762376237623,0.16284098469727212,16.284098469727212,0.0
team_t_minus_1_vs_team_t,Team (t-1) vs. Team (t),High,0.05383495265274651,0.13790346768487813,0.4991923035566448,7292,Appreciation,Appreciation,501,1212,1057,0.8721122112211221,87.2112211221122,0.8354956753160345,83.54956753160346,1.0
team_vs_peer_average,Team vs. Peer Average,Low,-0.3457964980698282,-0.1242726340432619,-0.05613121013021505,7292,Aversion,Aversion,701,2667,1799,0.6745406824146981,67.45406824146981,0.6096232345875713,60.962323458757126,0.6666666666666666
team_vs_peer_average,Team vs. Peer Average,Low,-0.3457964980698282,-0.1242726340432619,-0.05613121013021505,7292,Aversion,Neutral,701,2667,833,0.3123359580052493,31.233595800524935,0.3756806396963316,37.56806396963316,0.3333333333333333
team_vs_peer_average,Team vs. Peer Average,Low,-0.3457964980698282,-0.1242726340432619,-0.05613121013021505,7292,Aversion,Appreciation,701,2667,35,0.013123359580052493,1.3123359580052494,0.014696125716097186,1.4696125716097186,0.0
team_vs_peer_average,Team vs. Peer Average,Low,-0.3457964980698282,-0.1242726340432619,-0.05613121013021505,7292,Neutral,Aversion,818,3496,917,0.26229977116704806,26.229977116704806,0.2928195955090821,29.28195955090821,0.25
team_vs_peer_average,Team vs. Peer Average,Low,-0.3457964980698282,-0.1242726340432619,-0.05613121013021505,7292,Neutral,Neutral,818,3496,2367,0.6770594965675057,67.70594965675058,0.639961987211376,63.996198721137596,0.6666666666666666
team_vs_peer_average,Team vs. Peer Average,Low,-0.3457964980698282,-0.1242726340432619,-0.05613121013021505,7292,Neutral,Appreciation,818,3496,212,0.06064073226544622,6.064073226544623,0.06721841727954198,6.721841727954198,0.0
team_vs_peer_average,Team vs. Peer Average,Low,-0.3457964980698282,-0.1242726340432619,-0.05613121013021505,7292,Appreciation,Aversion,403,1129,4,0.00354295837023915,0.354295837023915,0.0024223088739217767,0.24223088739217769,0.0
team_vs_peer_average,Team vs. Peer Average,Low,-0.3457964980698282,-0.1242726340432619,-0.05613121013021505,7292,Appreciation,Neutral,403,1129,136,0.1204605845881311,12.046058458813109,0.17100417503643311,17.10041750364331,0.0
team_vs_peer_average,Team vs. Peer Average,Low,-0.3457964980698282,-0.1242726340432619,-0.05613121013021505,7292,Appreciation,Appreciation,403,1129,989,0.8759964570416298,87.59964570416298,0.8265735160896451,82.65735160896452,1.0
team_vs_peer_average,Team vs. Peer Average,Medium,-0.05611326158614099,-0.0029121633721122787,0.05083628072002078,7291,Aversion,Aversion,731,2437,1666,0.6836274107509233,68.36274107509233,0.6314234291320475,63.14234291320475,0.6666666666666666
team_vs_peer_average,Team vs. Peer Average,Medium,-0.05611326158614099,-0.0029121633721122787,0.05083628072002078,7291,Aversion,Neutral,731,2437,742,0.30447271235125156,30.447271235125154,0.3576218013632514,35.76218013632514,0.3333333333333333
team_vs_peer_average,Team vs. Peer Average,Medium,-0.05611326158614099,-0.0029121633721122787,0.05083628072002078,7291,Aversion,Appreciation,731,2437,29,0.011899876897825195,1.1899876897825195,0.010954769504701107,1.0954769504701107,0.0
team_vs_peer_average,Team vs. Peer Average,Medium,-0.05611326158614099,-0.0029121633721122787,0.05083628072002078,7291,Neutral,Aversion,863,3746,942,0.2514682327816337,25.146823278163374,0.2923359568203137,29.23359568203137,0.25
team_vs_peer_average,Team vs. Peer Average,Medium,-0.05611326158614099,-0.0029121633721122787,0.05083628072002078,7291,Neutral,Neutral,863,3746,2575,0.6873998932194341,68.73998932194341,0.6461454471883209,64.6145447188321,0.6666666666666666
team_vs_peer_average,Team vs. Peer Average,Medium,-0.05611326158614099,-0.0029121633721122787,0.05083628072002078,7291,Neutral,Appreciation,863,3746,229,0.0611318739989322,6.11318739989322,0.061518595991365395,6.1518595991365395,0.0
team_vs_peer_average,Team vs. Peer Average,Medium,-0.05611326158614099,-0.0029121633721122787,0.05083628072002078,7291,Appreciation,Aversion,465,1108,1,0.0009025270758122744,0.09025270758122744,0.002150537634408602,0.21505376344086022,0.0
team_vs_peer_average,Team vs. Peer Average,Medium,-0.05611326158614099,-0.0029121633721122787,0.05083628072002078,7291,Appreciation,Neutral,465,1108,141,0.1272563176895307,12.725631768953068,0.16579109062980027,16.579109062980027,0.0
team_vs_peer_average,Team vs. Peer Average,Medium,-0.05611326158614099,-0.0029121633721122787,0.05083628072002078,7291,Appreciation,Appreciation,465,1108,966,0.871841155234657,87.1841155234657,0.8320583717357911,83.20583717357911,1.0
team_vs_peer_average,Team vs. Peer Average,High,0.05087271219902323,0.1271843980512255,0.4013746405700627,7292,Aversion,Aversion,676,2369,1663,0.7019839594765724,70.19839594765723,0.6408883358587499,64.088833585875,0.6666666666666666
team_vs_peer_average,Team vs. Peer Average,High,0.05087271219902323,0.1271843980512255,0.4013746405700627,7292,Aversion,Neutral,676,2369,676,0.28535246939636977,28.535246939636977,0.3410407927049939,34.10407927049939,0.2857142857142857
team_vs_peer_average,Team vs. Peer Average,High,0.05087271219902323,0.1271843980512255,0.4013746405700627,7292,Aversion,Appreciation,676,2369,30,0.01266357112705783,1.266357112705783,0.01807087143625605,1.807087143625605,0.0
team_vs_peer_average,Team vs. Peer Average,High,0.05087271219902323,0.1271843980512255,0.4013746405700627,7292,Neutral,Aversion,806,3614,800,0.22136137244050913,22.136137244050914,0.2728426384753928,27.28426384753928,0.2
team_vs_peer_average,Team vs. Peer Average,High,0.05087271219902323,0.1271843980512255,0.4013746405700627,7292,Neutral,Neutral,806,3614,2557,0.7075262866629773,70.75262866629772,0.6473840021296597,64.73840021296597,0.7142857142857143
team_vs_peer_average,Team vs. Peer Average,High,0.05087271219902323,0.1271843980512255,0.4013746405700627,7292,Neutral,Appreciation,806,3614,257,0.07111234089651355,7.111234089651356,0.07977335939494748,7.977335939494748,0.0
team_vs_peer_average,Team vs. Peer Average,High,0.05087271219902323,0.1271843980512255,0.4013746405700627,7292,Appreciation,Aversion,451,1309,2,0.0015278838808250573,0.15278838808250572,0.001293422025129342,0.1293422025129342,0.0
team_vs_peer_average,Team vs. Peer Average,High,0.05087271219902323,0.1271843980512255,0.4013746405700627,7292,Appreciation,Neutral,451,1309,155,0.11841100076394194,11.841100076394195,0.16527909759617077,16.527909759617078,0.0
team_vs_peer_average,Team vs. Peer Average,High,0.05087271219902323,0.1271843980512255,0.4013746405700627,7292,Appreciation,Appreciation,451,1309,1152,0.880061115355233,88.0061115355233,0.8334274803786998,83.34274803786998,1.0
target_attainment,Target Attainment,Low,0.0,0.0,0.0,20162,Aversion,Aversion,822,6935,4756,0.6857966834895458,68.57966834895458,0.6017746331713812,60.17746331713813,0.6666666666666666
target_attainment,Target Attainment,Low,0.0,0.0,0.0,20162,Aversion,Neutral,822,6935,2094,0.30194664744051913,30.19466474405191,0.3834609130579843,38.34609130579843,0.3333333333333333
target_attainment,Target Attainment,Low,0.0,0.0,0.0,20162,Aversion,Appreciation,822,6935,85,0.012256669069935111,1.225666906993511,0.014764453770634421,1.476445377063442,0.0
target_attainment,Target Attainment,Low,0.0,0.0,0.0,20162,Neutral,Aversion,875,10069,2488,0.24709504419505413,24.709504419505414,0.28206301873296086,28.206301873296084,0.25
target_attainment,Target Attainment,Low,0.0,0.0,0.0,20162,Neutral,Neutral,875,10069,6946,0.6898401032873175,68.98401032873176,0.6517082624945345,65.17082624945346,0.6666666666666666
target_attainment,Target Attainment,Low,0.0,0.0,0.0,20162,Neutral,Appreciation,875,10069,635,0.06306485251762836,6.306485251762837,0.0662287187725047,6.62287187725047,0.06666666666666667
target_attainment,Target Attainment,Low,0.0,0.0,0.0,20162,Appreciation,Aversion,587,3158,6,0.0018999366687777073,0.18999366687777075,0.0031157891890430224,0.3115789189043022,0.0
target_attainment,Target Attainment,Low,0.0,0.0,0.0,20162,Appreciation,Neutral,587,3158,389,0.12317922735908803,12.317922735908803,0.20692205768866756,20.692205768866756,0.125
target_attainment,Target Attainment,Low,0.0,0.0,0.0,20162,Appreciation,Appreciation,587,3158,2763,0.8749208359721342,87.49208359721342,0.7899621531222893,78.99621531222894,0.875
target_attainment,Target Attainment,High,1.0,1.0,1.0,1713,Aversion,Aversion,302,538,372,0.6914498141263941,69.14498141263941,0.6732261116367076,67.32261116367077,1.0
target_attainment,Target Attainment,High,1.0,1.0,1.0,1713,Aversion,Neutral,302,538,157,0.29182156133828996,29.182156133828997,0.3020182907600126,30.201829076001257,0.0
target_attainment,Target Attainment,High,1.0,1.0,1.0,1713,Aversion,Appreciation,302,538,9,0.016728624535315983,1.6728624535315986,0.024755597603279722,2.475559760327972,0.0
target_attainment,Target Attainment,High,1.0,1.0,1.0,1713,Neutral,Aversion,408,787,171,0.21728081321473952,21.72808132147395,0.25247724089635853,25.247724089635852,0.0
target_attainment,Target Attainment,High,1.0,1.0,1.0,1713,Neutral,Neutral,408,787,553,0.7026683608640406,70.26683608640407,0.6632907329598505,66.32907329598505,1.0
target_attainment,Target Attainment,High,1.0,1.0,1.0,1713,Neutral,Appreciation,408,787,63,0.08005082592121983,8.005082592121981,0.08423202614379086,8.423202614379086,0.0
target_attainment,Target Attainment,High,1.0,1.0,1.0,1713,Appreciation,Aversion,223,388,1,0.002577319587628866,0.25773195876288657,0.004484304932735426,0.4484304932735426,0.0
target_attainment,Target Attainment,High,1.0,1.0,1.0,1713,Appreciation,Neutral,223,388,43,0.11082474226804123,11.082474226804123,0.11666666666666667,11.666666666666666,0.0
target_attainment,Target Attainment,High,1.0,1.0,1.0,1713,Appreciation,Appreciation,223,388,344,0.8865979381443299,88.65979381443299,0.878849028400598,87.8849028400598,1.0
