manager_id,period_id,most_likely_state,state_label,state_order,gamma_state_1,gamma_state_2,gamma_state_3
M0003,3,1,Neutral,1,0.6793823027565031,0.3206176904989678,6.744529636011787e-09
M0003,4,2,Aversion,0,0.013016376709773224,0.9869836211965878,2.0936395514867683e-09
M0003,5,2,Aversion,0,0.18990421054487341,0.8100949999379219,7.895172048458015e-07
M0003,6,2,Aversion,0,0.03676443751927282,0.9632355430416906,1.9439036055887672e-08
M0003,7,2,Aversion,0,0.003764502333381711,0.9962337095272985,1.7881393204408728e-06
M0003,8,2,Aversion,0,0.0016784890773656354,0.9983074241894488,1.4086733184870325e-05
M0003,9,1,Neutral,1,0.7986143218664417,0.20138567749677758,6.367800259467767e-10
M0003,10,2,Aversion,0,1.4658751733631858e-05,0.9999847204259004,6.208223654888133e-07
M0003,11,1,Neutral,1,0.9999698990525646,7.610445698038583e-15,3.010094742730505e-05
M0003,12,2,Aversion,0,0.29764252447452394,0.7022961425833042,6.133294217150828e-05
M0003,13,2,Aversion,0,0.011238416567940257,0.9887615801105964,3.3214624754502516e-09
M0003,14,2,Aversion,0,0.01081090769048819,0.9891889859135841,1.0639592760100952e-07
M0003,15,2,Aversion,0,0.05350202332721831,0.9464967048193661,1.2718534157318057e-06
M0003,16,1,Neutral,1,0.9981555260662313,0.0018444739182070882,1.5561573329367215e-11
M0003,17,2,Aversion,0,0.005721325213647614,0.9942786747863522,7.10921986674542e-19
M0003,18,1,Neutral,1,0.9999737454722609,1.4982773984545747e-17,2.625452773834131e-05
M0003,19,2,Aversion,0,0.0013861325675137677,0.9986138674311243,1.3621326865659256e-12
M0003,20,2,Aversion,0,0.006276376747315941,0.9937219950214161,1.6282312673795213e-06
M0003,21,1,Neutral,1,0.9999816572467535,1.3603004927636872e-17,1.8342753246349322e-05
M0003,22,2,Aversion,0,0.04483922091258474,0.9551282181498706,3.2560937544347075e-05
M0003,23,2,Aversion,0,4.722816410470356e-05,0.9999527701176327,1.718263103895972e-09
M0003,24,2,Aversion,0,0.03140504688973672,0.9685843027263591,1.0650383904228658e-05
M0003,25,2,Aversion,0,0.006671662547836101,0.9933283374492022,2.962520300956624e-12
M0003,26,2,Aversion,0,0.12736698469385146,0.8726330152656802,4.046863941888126e-11
M0004,1,1,Neutral,1,0.9999968889276843,3.0413035287681302e-06,6.976878700528815e-08
M0004,2,1,Neutral,1,0.9999985110017368,2.143685244896572e-18,1.4889982633008102e-06
M0004,3,1,Neutral,1,0.9965790617334227,0.003420938058631418,2.079460732194033e-10
M0004,4,1,Neutral,1,0.9999992182827877,2.558644120689814e-11,7.81691625994852e-07
M0004,5,1,Neutral,1,0.9071224357813094,0.09287748602397812,7.819471267558402e-08
M0004,6,1,Neutral,1,0.6199634781946691,0.38003650438658315,1.741874782548809e-08
M0004,7,1,Neutral,1,0.9999890735403782,8.756542376558783e-06,2.169917245152332e-06
M0004,8,1,Neutral,1,0.9999998768321956,1.0916147044203487e-18,1.2316780433230067e-07
M0004,9,2,Aversion,0,0.22635979740203782,0.7736353616268021,4.84097116012236e-06
M0004,10,2,Aversion,0,0.12185156724163532,0.8781484326057478,1.5261674009877143e-10
M0004,11,1,Neutral,1,0.9989507829892684,0.0010492169749876045,3.5744060407199336e-11
M0004,12,2,Aversion,0,0.06173593637085731,0.9382640634131868,2.159557172863967e-10
M0004,13,2,Aversion,0,0.004146438789833892,0.995853561210166,3.913089423144439e-17
M0004,14,2,Aversion,0,0.005967020751576438,0.9940329774923198,1.7561038817181415e-09
M0004,15,2,Aversion,0,0.051327946067860834,0.9486720539315588,5.802970867622271e-13
M0004,16,2,Aversion,0,0.03305411238583568,0.9669454405418736,4.470722905352461e-07
M0004,17,2,Aversion,0,0.10477727637266873,0.8952227236001213,2.721008319082446e-11
M0004,18,2,Aversion,0,0.0010481413947214734,0.9989518586052786,1.4792951709238143e-16
M0004,19,2,Aversion,0,0.005593884792657339,0.9944061152073331,9.339162398916405e-15
M0004,20,2,Aversion,0,0.020057972570787612,0.9799420274281809,1.0314235248281028e-12
M0004,21,2,Aversion,0,0.0121082966232271,0.9878916889124412,1.4464331578511389e-08
M0004,22,2,Aversion,0,0.0008279490920912747,0.9991720073358737,4.357203494440069e-08
M0004,23,2,Aversion,0,0.04320958718459767,0.9567904128153165,8.579314375762319e-14
M0004,24,2,Aversion,0,2.2245657187277028e-05,0.9999777395050073,1.4837805151953237e-08
M0004,25,2,Aversion,0,0.015117679388694735,0.9848776558813911,4.664729914141871e-06
M0004,26,2,Aversion,0,0.0016935890209564721,0.9983064109763007,2.742739453414017e-12
M0005,1,1,Neutral,1,0.9999999899811662,6.78094692905304e-33,1.0018833007350256e-08
M0005,2,1,Neutral,1,0.9999999986737365,2.74763345932318e-16,1.3262632354812811e-09
M0005,3,1,Neutral,1,0.9999995952715894,2.2573253511032515e-15,4.0472840804323647e-07
M0005,4,1,Neutral,1,0.9999999249105179,7.444284672624749e-08,6.466345310245022e-10
M0005,5,1,Neutral,1,0.9737457768776608,0.026254140135541594,8.29867984011503e-08
M0005,6,1,Neutral,1,0.9999999999715712,7.79186851316774e-12,2.0636577960270966e-11
M0005,7,2,Aversion,0,0.2998154790984613,0.7001836603526039,8.605489351327451e-07
M0005,8,1,Neutral,1,0.9999506435888094,4.935629330873016e-05,1.1788237114158824e-10
M0005,9,2,Aversion,0,0.013051043240408663,0.986948956751358,8.234818352237874e-12
M0005,10,1,Neutral,1,0.9999994726129918,5.18386168227196e-07,9.000840520410006e-09
M0005,11,2,Aversion,0,0.06928613825076303,0.9307138592689975,2.4802396958627094e-09
M0005,12,2,Aversion,0,0.014367156544229383,0.9856328434557711,5.182717120467446e-16
M0005,13,1,Neutral,1,0.9998212613474762,1.5294272609410726e-77,0.0001787386525250666
M0005,14,1,Neutral,1,0.9986485427956078,3.295446865391959e-76,0.0013514572043929586
M0005,15,1,Neutral,1,0.9999878659101065,3.3236983145582485e-40,1.2134089894078466e-05
M0005,16,1,Neutral,1,0.7989306727396561,3.8836489092875316e-57,0.20106932726034527
M0005,17,3,Appreciation,2,0.0035002257365606268,1.953083408283142e-130,0.99649977426344
M0005,18,3,Appreciation,2,0.0011115363433202312,1.8858364764462972e-120,0.9988884636566783
M0005,19,3,Appreciation,2,0.002247040971868167,3.7415523863868557e-84,0.9977529590281328
M0005,20,3,Appreciation,2,2.2075806713596296e-08,8.398529743663038e-197,0.9999999779241941
M0005,21,3,Appreciation,2,0.0014391238114352498,1.2913186166680148e-78,0.9985608761885654
M0005,22,3,Appreciation,2,0.001445227556913228,7.6162352507653e-61,0.9985547724430874
M0005,23,3,Appreciation,2,6.204145362006549e-08,1.2406226028395461e-226,0.9999999379585472
M0005,24,3,Appreciation,2,2.324968942635545e-05,9.724953217041327e-218,0.999976750310575
M0005,25,1,Neutral,1,0.999221507841989,5.013749330775112e-20,0.000778492158011722
M0005,26,2,Aversion,0,0.026405983948116312,0.9735940160518839,4.918934005987805e-16
M0006,1,1,Neutral,1,0.9999997765072807,2.860168080114692e-40,2.2349271988995027e-07
M0006,2,1,Neutral,1,0.9999946907509742,3.5069943689394084e-22,5.309249025844327e-06
M0006,3,1,Neutral,1,0.9999898898036726,1.9670137253982654e-27,1.0110196327289471e-05
M0006,4,2,Aversion,0,0.2295850163242144,0.7704149758329989,7.842786202115917e-09
M0006,5,2,Aversion,0,0.012911131722251836,0.9870888682591741,1.8574823645892465e-11
M0006,6,2,Aversion,0,0.0654699418600915,0.934523492551075,6.565588833378802e-06
M0006,7,2,Aversion,0,0.03452586085436858,0.9654741379943225,1.1513096876060943e-09
M0006,8,2,Aversion,0,0.06170831023269817,0.9382904227745048,1.2669927977215166e-06
M0006,9,1,Neutral,1,0.9885401544186735,0.011459845535420484,4.590573223244585e-11
M0006,10,1,Neutral,1,0.610904456894548,0.3890955431051004,3.507732547643688e-13
M0006,11,1,Neutral,1,0.999939789538024,3.324161246253593e-05,2.6968849512993455e-05
M0006,12,1,Neutral,1,0.9572892702817503,0.042710729453084746,2.651656082052617e-10
M0006,13,1,Neutral,1,0.9999998400365339,5.1070707819418935e-40,1.5996346580058715e-07
M0006,14,1,Neutral,1,0.9999947669554088,2.352169013613369e-49,5.233044591854647e-06
M0006,15,1,Neutral,1,0.9886927498017989,7.417600524762517e-85,0.011307250198200332
M0006,16,1,Neutral,1,0.999577168857374,5.95450952905108e-10,0.00042283054717546256
M0006,17,3,Appreciation,2,0.09541141567316565,2.531657106785517e-102,0.9045885843268338
M0006,18,3,Appreciation,2,0.00315331667630323,2.4320585746037754e-145,0.9968466833236961
M0006,19,3,Appreciation,2,6.590843104311381e-06,2.739442222244684e-72,0.9999934091568952
M0006,20,3,Appreciation,2,4.0339732519034065e-05,5.7326329799908134e-133,0.9999596602674818
M0006,21,3,Appreciation,2,3.6394292513109506e-07,4.95876725758023e-180,0.999999636057075
M0006,22,3,Appreciation,2,1.2757283022334152e-05,5.676146956242263e-178,0.9999872427169779
M0006,23,3,Appreciation,2,0.0017126635576720252,2.195754545362204e-57,0.9982873364423271
M0006,24,3,Appreciation,2,4.783364233402911e-06,1.3764892818087942e-111,0.9999952166357661
M0006,25,3,Appreciation,2,5.952841388284401e-06,1.5031363462935529e-99,0.9999940471586113
M0006,26,3,Appreciation,2,0.0001963662827926599,7.95207222205289e-208,0.9998036337172076
M0007,1,1,Neutral,1,0.9999999993603623,6.814167212620576e-167,6.396381656385785e-10
M0007,2,1,Neutral,1,0.9999995890754141,2.0877660995164247e-34,4.1092458608457046e-07
M0007,3,1,Neutral,1,0.9999999940202642,4.0314787694578357e-17,5.9797368780618625e-09
M0007,4,2,Aversion,0,0.10175896591769389,0.8982351282846568,5.905797650699582e-06
M0007,5,1,Neutral,1,0.9998238679544972,0.00017613182767077404,2.1783308627267034e-10
M0007,6,1,Neutral,1,0.9974703814825602,0.002529618517213677,2.277579482752387e-13
M0007,7,1,Neutral,1,0.9999996817993031,1.621057485812707e-12,3.1819907671926916e-07
M0007,8,1,Neutral,1,0.9999826089023344,7.8921336337617e-94,1.7391097663927435e-05
M0007,9,1,Neutral,1,0.9993676274505094,2.8812386137064257e-65,0.0006323725494900767
M0007,10,1,Neutral,1,0.9967408341257054,9.820809270596743e-126,0.003259165874294835
M0007,11,1,Neutral,1,0.9999114393096161,8.709377968549476e-48,8.856069038277943e-05
M0007,12,1,Neutral,1,0.999988971643533,1.6361153751791716e-189,1.1028356468696737e-05
M0007,13,1,Neutral,1,0.9999904764736791,2.65683912489731e-25,9.523526319838778e-06
M0007,14,2,Aversion,0,0.009654005732071548,0.9903459942679035,2.6373222757841862e-14
M0007,15,2,Aversion,0,0.03715878778007714,0.9628412122188833,1.039218825799388e-12
M0007,16,2,Aversion,0,0.009731542533923587,0.990268457466067,7.994266061522263e-15
M0007,17,1,Neutral,1,0.9999736599043184,4.209223966367822e-37,2.6340095680313944e-05
M0007,18,1,Neutral,1,0.988458877652137,1.1722243300715111e-17,0.011541122347863132
M0007,19,3,Appreciation,2,0.007679835850568741,1.4323594042966607e-54,0.9923201641494328
M0007,20,3,Appreciation,2,0.00019118787418628244,6.516969461825456e-195,0.9998088121258153
M0007,21,3,Appreciation,2,0.01263494499183619,8.107726199607025e-33,0.987365055008163
M0007,22,1,Neutral,1,0.9514064010967794,2.7705362735767123e-24,0.0485935989032215
M0007,23,1,Neutral,1,0.9998567696003913,1.8540024520284988e-14,0.00014323039959010932
M0007,24,1,Neutral,1,0.9999953939178919,1.220742552067592e-16,4.606082108487114e-06
M0007,25,1,Neutral,1,0.9915832014069984,1.7428911594821985e-11,0.00841679857557432
M0007,26,3,Appreciation,2,0.3276447002161489,2.1374227432205766e-26,0.6723552997838507
M0008,1,1,Neutral,1,0.9999999997613678,2.6458679797971454e-30,2.386336196483053e-10
M0008,2,1,Neutral,1,0.9999999320804301,9.324538255086467e-14,6.79194773876141e-08
M0008,3,1,Neutral,1,0.6175551755420188,0.3824376297253442,7.194732637796823e-06
M0008,4,1,Neutral,1,0.9999998695426143,5.894041512169398e-23,1.304573852264079e-07
M0008,5,2,Aversion,0,0.08365398319859248,0.916346011363176,5.4382320612523355e-09
M0008,6,1,Neutral,1,0.9999971368205456,2.8078338378305553e-48,2.8631794543769747e-06
M0008,7,1,Neutral,1,0.9999999997409503,1.406951243901826e-63,2.590480412810439e-10
M0008,8,1,Neutral,1,0.9999982572749226,7.414235846542637e-98,1.7427250776696751e-06
M0008,9,1,Neutral,1,0.9999918490244661,1.0183055737173304e-74,8.150975532603987e-06
M0008,10,1,Neutral,1,0.9999175526994355,1.7559990129913588e-36,8.244730056541752e-05
M0008,11,1,Neutral,1,0.999606581640697,3.570439557313538e-19,0.00039341835930358665
M0008,12,1,Neutral,1,0.9940499416774079,2.001316650368381e-37,0.005950058322590558
M0008,13,1,Neutral,1,0.9923028247391148,4.798302009826263e-59,0.00769717526088516
M0008,14,1,Neutral,1,0.940918767398143,4.3793628500709175e-73,0.059081232601858054
M0008,15,3,Appreciation,2,0.026856403972748202,1.6755322844792532e-147,0.973143596027252
M0008,16,3,Appreciation,2,4.095209926611515e-05,5.233222975568397e-164,0.9999590479007334
M0008,17,3,Appreciation,2,1.2971232187826224e-06,2.1466011667902214e-209,0.9999987028767797
M0008,18,3,Appreciation,2,0.003180981879622367,1.2989926484955231e-79,0.9968190181203791
M0008,19,3,Appreciation,2,4.243060893702858e-05,2.4465785196086006e-134,0.9999575693910637
M0008,20,3,Appreciation,2,0.016608469376014345,1.5620868512280773e-116,0.9833915306239871
M0008,21,1,Neutral,1,0.830364698667706,2.6132365291300997e-59,0.16963530133229307
M0008,22,3,Appreciation,2,0.014485114453839218,2.260216780856066e-153,0.9855148855461607
M0008,23,1,Neutral,1,0.5036454286369138,9.600250986241561e-75,0.49635457136308525
M0008,24,1,Neutral,1,0.7107127393539803,5.459047911087989e-78,0.28928726064601884
M0008,25,2,Aversion,0,0.2667300205109253,0.7332699698890377,9.600037375602452e-09
M0008,26,1,Neutral,1,0.9993573415928209,6.521752852532148e-20,0.0006426584071795178
M0009,1,1,Neutral,1,0.9999999846973645,1.837959744454554e-22,1.5302635284135585e-08
M0009,2,1,Neutral,1,0.9999940106064134,2.4277207387085283e-19,5.989393586464293e-06
M0009,3,2,Aversion,0,0.43522259097470967,0.5647773993527926,9.672498675763913e-09
M0009,4,2,Aversion,0,0.004544706867962518,0.995450127769633,5.165362403216792e-06
M0009,5,1,Neutral,1,0.9999999651510342,9.439372543591593e-09,2.5409594279533148e-08
M0009,6,2,Aversion,0,0.0025024649454711977,0.997481613781643,1.592127288595088e-05
M0009,7,1,Neutral,1,0.9999991790232089,8.209761216300166e-07,6.694961973464843e-13
M0009,8,1,Neutral,1,0.9998814933212221,0.0001184313471593168,7.533161771359048e-08
M0009,9,2,Aversion,0,0.24156099632146935,0.758439003631192,4.733787994952932e-11
M0009,10,1,Neutral,1,0.9999874740749196,1.0788378153640696e-33,1.2525925079538923e-05
M0009,11,1,Neutral,1,0.9964471766094027,1.5444506242586403e-89,0.0035528233905955543
M0009,12,1,Neutral,1,0.9996527003805888,7.734385453597661e-57,0.0003472996194127612
M0009,13,1,Neutral,1,0.9993626827141766,8.293643099735394e-40,0.000637317285823523
M0009,14,1,Neutral,1,0.999989101359631,9.05728833565961e-12,1.0898631310263412e-05
M0009,15,1,Neutral,1,0.8553319740408429,2.2694381048253493e-70,0.1446680259591563
M0009,16,3,Appreciation,2,0.16473250140671766,7.37307758257386e-103,0.8352674985932808
M0009,17,3,Appreciation,2,0.1328702630963761,7.529702332787905e-132,0.8671297369036227
M0009,18,1,Neutral,1,0.999993987259288,1.8899627817811923e-47,6.012740713757235e-06
M0009,19,1,Neutral,1,0.9999230601378685,8.34856153896718e-34,7.693986213307714e-05
M0009,20,1,Neutral,1,0.9999096497729537,1.6501944120129997e-09,9.034857685164662e-05
M0009,21,1,Neutral,1,0.6182374345140178,0.38024123456664616,0.0015213309193342869
M0009,22,3,Appreciation,2,0.0010707063284421795,2.007623228327618e-82,0.9989292936715564
M0009,23,3,Appreciation,2,3.1095081851387013e-07,7.32706392046804e-131,0.9999996890491815
M0009,24,3,Appreciation,2,1.4006695287045423e-05,1.7859278590875215e-90,0.9999859933047126
M0009,25,3,Appreciation,2,6.881069353911772e-05,4.450372655794032e-106,0.9999311893064626
M0009,26,1,Neutral,1,0.9937894287436799,6.54607003253111e-30,0.006210571256320917
M0010,1,1,Neutral,1,0.9999999121588828,8.782721837458793e-08,1.389871586706918e-11
M0010,2,2,Aversion,0,0.16654225051328478,0.8334576961858515,5.3300863314993634e-08
M0010,3,1,Neutral,1,0.7508343696990982,0.2491653744132862,2.558876151855128e-07
M0010,4,2,Aversion,0,0.03756275267905569,0.9624372448299632,2.4909808968196153e-09
M0010,5,2,Aversion,0,0.08357364641674868,0.9164263532248741,3.583769057082587e-10
M0010,6,2,Aversion,0,0.0242002440070424,0.9757993697058448,3.862871127861216e-07
M0010,7,1,Neutral,1,0.999688668110328,9.725280794342625e-44,0.0003113318896720089
M0010,8,1,Neutral,1,0.9999999923386014,4.714378902987361e-09,2.9470200589969086e-09
M0010,9,1,Neutral,1,0.9999476591069413,3.250837818930622e-179,5.2340893059095307e-05
M0010,10,1,Neutral,1,0.9999462924469915,1.1854805743157225e-65,5.370755300858794e-05
M0010,11,1,Neutral,1,0.9999835100970362,6.742703481257655e-24,1.6489902963568646e-05
M0010,12,1,Neutral,1,0.9983103165029811,3.887723955932107e-20,0.0016896834970186385
M0010,13,1,Neutral,1,0.9998623987689984,4.100819001605262e-28,0.00013760123100167685
M0010,14,1,Neutral,1,0.9999999999747189,2.8745087657798908e-58,2.5280880238986134e-11
M0010,15,1,Neutral,1,0.9999483684578558,1.2360854279538798e-14,5.163154213225367e-05
M0010,16,2,Aversion,0,0.010996207795482509,0.9890037921879671,1.6549931526228747e-11
M0010,17,1,Neutral,1,0.9667819665099215,0.03321803348984858,2.2968103233783437e-13
M0010,18,2,Aversion,0,0.019336831966101527,0.98066261673278,5.51301118079285e-07
M0010,19,2,Aversion,0,0.17825347314273476,0.821746526857081,1.8383675072329134e-13
M0010,20,1,Neutral,1,0.6378311011954101,0.36216767757086293,1.2212337271497655e-06
M0010,21,2,Aversion,0,0.07535629136748548,0.924637674238091,6.034394423113719e-06
M0010,22,2,Aversion,0,2.8610711455028255e-05,0.9999704714359146,9.178526300756218e-07
M0010,23,2,Aversion,0,0.039362843600253786,0.9606370665215649,8.987818106064764e-08
M0010,24,2,Aversion,0,0.02850719580102998,0.9714925267686532,2.7743031652366266e-07
M0010,25,1,Neutral,1,0.9999976358244296,2.149902241593284e-06,2.1427332906701363e-07
M0010,26,2,Aversion,0,0.0002320240600347665,0.9993391591035719,0.0004288168363930823
M0011,1,1,Neutral,1,0.9999999972120843,4.729355063295972e-38,2.7879150569848038e-09
M0011,2,1,Neutral,1,0.9999999205892371,2.3389986816651434e-21,7.941076267632353e-08
M0011,3,1,Neutral,1,0.9999999434443774,1.2113718696996961e-30,5.655562291872484e-08
M0011,4,1,Neutral,1,0.9999996734363581,3.853299274581889e-46,3.2656364152120855e-07
M0011,5,1,Neutral,1,0.9253174924223829,0.07468249845038556,9.127231377541873e-09
M0011,6,1,Neutral,1,0.9999999692009909,1.587415243201509e-30,3.079900917744088e-08
M0011,7,1,Neutral,1,0.999999994786366,5.159336825259488e-09,5.4297891038408064e-11
M0011,8,1,Neutral,1,0.9999162525195802,5.2413593229898494e-06,7.850612109647188e-05
M0011,9,1,Neutral,1,0.5752358201528602,6.229050052508573e-92,0.4247641798471396
M0011,10,1,Neutral,1,0.5988358630618109,6.640290814385887e-225,0.4011641369381891
M0011,11,1,Neutral,1,0.6144913800703765,7.6716439068647e-92,0.3855086199296233
M0011,12,1,Neutral,1,0.9998689886193286,4.045328761558344e-28,0.00013101138067129301
M0011,13,1,Neutral,1,0.9999980507539101,8.31704167913281e-20,1.949246089212539e-06
M0011,14,1,Neutral,1,0.9999593063121095,1.6327300953934793e-34,4.069368789057828e-05
M0011,15,2,Aversion,0,0.02923465802016594,0.9707653419798159,1.7935430731322053e-14
M0011,16,2,Aversion,0,0.002516012325000534,0.9974839845220953,3.1529041378787362e-09
M0011,17,2,Aversion,0,0.03992994307115946,0.9600700510483997,5.8804402171928515e-09
M0011,18,2,Aversion,0,0.056347518270376325,0.9436524817097275,1.9896867938395706e-11
M0011,19,2,Aversion,0,0.0006134016117186657,0.9993865983882821,2.504345989315765e-20
M0011,20,1,Neutral,1,0.9999709881510688,4.582444479027843e-75,2.9011848930889907e-05
M0011,21,2,Aversion,0,0.004197032662751836,0.9958029673372485,2.052224807011893e-19
M0011,22,2,Aversion,0,0.07055860348439147,0.9294412256140601,1.7090154835932406e-07
M0011,23,1,Neutral,1,0.9997915957784239,5.968252147241586e-08,0.00020834453905408846
M0011,24,1,Neutral,1,0.9852137116685582,2.055336144632305e-11,0.014786288310889188
M0011,25,3,Appreciation,2,0.0006953150448805465,1.5984748976668649e-227,0.999304684955119
M0011,26,1,Neutral,1,0.9993976990808293,0.000284866389093828,0.00031743453007660507
M0012,1,1,Neutral,1,0.9999998259043174,1.2710134497274703e-76,1.7409568228440443e-07
M0012,2,1,Neutral,1,0.9999996842195565,6.448792648205708e-25,3.1578044409952585e-07
M0012,3,1,Neutral,1,0.9999693610055712,3.2286499247778467e-51,3.063899442901702e-05
M0012,4,1,Neutral,1,0.9999992751726621,1.100974830016868e-44,7.248273376369416e-07
M0012,5,1,Neutral,1,0.9999999212453683,1.637435831082662e-50,7.87546311028292e-08
M0012,6,1,Neutral,1,0.9998146540556216,3.1182472291130232e-27,0.00018534594437799842
M0012,7,1,Neutral,1,0.9999919608860727,1.259121905351573e-41,8.039113927233977e-06
M0012,8,1,Neutral,1,0.9999991473799252,2.462436325854054e-12,8.526176114523564e-07
M0012,9,2,Aversion,0,0.011476740874331348,0.9884592614178249,6.399770784328895e-05
M0012,10,2,Aversion,0,0.3612884046346855,0.638711594624433,7.408822005050286e-10
M0012,11,2,Aversion,0,0.0007655738621729751,0.9992344261378259,5.8738348554668e-16
M0012,12,2,Aversion,0,0.013696921371061998,0.9863030783138528,3.150848264548146e-10
M0012,13,2,Aversion,0,0.13917515506643174,0.8608175546671989,7.290266368571671e-06
M0012,14,2,Aversion,0,0.33393825613454337,0.6660617122975936,3.156786273794869e-08
M0012,15,1,Neutral,1,0.9997187928532454,0.00028111138818853867,9.575856600434789e-08
M0012,16,1,Neutral,1,0.9957452332719086,6.206275580030778e-12,0.004254766721885584
M0012,17,1,Neutral,1,0.5696351638369271,0.4296831078768299,0.000681728286242923
M0012,18,2,Aversion,0,0.01784218895699464,0.9821578110429584,4.684113399368008e-14
M0012,19,2,Aversion,0,0.003103203473029372,0.9968967965260266,9.44587585309821e-13
