candidate,controls,section,variable,estimate,standard_error,z_stat,p_value,significance,state_idx,emission,control,from_state,to_state
k1__decision_latency,decision_latency,Transition beta,team_vs_peer_average,-1.889502568562012,1.545795795973716,-1.2223494031252624,0.2215755243075612,,,,,2.0,2.0
k1__decision_latency,decision_latency,Transition beta,target_attainment,-0.5543265899049438,2.3585981019928424,-0.2350237581538705,0.814190293277345,,,,,2.0,2.0
k1__task_complexity,task_complexity,Emission baseline mean,ai_authority_share,0.5157288901849123,0.2578094107937435,2.0004269378572586,0.0454541819995557,**,0.0,ai_authority_share,,,
k1__task_complexity,task_complexity,Emission baseline mean,escalation_share,0.3417124850196062,0.1709241856925262,1.9992049904178533,0.0455861788438722,**,0.0,escalation_share,,,
k1__task_complexity,task_complexity,Emission baseline mean,ai_authority_share,0.7912973400306897,0.1086519940888349,7.282860721209746,3.2684965844964614e-13,***,1.0,ai_authority_share,,,
k1__task_complexity,task_complexity,Emission baseline mean,escalation_share,0.3653808224495848,0.1694465684798457,2.1563188073238777,0.0310587796908619,**,1.0,escalation_share,,,
k1__task_complexity,task_complexity,Emission baseline mean,ai_authority_share,0.1745418733122884,0.222038526070934,0.7860882361312739,0.4318157956822865,,2.0,ai_authority_share,,,
k1__task_complexity,task_complexity,Emission baseline mean,escalation_share,0.3711849477066642,0.1929716776461443,1.9235203436812771,0.0544147340981955,*,2.0,escalation_share,,,
k1__task_complexity,task_complexity,Emission control effect,ai_authority_share|task_complexity,0.0129655674908837,0.1636013755610993,0.0792509686817489,0.9368330048968952,,0.0,ai_authority_share,task_complexity,,
k1__task_complexity,task_complexity,Emission control effect,escalation_share|task_complexity,0.029318841009907,0.1682657804413023,0.174241256499176,0.861675863417847,,0.0,escalation_share,task_complexity,,
k1__task_complexity,task_complexity,Emission control effect,ai_authority_share|task_complexity,-0.0064874389286609,0.1137340918807836,-0.0570404073341624,0.9545130071237664,,1.0,ai_authority_share,task_complexity,,
k1__task_complexity,task_complexity,Emission control effect,escalation_share|task_complexity,0.0211810838341882,0.1668855860009175,0.1269197918271491,0.8990038817085204,,1.0,escalation_share,task_complexity,,
k1__task_complexity,task_complexity,Emission control effect,ai_authority_share|task_complexity,0.006578594103771,0.1980537545725759,0.0332162049538949,0.9735021755685402,,2.0,ai_authority_share,task_complexity,,
k1__task_complexity,task_complexity,Emission control effect,escalation_share|task_complexity,0.0211797669172772,0.1558001101738242,0.1359419251606897,0.8918671916142811,,2.0,escalation_share,task_complexity,,
k1__task_complexity,task_complexity,Transition beta,team_t_minus_1_vs_team_t,-0.2389953494682806,1.1506366924000166,-0.2077070469304957,0.8354577150248388,,,,,0.0,0.0
k1__task_complexity,task_complexity,Transition beta,team_vs_peer_average,0.5359401852637952,1.0662782462581446,0.5026269523405852,0.615226576157311,,,,,0.0,0.0
k1__task_complexity,task_complexity,Transition beta,target_attainment,0.0711330110253076,3.4883608397064862,0.0203915289426574,0.983731041371323,,,,,0.0,0.0
k1__task_complexity,task_complexity,Transition beta,team_t_minus_1_vs_team_t,0.8581373787038531,1.3731488633536897,0.6249412584502996,0.5320096121727891,,,,,0.0,1.0
k1__task_complexity,task_complexity,Transition beta,team_vs_peer_average,2.32970834160179,1.2040405217942869,1.9349085844137608,0.0530015145910871,*,,,,0.0,1.0
k1__task_complexity,task_complexity,Transition beta,target_attainment,0.3935451655150975,3.394821159711693,0.1159251539331513,0.9077118601371424,,,,,0.0,1.0
k1__task_complexity,task_complexity,Transition beta,team_t_minus_1_vs_team_t,-0.6095228593672215,1.636134471505073,-0.3725383640419996,0.709492053796984,,,,,0.0,2.0
k1__task_complexity,task_complexity,Transition beta,team_vs_peer_average,-2.8739874984927063,1.475027755082471,-1.9484294370664348,0.0513636003824582,*,,,,0.0,2.0
k1__task_complexity,task_complexity,Transition beta,target_attainment,-0.4580884251737671,6.667267527846546,-0.0687070712642791,0.9452227894529768,,,,,0.0,2.0
k1__task_complexity,task_complexity,Transition beta,team_t_minus_1_vs_team_t,-0.0461262350009748,1.4730531648870095,-0.0313133538561135,0.9750196407937686,,,,,1.0,0.0
k1__task_complexity,task_complexity,Transition beta,team_vs_peer_average,0.358540239808511,1.3950125991547917,0.2570157717756405,0.7971665978355187,,,,,1.0,0.0
k1__task_complexity,task_complexity,Transition beta,target_attainment,-0.5437402840892126,4.776764449737349,-0.1138302484475888,0.9093723596390344,,,,,1.0,0.0
k1__task_complexity,task_complexity,Transition beta,team_t_minus_1_vs_team_t,0.5498903244319862,1.4244603005380247,0.3860341521798047,0.6994713757344668,,,,,1.0,1.0
k1__task_complexity,task_complexity,Transition beta,team_vs_peer_average,2.7675189609142925,1.4791090249256649,1.871071648050676,0.0613351507543094,*,,,,1.0,1.0
k1__task_complexity,task_complexity,Transition beta,target_attainment,0.1630030437512857,6.188821483445171,0.0263383011106899,0.978987505630026,,,,,1.0,1.0
k1__task_complexity,task_complexity,Transition beta,team_t_minus_1_vs_team_t,-0.4815581550111923,0.9998039828880068,-0.4816525671563904,0.630052776741262,,,,,1.0,2.0
k1__task_complexity,task_complexity,Transition beta,team_vs_peer_average,-3.170156543829575,1.9671088018927096,-1.6115816983683455,0.1070529958956882,,,,,1.0,2.0
k1__task_complexity,task_complexity,Transition beta,target_attainment,0.4036318974083508,10.79312146935553,0.0373971421107755,0.9701683513436824,,,,,1.0,2.0
k1__task_complexity,task_complexity,Transition beta,team_t_minus_1_vs_team_t,-0.3788865826701874,1.0961138827480006,-0.3456635196703319,0.7295956031999982,,,,,2.0,0.0
k1__task_complexity,task_complexity,Transition beta,team_vs_peer_average,0.645880102312748,1.1827501892124956,0.5460832796338768,0.5850086926876827,,,,,2.0,0.0
k1__task_complexity,task_complexity,Transition beta,target_attainment,0.1406398681768694,1.198423782870473,0.1173540363493186,0.9065795059948204,,,,,2.0,0.0
k1__task_complexity,task_complexity,Transition beta,team_t_minus_1_vs_team_t,0.9593329595531368,1.462396294092377,0.6560006774008806,0.5118236883672509,,,,,2.0,1.0
k1__task_complexity,task_complexity,Transition beta,team_vs_peer_average,2.124603506324912,1.1575793055852293,1.83538483806152,0.0664486886352995,*,,,,2.0,1.0
k1__task_complexity,task_complexity,Transition beta,target_attainment,0.468934175635617,1.4856755994857702,0.3156369908733286,0.752278057267457,,,,,2.0,1.0
k1__task_complexity,task_complexity,Transition beta,team_t_minus_1_vs_team_t,-0.5666322352969843,1.0972056990491543,-0.516432092713364,0.6055526560632627,,,,,2.0,2.0
k1__task_complexity,task_complexity,Transition beta,team_vs_peer_average,-2.8276704209824306,1.0109267670008717,-2.797107083603409,0.0051562440613508,***,,,,2.0,2.0
k1__task_complexity,task_complexity,Transition beta,target_attainment,-0.6515821480212718,1.9388155246890564,-0.3360722769773423,0.7368163635596883,,,,,2.0,2.0
k1__target_difficulty,target_difficulty,Emission baseline mean,ai_authority_share,0.5429128225277142,0.2405261345804302,2.257188490035656,0.0239962993213045,**,0.0,ai_authority_share,,,
k1__target_difficulty,target_difficulty,Emission baseline mean,escalation_share,0.3448715835587016,0.168750807049919,2.04367368421938,0.0409857946225296,**,0.0,escalation_share,,,
k1__target_difficulty,target_difficulty,Emission baseline mean,ai_authority_share,0.7973131045733352,0.1275679631314964,6.250104532526469,4.10178113696702e-10,***,1.0,ai_authority_share,,,
k1__target_difficulty,target_difficulty,Emission baseline mean,escalation_share,0.3864461983196156,0.1598928938891019,2.4169066486947552,0.0156530309587075,**,1.0,escalation_share,,,
k1__target_difficulty,target_difficulty,Emission baseline mean,ai_authority_share,0.2215216954052973,0.2303909274393236,0.9615035534054952,0.3362990396738583,,2.0,ai_authority_share,,,
k1__target_difficulty,target_difficulty,Emission baseline mean,escalation_share,0.3373536939713628,0.1642646560172499,2.053720515117606,0.0400027497959105,**,2.0,escalation_share,,,
k1__target_difficulty,target_difficulty,Emission control effect,ai_authority_share|target_difficulty,-0.0047981925564954,0.2246760526120514,-0.0213560479664493,0.9829616342028556,,0.0,ai_authority_share,target_difficulty,,
k1__target_difficulty,target_difficulty,Emission control effect,escalation_share|target_difficulty,0.0611334841238542,0.1713172336834958,0.3568437500969505,0.7212087817251918,,0.0,escalation_share,target_difficulty,,
k1__target_difficulty,target_difficulty,Emission control effect,ai_authority_share|target_difficulty,-0.0122621736713952,0.1083475385403047,-0.1131744554292183,0.9098922471463564,,1.0,ai_authority_share,target_difficulty,,
k1__target_difficulty,target_difficulty,Emission control effect,escalation_share|target_difficulty,0.0602278582935367,0.1560829196333073,0.3858709103791289,0.6995922754626736,,1.0,escalation_share,target_difficulty,,
k1__target_difficulty,target_difficulty,Emission control effect,ai_authority_share|target_difficulty,-0.0495994586435243,0.1875888628451268,-0.2644051352050342,0.7914677549687905,,2.0,ai_authority_share,target_difficulty,,
k1__target_difficulty,target_difficulty,Emission control effect,escalation_share|target_difficulty,0.0503493788361021,0.1680211032994621,0.2996610416631121,0.7644357179224737,,2.0,escalation_share,target_difficulty,,
k1__target_difficulty,target_difficulty,Transition beta,team_t_minus_1_vs_team_t,-0.2236565753447376,1.3490264531538907,-0.1657910968475456,0.8683213528446805,,,,,0.0,0.0
k1__target_difficulty,target_difficulty,Transition beta,team_vs_peer_average,0.4287505028697622,1.2031490828717273,0.3563569211609274,0.7215732864594377,,,,,0.0,0.0
k1__target_difficulty,target_difficulty,Transition beta,target_attainment,0.1404810437162828,3.9737890237838176,0.0353519129665614,0.9717991286143765,,,,,0.0,0.0
k1__target_difficulty,target_difficulty,Transition beta,team_t_minus_1_vs_team_t,1.0240334281857122,1.1766411987778995,0.8703022036363413,0.3841352749972699,,,,,0.0,1.0
k1__target_difficulty,target_difficulty,Transition beta,team_vs_peer_average,1.956089618135316,1.0630496053778482,1.840073697633374,0.0657574182351861,*,,,,0.0,1.0
k1__target_difficulty,target_difficulty,Transition beta,target_attainment,0.417153421055055,2.2941156710868764,0.1818362632331531,0.8557112249624743,,,,,0.0,1.0
k1__target_difficulty,target_difficulty,Transition beta,team_t_minus_1_vs_team_t,-0.7909028481474485,1.749928799359017,-0.451962873253557,0.6512957289152954,,,,,0.0,2.0
k1__target_difficulty,target_difficulty,Transition beta,team_vs_peer_average,-2.3935112684982043,1.3560775329291983,-1.7650253841519623,0.0775594996185498,*,,,,0.0,2.0
k1__target_difficulty,target_difficulty,Transition beta,target_attainment,-0.5512835241824096,5.814996047796101,-0.0948037659271234,0.9244706955705332,,,,,0.0,2.0
k1__target_difficulty,target_difficulty,Transition beta,team_t_minus_1_vs_team_t,-0.0532647550160985,1.356596808090764,-0.0392635119723316,0.9686802973986484,,,,,1.0,0.0
k1__target_difficulty,target_difficulty,Transition beta,team_vs_peer_average,0.3858441395477949,1.7091758084983812,0.2257486547781081,0.8213969136888446,,,,,1.0,0.0
k1__target_difficulty,target_difficulty,Transition beta,target_attainment,-0.4734889534256393,5.488932793765819,-0.0862624796505825,0.9312577641601608,,,,,1.0,0.0
k1__target_difficulty,target_difficulty,Transition beta,team_t_minus_1_vs_team_t,0.6117727286666166,1.073309798418337,0.5699870899978218,0.5686864543161096,,,,,1.0,1.0
k1__target_difficulty,target_difficulty,Transition beta,team_vs_peer_average,2.537303370946233,1.4010497036092633,1.811001682816713,0.070140591177181,*,,,,1.0,1.0
k1__target_difficulty,target_difficulty,Transition beta,target_attainment,0.1539015477722143,4.619282409792676,0.0333171982396984,0.97342163916117,,,,,1.0,1.0
k1__target_difficulty,target_difficulty,Transition beta,team_t_minus_1_vs_team_t,-0.5365448537409773,1.415828963879169,-0.3789616312629465,0.7047163562720922,,,,,1.0,2.0
k1__target_difficulty,target_difficulty,Transition beta,team_vs_peer_average,-2.9673200917618976,2.3647668891942915,-1.254804482133503,0.2095497451083698,,,,,1.0,2.0
k1__target_difficulty,target_difficulty,Transition beta,target_attainment,0.342243209870297,9.93131202261044,0.0344610268100647,0.972509519976426,,,,,1.0,2.0
k1__target_difficulty,target_difficulty,Transition beta,team_t_minus_1_vs_team_t,-0.3429169747321594,1.1458801243102017,-0.2992607755881873,0.764741080465591,,,,,2.0,0.0
k1__target_difficulty,target_difficulty,Transition beta,team_vs_peer_average,0.5011413929938281,1.537699341817626,0.3259033670401768,0.7444974681353409,,,,,2.0,0.0
k1__target_difficulty,target_difficulty,Transition beta,target_attainment,0.2621179009772947,2.2818877765180225,0.114868883419528,0.9085490492323648,,,,,2.0,0.0
k1__target_difficulty,target_difficulty,Transition beta,team_t_minus_1_vs_team_t,1.2074059848351733,1.1503128139652463,1.049632734832468,0.2938870007157246,,,,,2.0,1.0
k1__target_difficulty,target_difficulty,Transition beta,team_vs_peer_average,1.69600466426527,3.143300602952121,0.5395617150559568,0.5894993252696472,,,,,2.0,1.0
k1__target_difficulty,target_difficulty,Transition beta,target_attainment,0.5612184506648702,2.181364623643816,0.2572786065116405,0.7969637062528883,,,,,2.0,1.0
k1__target_difficulty,target_difficulty,Transition beta,team_t_minus_1_vs_team_t,-0.8508077432198321,1.0536171896218838,-0.8075112589280792,0.4193719905180566,,,,,2.0,2.0
k1__target_difficulty,target_difficulty,Transition beta,team_vs_peer_average,-2.254644579544266,2.702707485161433,-0.8342170182762474,0.4041587028419515,,,,,2.0,2.0
k1__target_difficulty,target_difficulty,Transition beta,target_attainment,-0.8656382130395174,1.0380749589466542,-0.8338879630791689,0.4043441207753029,,,,,2.0,2.0
k1__demand_volatility,demand_volatility,Emission baseline mean,ai_authority_share,0.5110881956195273,0.2497289496910149,2.04657167802086,0.0407001580279355,**,0.0,ai_authority_share,,,
k1__demand_volatility,demand_volatility,Emission baseline mean,escalation_share,0.3355881236987773,0.1688808526195751,1.9871294968810391,0.0469080482471226,**,0.0,escalation_share,,,
k1__demand_volatility,demand_volatility,Emission baseline mean,ai_authority_share,0.7849420447784822,0.1628614019583597,4.819693526764404,1.4377892114669777e-06,***,1.0,ai_authority_share,,,
k1__demand_volatility,demand_volatility,Emission baseline mean,escalation_share,0.3764046201650117,0.1702239794778178,2.211231468795862,0.0270198122621092,**,1.0,escalation_share,,,
k1__demand_volatility,demand_volatility,Emission baseline mean,ai_authority_share,0.173762208379555,0.2083172588500365,0.834122959080616,0.404211698669612,,2.0,ai_authority_share,,,
k1__demand_volatility,demand_volatility,Emission baseline mean,escalation_share,0.3625100056140999,0.1205018777745993,3.0083349098690446,0.0026268347891003,***,2.0,escalation_share,,,
k1__demand_volatility,demand_volatility,Emission control effect,ai_authority_share|demand_volatility,0.0126509835946248,0.1802118440764098,0.0702006222702033,0.944033979049156,,0.0,ai_authority_share,demand_volatility,,
k1__demand_volatility,demand_volatility,Emission control effect,escalation_share|demand_volatility,0.0526989476212675,0.1714596984586189,0.3073547200596892,0.7585733893291986,,0.0,escalation_share,demand_volatility,,
k1__demand_volatility,demand_volatility,Emission control effect,ai_authority_share|demand_volatility,-0.0183843975839337,0.1027972245618184,-0.1788413808086622,0.8580622518684073,,1.0,ai_authority_share,demand_volatility,,
k1__demand_volatility,demand_volatility,Emission control effect,escalation_share|demand_volatility,0.0489564000076963,0.1673065967335034,0.2926148816814269,0.7698165374919352,,1.0,escalation_share,demand_volatility,,
k1__demand_volatility,demand_volatility,Emission control effect,ai_authority_share|demand_volatility,-0.0013066216796085,0.2192227212240418,-0.0059602475159189,0.995244438685031,,2.0,ai_authority_share,demand_volatility,,
k1__demand_volatility,demand_volatility,Emission control effect,escalation_share|demand_volatility,0.0410797587940011,0.1550228890202039,0.264991570300611,0.79101595568308,,2.0,escalation_share,demand_volatility,,
k1__demand_volatility,demand_volatility,Transition beta,team_t_minus_1_vs_team_t,-0.2588831646256212,1.0002186134193838,-0.2588265816615768,0.7957690473526227,,,,,0.0,0.0
k1__demand_volatility,demand_volatility,Transition beta,team_vs_peer_average,0.5423693784831416,1.2768420255402844,0.4247740657295821,0.6710013850560193,,,,,0.0,0.0
k1__demand_volatility,demand_volatility,Transition beta,target_attainment,0.0549562169029492,3.261278123433783,0.0168511285523499,0.9865553809891844,,,,,0.0,0.0
k1__demand_volatility,demand_volatility,Transition beta,team_t_minus_1_vs_team_t,0.84120119912421,1.0577724596295257,0.7952572327500685,0.4264638856737683,,,,,0.0,1.0
k1__demand_volatility,demand_volatility,Transition beta,team_vs_peer_average,2.290867905560327,1.4097295491167845,1.6250407086916694,0.1041538850503203,,,,,0.0,1.0
k1__demand_volatility,demand_volatility,Transition beta,target_attainment,0.3514121822035886,3.023142074467767,0.1162407103428825,0.9074617732314048,,,,,0.0,1.0
k1__demand_volatility,demand_volatility,Transition beta,team_t_minus_1_vs_team_t,-0.5729133968968245,1.1182583523308742,-0.5123265081836016,0.6084225159993975,,,,,0.0,2.0
k1__demand_volatility,demand_volatility,Transition beta,team_vs_peer_average,-2.841880063955958,1.027736892585568,-2.765182494136598,0.0056890958235771,***,,,,0.0,2.0
k1__demand_volatility,demand_volatility,Transition beta,target_attainment,-0.3998378429812702,5.993964213058888,-0.0667067451137186,0.946815164451046,,,,,0.0,2.0
k1__demand_volatility,demand_volatility,Transition beta,team_t_minus_1_vs_team_t,-0.0658456342802023,1.0820850000245683,-0.0608507042225956,0.951478108975695,,,,,1.0,0.0
k1__demand_volatility,demand_volatility,Transition beta,team_vs_peer_average,0.3249712196513273,1.158480495253878,0.2805150548349204,0.7790823768473671,,,,,1.0,0.0
k1__demand_volatility,demand_volatility,Transition beta,target_attainment,-0.5263000766936976,6.5835040720328415,-0.079942242145707,0.9362831929449124,,,,,1.0,0.0
k1__demand_volatility,demand_volatility,Transition beta,team_t_minus_1_vs_team_t,0.5126722548993177,1.1619215079890195,0.4412279584931847,0.659047974557212,,,,,1.0,1.0
k1__demand_volatility,demand_volatility,Transition beta,team_vs_peer_average,2.677539645469415,1.4140321204718274,1.8935493803181689,0.0582848478802662,*,,,,1.0,1.0
k1__demand_volatility,demand_volatility,Transition beta,target_attainment,0.0963653976884373,3.0336668702628744,0.0317653195982217,0.974659203622574,,,,,1.0,1.0
k1__demand_volatility,demand_volatility,Transition beta,team_t_minus_1_vs_team_t,-0.424766479516649,1.0809177053910608,-0.3929683799221093,0.6943428357220247,,,,,1.0,2.0
k1__demand_volatility,demand_volatility,Transition beta,team_vs_peer_average,-3.046631254451201,1.1464352514045129,-2.657482182895836,0.0078726751731992,***,,,,1.0,2.0
k1__demand_volatility,demand_volatility,Transition beta,target_attainment,0.4527167683486615,8.362344178224813,0.0541375430979648,0.9568255810256668,,,,,1.0,2.0
k1__demand_volatility,demand_volatility,Transition beta,team_t_minus_1_vs_team_t,-0.3894447486216311,1.7681951676890284,-0.2202498659300275,0.8256765625893434,,,,,2.0,0.0
k1__demand_volatility,demand_volatility,Transition beta,team_vs_peer_average,0.6701433023942619,1.4710518243134252,0.4555538365937812,0.648710845504447,,,,,2.0,0.0
k1__demand_volatility,demand_volatility,Transition beta,target_attainment,0.1400301289582245,1.4500361795054175,0.0965700931724244,0.92306780764988,,,,,2.0,0.0
k1__demand_volatility,demand_volatility,Transition beta,team_t_minus_1_vs_team_t,0.943920827629212,1.8878987300711587,0.4999848840375212,0.6170857211047345,,,,,2.0,1.0
k1__demand_volatility,demand_volatility,Transition beta,team_vs_peer_average,2.0398401526314576,2.27121479422264,0.8981273624230797,0.3691176528477169,,,,,2.0,1.0
k1__demand_volatility,demand_volatility,Transition beta,target_attainment,0.4277087269993231,1.554338579008709,0.2751708879748051,0.7831849519501608,,,,,2.0,1.0
k1__demand_volatility,demand_volatility,Transition beta,team_t_minus_1_vs_team_t,-0.5405932375961807,1.096856496594223,-0.4928568498019032,0.6221137382797979,,,,,2.0,2.0
k1__demand_volatility,demand_volatility,Transition beta,team_vs_peer_average,-2.767415275474698,1.445365175010448,-1.9146824092082428,0.055533018274301,*,,,,2.0,2.0
k1__demand_volatility,demand_volatility,Transition beta,target_attainment,-0.6100911651648339,1.6966380920652275,-0.3595882752002828,0.7191550529130191,,,,,2.0,2.0
k1__forecast_accuracy,forecast_accuracy,Emission baseline mean,ai_authority_share,0.5144388690832515,0.263984051152285,1.9487498083226475,0.0513253103964737,*,0.0,ai_authority_share,,,
k1__forecast_accuracy,forecast_accuracy,Emission baseline mean,escalation_share,0.333838573427232,0.1711010245801989,1.9511196630547016,0.0510428126695852,*,0.0,escalation_share,,,
k1__forecast_accuracy,forecast_accuracy,Emission baseline mean,ai_authority_share,0.7827818233175938,0.1580939152457427,4.95137224035998,7.369199195306209e-07,***,1.0,ai_authority_share,,,
k1__forecast_accuracy,forecast_accuracy,Emission baseline mean,escalation_share,0.377163956402343,0.1725147604134288,2.1862706443116844,0.0287958105080377,**,1.0,escalation_share,,,
k1__forecast_accuracy,forecast_accuracy,Emission baseline mean,ai_authority_share,0.1783156413571522,0.2586103378469713,0.6895147457820028,0.4904993970054536,,2.0,ai_authority_share,,,
k1__forecast_accuracy,forecast_accuracy,Emission baseline mean,escalation_share,0.3617492629888291,0.1693943958744108,2.1355444560104004,0.0327165629158219,**,2.0,escalation_share,,,
k1__forecast_accuracy,forecast_accuracy,Emission control effect,ai_authority_share|forecast_accuracy,0.0289862185712765,0.2537397765350833,0.1142360057500436,0.9090507102600284,,0.0,ai_authority_share,forecast_accuracy,,
k1__forecast_accuracy,forecast_accuracy,Emission control effect,escalation_share|forecast_accuracy,-0.0574496054193267,0.1716025828594278,-0.3347828713416739,0.7377888823536902,,0.0,escalation_share,forecast_accuracy,,
k1__forecast_accuracy,forecast_accuracy,Emission control effect,ai_authority_share|forecast_accuracy,0.0406695733468787,0.0974163500374579,0.4174820071912025,0.6763258823257139,,1.0,ai_authority_share,forecast_accuracy,,
