driver_pair,from_state,to_state,x_variable,x_level,x_value,y_variable,y_level,y_value,transition_probability,transition_probability_pct
peer_target,Appreciation,Neutral,team_vs_peer_average,high,0.15064741625824876,target_attainment,low,0.0,0.020332647287134166,2.0332647287134167
peer_target,Appreciation,Appreciation,team_vs_peer_average,high,0.15064741625824876,target_attainment,low,0.0,0.9796670142231411,97.9667014223141
peer_target,Appreciation,Aversion,team_vs_peer_average,high,0.15064741625824876,target_attainment,high,1.0,6.972791768988777e-08,6.972791768988777e-06
peer_target,Appreciation,Neutral,team_vs_peer_average,high,0.15064741625824876,target_attainment,high,1.0,2.8181516575631626e-05,0.0028181516575631624
peer_target,Appreciation,Appreciation,team_vs_peer_average,high,0.15064741625824876,target_attainment,high,1.0,0.9999717487555067,99.99717487555067
change_peer,Aversion,Aversion,team_t_minus_1_vs_team_t,low,-0.1568077394306919,team_vs_peer_average,low,-0.14486590835412808,0.9589979972481693,95.89979972481693
change_peer,Aversion,Neutral,team_t_minus_1_vs_team_t,low,-0.1568077394306919,team_vs_peer_average,low,-0.14486590835412808,0.04099715765941107,4.099715765941107
change_peer,Aversion,Appreciation,team_t_minus_1_vs_team_t,low,-0.1568077394306919,team_vs_peer_average,low,-0.14486590835412808,4.8450924197015315e-06,0.00048450924197015316
change_peer,Aversion,Aversion,team_t_minus_1_vs_team_t,low,-0.1568077394306919,team_vs_peer_average,high,0.15064741625824876,0.01462356660035697,1.462356660035697
change_peer,Aversion,Neutral,team_t_minus_1_vs_team_t,low,-0.1568077394306919,team_vs_peer_average,high,0.15064741625824876,0.9254399903012935,92.54399903012936
change_peer,Aversion,Appreciation,team_t_minus_1_vs_team_t,low,-0.1568077394306919,team_vs_peer_average,high,0.15064741625824876,0.05993644309834961,5.993644309834961
change_peer,Aversion,Aversion,team_t_minus_1_vs_team_t,high,0.15865470035701518,team_vs_peer_average,low,-0.14486590835412808,0.9302983920422895,93.02983920422895
change_peer,Aversion,Neutral,team_t_minus_1_vs_team_t,high,0.15865470035701518,team_vs_peer_average,low,-0.14486590835412808,0.06967289267491449,6.967289267491449
change_peer,Aversion,Appreciation,team_t_minus_1_vs_team_t,high,0.15865470035701518,team_vs_peer_average,low,-0.14486590835412808,2.8715282796050512e-05,0.0028715282796050513
change_peer,Aversion,Aversion,team_t_minus_1_vs_team_t,high,0.15865470035701518,team_vs_peer_average,high,0.15064741625824876,0.007304223031392735,0.7304223031392735
change_peer,Aversion,Neutral,team_t_minus_1_vs_team_t,high,0.15865470035701518,team_vs_peer_average,high,0.15064741625824876,0.8097939065646561,80.97939065646561
change_peer,Aversion,Appreciation,team_t_minus_1_vs_team_t,high,0.15865470035701518,team_vs_peer_average,high,0.15064741625824876,0.18290187040395106,18.290187040395107
change_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,low,-0.1568077394306919,team_vs_peer_average,low,-0.14486590835412808,0.8306166781769778,83.06166781769778
change_peer,Neutral,Neutral,team_t_minus_1_vs_team_t,low,-0.1568077394306919,team_vs_peer_average,low,-0.14486590835412808,0.1688996566400237,16.88996566400237
change_peer,Neutral,Appreciation,team_t_minus_1_vs_team_t,low,-0.1568077394306919,team_vs_peer_average,low,-0.14486590835412808,0.0004836651829985591,0.04836651829985591
change_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,low,-0.1568077394306919,team_vs_peer_average,high,0.15064741625824876,0.0001849403999531524,0.01849403999531524
change_peer,Neutral,Neutral,team_t_minus_1_vs_team_t,low,-0.1568077394306919,team_vs_peer_average,high,0.15064741625824876,0.976889101557511,97.6889101557511
change_peer,Neutral,Appreciation,team_t_minus_1_vs_team_t,low,-0.1568077394306919,team_vs_peer_average,high,0.15064741625824876,0.022925958042535857,2.2925958042535854
change_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,high,0.15865470035701518,team_vs_peer_average,low,-0.14486590835412808,0.9612992629718045,96.12992629718045
change_peer,Neutral,Neutral,team_t_minus_1_vs_team_t,high,0.15865470035701518,team_vs_peer_average,low,-0.14486590835412808,0.03729254054556897,3.7292540545568973
change_peer,Neutral,Appreciation,team_t_minus_1_vs_team_t,high,0.15865470035701518,team_vs_peer_average,low,-0.14486590835412808,0.0014081964826265297,0.14081964826265297
change_peer,Neutral,Aversion,team_t_minus_1_vs_team_t,high,0.15865470035701518,team_vs_peer_average,high,0.15064741625824876,0.0007572327170504178,0.07572327170504178
change_peer,Neutral,Neutral,team_t_minus_1_vs_team_t,high,0.15865470035701518,team_vs_peer_average,high,0.15064741625824876,0.7630940786827695,76.30940786827695
change_peer,Neutral,Appreciation,team_t_minus_1_vs_team_t,high,0.15865470035701518,team_vs_peer_average,high,0.15064741625824876,0.23614868860018,23.614868860018
change_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,low,-0.1568077394306919,team_vs_peer_average,low,-0.14486590835412808,0.1991973488888893,19.91973488888893
change_peer,Appreciation,Neutral,team_t_minus_1_vs_team_t,low,-0.1568077394306919,team_vs_peer_average,low,-0.14486590835412808,0.7030192101786621,70.3019210178662
change_peer,Appreciation,Appreciation,team_t_minus_1_vs_team_t,low,-0.1568077394306919,team_vs_peer_average,low,-0.14486590835412808,0.0977834409324487,9.77834409324487
change_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,low,-0.1568077394306919,team_vs_peer_average,high,0.15064741625824876,1.1406338841086282e-07,1.1406338841086281e-05
change_peer,Appreciation,Neutral,team_t_minus_1_vs_team_t,low,-0.1568077394306919,team_vs_peer_average,high,0.15064741625824876,0.017461786944507507,1.7461786944507507
change_peer,Appreciation,Appreciation,team_t_minus_1_vs_team_t,low,-0.1568077394306919,team_vs_peer_average,high,0.15064741625824876,0.982538098992104,98.2538098992104
change_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,high,0.15865470035701518,team_vs_peer_average,low,-0.14486590835412808,0.7282823447760569,72.82823447760569
change_peer,Appreciation,Neutral,team_t_minus_1_vs_team_t,high,0.15865470035701518,team_vs_peer_average,low,-0.14486590835412808,0.22650120202543872,22.65012020254387
change_peer,Appreciation,Appreciation,team_t_minus_1_vs_team_t,high,0.15865470035701518,team_vs_peer_average,low,-0.14486590835412808,0.045216453198504224,4.521645319850422
change_peer,Appreciation,Aversion,team_t_minus_1_vs_team_t,high,0.15865470035701518,team_vs_peer_average,high,0.15064741625824876,9.066441393655729e-07,9.06644139365573e-05
change_peer,Appreciation,Neutral,team_t_minus_1_vs_team_t,high,0.15865470035701518,team_vs_peer_average,high,0.15064741625824876,0.012231123908557308,1.2231123908557306
change_peer,Appreciation,Appreciation,team_t_minus_1_vs_team_t,high,0.15865470035701518,team_vs_peer_average,high,0.15064741625824876,0.9877679694473034,98.77679694473034
change_target,Aversion,Aversion,team_t_minus_1_vs_team_t,low,-0.1568077394306919,target_attainment,low,0.0,0.43024784365992885,43.024784365992886
change_target,Aversion,Neutral,team_t_minus_1_vs_team_t,low,-0.1568077394306919,target_attainment,low,0.0,0.5681390406602617,56.81390406602617
change_target,Aversion,Appreciation,team_t_minus_1_vs_team_t,low,-0.1568077394306919,target_attainment,low,0.0,0.0016131156798093484,0.16131156798093485
change_target,Aversion,Aversion,team_t_minus_1_vs_team_t,low,-0.1568077394306919,target_attainment,high,1.0,0.038109689111656644,3.8109689111656646
change_target,Aversion,Neutral,team_t_minus_1_vs_team_t,low,-0.1568077394306919,target_attainment,high,1.0,0.9614131658180398,96.14131658180398
change_target,Aversion,Appreciation,team_t_minus_1_vs_team_t,low,-0.1568077394306919,target_attainment,high,1.0,0.0004771450703034561,0.04771450703034561
change_target,Aversion,Aversion,team_t_minus_1_vs_team_t,high,0.15865470035701518,target_attainment,low,0.0,0.2997371185989094,29.97371185989094
change_target,Aversion,Neutral,team_t_minus_1_vs_team_t,high,0.15865470035701518,target_attainment,low,0.0,0.693397039475159,69.3397039475159
change_target,Aversion,Appreciation,team_t_minus_1_vs_team_t,high,0.15865470035701518,target_attainment,low,0.0,0.00686584192593174,0.686584192593174
change_target,Aversion,Aversion,team_t_minus_1_vs_team_t,high,0.15865470035701518,target_attainment,high,1.0,0.02208860585708232,2.2088605857082317
change_target,Aversion,Neutral,team_t_minus_1_vs_team_t,high,0.15865470035701518,target_attainment,high,1.0,0.9762217711803866,97.62217711803865
change_target,Aversion,Appreciation,team_t_minus_1_vs_team_t,high,0.15865470035701518,target_attainment,high,1.0,0.001689622962531036,0.1689622962531036
change_target,Neutral,Aversion,team_t_minus_1_vs_team_t,low,-0.1568077394306919,target_attainment,low,0.0,0.03714313245496041,3.714313245496041
change_target,Neutral,Neutral,team_t_minus_1_vs_team_t,low,-0.1568077394306919,target_attainment,low,0.0,0.9552574828352665,95.52574828352664
change_target,Neutral,Appreciation,team_t_minus_1_vs_team_t,low,-0.1568077394306919,target_attainment,low,0.0,0.007599384709773089,0.7599384709773089
change_target,Neutral,Aversion,team_t_minus_1_vs_team_t,low,-0.1568077394306919,target_attainment,high,1.0,0.002232122712830873,0.2232122712830873
change_target,Neutral,Neutral,team_t_minus_1_vs_team_t,low,-0.1568077394306919,target_attainment,high,1.0,0.9882786057731133,98.82786057731133
change_target,Neutral,Appreciation,team_t_minus_1_vs_team_t,low,-0.1568077394306919,target_attainment,high,1.0,0.00948927151405581,0.948927151405581
change_target,Neutral,Aversion,team_t_minus_1_vs_team_t,high,0.15865470035701518,target_attainment,low,0.0,0.15573248379114102,15.573248379114101
change_target,Neutral,Neutral,team_t_minus_1_vs_team_t,high,0.15865470035701518,target_attainment,low,0.0,0.7641108619445536,76.41108619445535
change_target,Neutral,Appreciation,team_t_minus_1_vs_team_t,high,0.15865470035701518,target_attainment,low,0.0,0.08015665426430549,8.015665426430548
change_target,Neutral,Aversion,team_t_minus_1_vs_team_t,high,0.15865470035701518,target_attainment,high,1.0,0.010398933046439044,1.0398933046439045
change_target,Neutral,Neutral,team_t_minus_1_vs_team_t,high,0.15865470035701518,target_attainment,high,1.0,0.878385890278791,87.8385890278791
change_target,Neutral,Appreciation,team_t_minus_1_vs_team_t,high,0.15865470035701518,target_attainment,high,1.0,0.11121517667476996,11.121517667476995
change_target,Appreciation,Aversion,team_t_minus_1_vs_team_t,low,-0.1568077394306919,target_attainment,low,0.0,0.0004058303525999381,0.04058303525999381
change_target,Appreciation,Neutral,team_t_minus_1_vs_team_t,low,-0.1568077394306919,target_attainment,low,0.0,0.3454815648655441,34.54815648655441
change_target,Appreciation,Appreciation,team_t_minus_1_vs_team_t,low,-0.1568077394306919,target_attainment,low,0.0,0.6541126047818558,65.41126047818558
change_target,Appreciation,Aversion,team_t_minus_1_vs_team_t,low,-0.1568077394306919,target_attainment,high,1.0,0.00012510603859884484,0.012510603859884483
change_target,Appreciation,Neutral,team_t_minus_1_vs_team_t,low,-0.1568077394306919,target_attainment,high,1.0,0.0007165852309208272,0.07165852309208272
change_target,Appreciation,Appreciation,team_t_minus_1_vs_team_t,low,-0.1568077394306919,target_attainment,high,1.0,0.9991583087304803,99.91583087304802
change_target,Appreciation,Aversion,team_t_minus_1_vs_team_t,high,0.15865470035701518,target_attainment,low,0.0,0.0035730354425692963,0.3573035442569296
change_target,Appreciation,Neutral,team_t_minus_1_vs_team_t,high,0.15865470035701518,target_attainment,low,0.0,0.2680431838747908,26.804318387479082
change_target,Appreciation,Appreciation,team_t_minus_1_vs_team_t,high,0.15865470035701518,target_attainment,low,0.0,0.7283837806826399,72.83837806826399
change_target,Appreciation,Aversion,team_t_minus_1_vs_team_t,high,0.15865470035701518,target_attainment,high,1.0,0.0009885133517198667,0.09885133517198666
change_target,Appreciation,Neutral,team_t_minus_1_vs_team_t,high,0.15865470035701518,target_attainment,high,1.0,0.0004989525091961336,0.04989525091961336
change_target,Appreciation,Appreciation,team_t_minus_1_vs_team_t,high,0.15865470035701518,target_attainment,high,1.0,0.9985125341390839,99.8512534139084
